,name,description,homepage,resource,category,projectrank,show,github_id,pypi_id,conda_id,github_url,created_at,updated_at,last_commit_pushed_at,fork_count,open_issue_count,closed_issue_count,star_count,commit_count,latest_stable_release_published_at,latest_stable_release_number,github_release_downloads,monthly_downloads,release_count,dependent_project_count,github_dependent_project_count,contributor_count,pypi_url,license,pypi_latest_release_published_at,pypi_dependent_project_count,pypi_monthly_downloads,conda_url,conda_latest_release_published_at,conda_total_downloads,projectrank_placing,dockerhub_id,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_stars,dockerhub_pulls,npm_id,npm_url,npm_latest_release_published_at,npm_dependent_project_count,npm_monthly_downloads,conda_dependent_project_count,trending,cran_id,go_id,gem_id,pypi,hex_id,bitbucket_id,updated_github_id
40,jupyter_server,"The backendi.e. core services, APIs, and REST endpointsto Jupyter web applications.",https://github.com/jupyter-server/jupyter_server,,components,25,True,jupyter-server/jupyter_server,jupyter_server,conda-forge/jupyter_server,https://github.com/jupyter-server/jupyter_server,2016-09-21 19:18:45.000000,2021-02-10 15:16:56.000000,2021-02-10 15:16:56.000000,93.0,55.0,97.0,205.0,11846.0,2021-02-05 01:43:11.000000,1.3.0,25.0,235535.0,28.0,,,426.0,https://pypi.org/project/jupyter_server,BSD-3-Clause,2018-07-31 14:15:16.000000,,229757.0,https://anaconda.org/conda-forge/jupyter_server,2021-02-05 04:06:41.097000,167551.0,3.0,,,,,,,,,,,,,,,,,,,
41,jupyter-server-proxy,Jupyter notebook server extension to proxy web services.,https://github.com/jupyterhub/jupyter-server-proxy,,jupyter-extensions,25,True,jupyterhub/jupyter-server-proxy,jupyter-server-proxy,conda-forge/jupyter-server-proxy,https://github.com/jupyterhub/jupyter-server-proxy,2016-10-18 22:02:06.000000,2021-02-11 11:25:51.000000,2021-02-08 13:10:25.000000,85.0,66.0,65.0,149.0,564.0,2021-02-08 13:17:24.000000,1.6.0,,25322.0,20.0,741.0,647.0,48.0,https://pypi.org/project/jupyter-server-proxy,BSD-3-Clause,2021-02-08 13:17:24.000000,94.0,15757.0,https://anaconda.org/conda-forge/jupyter-server-proxy,2021-02-08 16:22:19.294000,229564.0,1.0,,,,,,,,,,,,1.0,,,,,,,
42,facets-overview,Visualizations for machine learning datasets.,https://github.com/PAIR-code/facets,,widgets,24,True,pair-code/facets,facets-overview,,https://github.com/PAIR-code/facets,2017-07-07 14:03:03.000000,2021-02-04 17:22:42.000000,2021-02-04 17:22:41.000000,795.0,72.0,75.0,6498.0,262.0,2019-07-24 15:33:29.000000,0.9.1,,23971.0,4.0,39.0,39.0,28.0,https://pypi.org/project/facets-overview,Apache-2.0,2019-07-24 15:33:29.000000,,23971.0,,,,2.0,,,,,,,,,,,,,,,,,,,
43,Docker Stacks,Ready-to-run Docker images containing Jupyter applications.,https://github.com/jupyter/docker-stacks,,notebook-environments,24,True,jupyter/docker-stacks,,,https://github.com/jupyter/docker-stacks,2015-07-15 15:30:00.000000,2021-02-08 16:57:59.000000,2021-02-08 06:20:27.000000,2292.0,58.0,543.0,5984.0,1696.0,,,,95169.0,,,,188.0,,BSD-3-Clause,,,,,,,2.0,jupyter/scipy-notebook,https://hub.docker.com/r/jupyter/scipy-notebook,2021-02-08 07:00:40.704543,282.0,6376385.0,,,,,,,,,,,,,,
44,nbdev,Create delightful python projects using Jupyter Notebooks.,https://github.com/fastai/nbdev,,notebook-tools,24,True,fastai/nbdev,nbdev,,https://github.com/fastai/nbdev,2019-11-18 17:37:35.000000,2021-02-08 07:04:00.000000,2021-02-05 06:44:24.000000,265.0,32.0,199.0,2605.0,1173.0,2021-01-19 17:27:34.000000,1.1.12,,17782.0,86.0,2.0,,55.0,https://pypi.org/project/nbdev,Apache-2.0,2021-01-19 17:27:34.000000,2.0,17782.0,,,,2.0,,,,,,,,,,,,,,,,,,,
45,qgrid,"An interactive grid for sorting, filtering, and editing DataFrames in Jupyter notebooks.",https://github.com/quantopian/qgrid,,widgets,24,True,quantopian/qgrid,qgrid,conda-forge/qgrid,https://github.com/quantopian/qgrid,2014-09-30 04:33:20.000000,2020-10-30 18:13:29.000000,2020-04-07 18:56:49.000000,324.0,149.0,123.0,2540.0,405.0,2020-04-07 16:43:54.000000,1.3.1,,25042.0,73.0,127.0,1.0,30.0,https://pypi.org/project/qgrid,Apache-2.0,2020-04-07 16:43:54.000000,126.0,16783.0,https://anaconda.org/conda-forge/qgrid,2020-10-15 16:30:48.138000,251169.0,2.0,,,,,,qgrid,https://www.npmjs.com/package/qgrid,2017-07-08 00:42:37.705000,0.0,1283.0,,,,,,,,,
46,ipyregulartable,"An ipywidget wrapper of regular-table for high performance, editable, stylable, lazy data model grids in jupyter and..",https://github.com/jpmorganchase/ipyregulartable,,widgets,24,True,jpmorganchase/ipyregulartable,ipyregulartable,,https://github.com/jpmorganchase/ipyregulartable,2020-06-15 21:45:08.000000,2021-02-01 05:01:35.000000,2021-02-01 04:49:22.000000,726.0,3.0,13.0,2126.0,,2021-01-08 04:41:11.000000,0.2.0,,180119.0,89.0,65.0,3.0,4.0,https://pypi.org/project/ipyregulartable,Apache-2.0,2021-01-08 04:41:11.000000,,40.0,,,,2.0,,,,,,@jupyter-widgets/jupyterlab-manager,https://www.npmjs.com/package/@jupyter-widgets/jupyterlab-manager,2020-12-24 17:55:12.997000,62.0,180079.0,,,,,,,,,
47,ipydagred3,ipywidgets library for drawing directed acyclic graphs in jupyterlab using dagre-d3.,https://github.com/timkpaine/ipydagred3,,widgets,24,True,timkpaine/ipydagred3,ipydagred3,,https://github.com/timkpaine/ipydagred3,2020-02-29 23:01:15.000000,2021-02-01 04:13:31.000000,2021-02-01 04:12:52.000000,726.0,4.0,13.0,2126.0,,2020-12-31 23:08:14.000000,0.3.0,,180298.0,89.0,69.0,7.0,3.0,https://pypi.org/project/ipydagred3,Apache-2.0,2020-12-31 23:08:14.000000,,219.0,,,,2.0,,,,,,@jupyter-widgets/jupyterlab-manager,https://www.npmjs.com/package/@jupyter-widgets/jupyterlab-manager,2020-12-24 17:55:12.997000,62.0,180079.0,,,,,,,,,
48,NBextensions Configurator,A jupyter notebook serverextension providing config interfaces for nbextensions.,https://github.com/Jupyter-contrib/jupyter_nbextensions_configurator,,jupyter-extensions,24,True,jupyter-contrib/jupyter_nbextensions_configurator,jupyter_nbextensions_configurator,,https://github.com/Jupyter-contrib/jupyter_nbextensions_configurator,2016-06-24 22:29:05.000000,2021-01-11 10:02:27.000000,2020-03-01 13:46:17.000000,90.0,45.0,31.0,804.0,488.0,2018-12-29 12:36:16.000000,0.4.1,,81859.0,13.0,314.0,,17.0,https://pypi.org/project/jupyter_nbextensions_configurator,BSD-3-Clause,2018-12-29 12:36:16.000000,314.0,81859.0,,,,2.0,,,,,,,,,,,,,,,,,,,
49,pythreejs,A Jupyter - Three.js bridge.,https://github.com/jupyter-widgets/pythreejs,,widgets,24,True,jupyter-widgets/pythreejs,pythreejs,conda-forge/pythreejs,https://github.com/jupyter-widgets/pythreejs,2013-12-23 17:02:11.000000,2021-02-11 13:48:28.000000,2020-10-09 09:41:09.000000,156.0,60.0,137.0,698.0,1594.0,2020-03-19 11:32:37.000000,2.2.0,,16013.0,42.0,36.0,15.0,24.0,https://pypi.org/project/pythreejs,BSD-3-Clause,2020-10-09 09:40:47.000000,13.0,5199.0,https://anaconda.org/conda-forge/pythreejs,2020-10-12 12:24:08.446000,266060.0,2.0,,,,,,jupyter-threejs,https://www.npmjs.com/package/jupyter-threejs,2020-03-19 11:22:13.041000,8.0,6147.0,,,,,,,,,
50,KubeSpawner,Kubernetes spawner for JupyterHub.,https://github.com/jupyterhub/kubespawner,,hub-spawners,24,True,jupyterhub/kubespawner,jupyterhub-kubespawner,,https://github.com/jupyterhub/kubespawner,2015-11-21 07:02:52.000000,2021-02-11 13:02:45.000000,2021-02-11 13:02:45.000000,207.0,47.0,201.0,349.0,871.0,2020-10-23 04:05:40.000000,0.14.1,,3037.0,17.0,98.0,80.0,58.0,https://pypi.org/project/jupyterhub-kubespawner,BSD-3-Clause,2020-10-23 04:05:40.000000,18.0,3037.0,,,,1.0,,,,,,,,,,,,,,,,,,,
51,Metakernel,Jupyter/IPython Kernel Tools.,https://github.com/Calysto/metakernel,,kernels,24,True,Calysto/metakernel,metakernel,conda-forge/metakernel,https://github.com/Calysto/metakernel,2014-08-24 20:53:45.000000,2020-11-11 18:56:46.728000,2020-11-09 20:39:40.000000,70.0,24.0,112.0,230.0,1066.0,2020-11-09 20:39:53.000000,0.27.5,,16173.0,88.0,501.0,407.0,26.0,https://pypi.org/project/metakernel,BSD-3-Clause,2020-11-09 20:39:53.000000,94.0,9189.0,https://anaconda.org/conda-forge/metakernel,2020-11-11 18:56:46.728000,405124.0,1.0,,,,,,,,,,,,,,,,,,,
52,nbgrader,A system for assigning and grading notebooks.,https://github.com/jupyter/nbgrader,,jupyter-extensions,23,True,jupyter/nbgrader,nbgrader,conda-forge/nbgrader,https://github.com/jupyter/nbgrader,2014-09-13 03:27:36.000000,2021-02-09 19:55:30.000000,2021-02-06 08:51:16.000000,251.0,174.0,558.0,982.0,2894.0,2019-11-07 21:56:26.000000,0.6.1,,3343.0,23.0,18.0,,78.0,https://pypi.org/project/nbgrader,BSD-3-Clause,2019-11-07 21:54:11.000000,18.0,1733.0,https://anaconda.org/conda-forge/nbgrader,2020-04-03 14:56:13.923000,78923.0,2.0,,,,,,,,,,,,,,,,,,,
53,DataLab,Interactive tools and developer experiences for Big Data on Google Cloud Platform.,https://github.com/googledatalab/datalab,,notebook-environments,23,True,googledatalab/datalab,datalab,,https://github.com/googledatalab/datalab,2014-08-06 18:37:34.000000,2020-09-09 05:30:44.000000,2020-09-09 05:30:42.000000,241.0,220.0,666.0,951.0,2053.0,2020-03-25 23:36:46.000000,1.2.0,,22199.0,18.0,12.0,,51.0,https://pypi.org/project/datalab,Apache-2.0,2020-03-25 23:36:46.000000,12.0,22199.0,,,,3.0,,,,,,,,,,,,,,,,,,,
54,watermark,"An IPython magic extension for printing date and time stamps, version numbers, and hardware information.",https://github.com/rasbt/watermark,,magic,23,True,rasbt/watermark,watermark,conda-forge/watermark,https://github.com/rasbt/watermark,2014-07-30 03:46:33.000000,2020-11-24 22:59:37.758000,2020-11-24 04:31:50.000000,60.0,13.0,26.0,483.0,70.0,2020-11-24 04:30:45.000000,2.1.0,,48279.0,19.0,944.0,882.0,14.0,https://pypi.org/project/watermark,BSD-3-Clause,2020-11-24 04:30:45.000000,62.0,45609.0,https://anaconda.org/conda-forge/watermark,2020-11-24 22:59:37.758000,138843.0,2.0,,,,,,,,,,,,,,,,,,,
55,JupyterLab Debugger,"A visual debugger for Jupyter notebooks, consoles, and source files.",https://github.com/jupyterlab/debugger,,lab-extensions,23,True,jupyterlab/debugger,,,https://github.com/jupyterlab/debugger,2019-07-19 18:19:17.000000,2021-02-03 16:39:42.376000,2020-12-14 09:10:30.000000,31.0,21.0,240.0,453.0,1170.0,2021-01-28 17:57:10.492000,3.0.5,,57527.0,71.0,18.0,18.0,11.0,,BSD-3-Clause,,,,,,,1.0,,,,,,@jupyterlab/debugger,https://www.npmjs.com/package/@jupyterlab/debugger,2021-02-03 16:39:42.376000,0.0,57527.0,,,,,,,,,
56,JupyterLab Dash,An Extension for the Interactive development of Dash apps in JupyterLab.,https://github.com/plotly/jupyterlab-dash,,lab-renderer,23,True,plotly/jupyterlab-dash,jupyterlab-dash,,https://github.com/plotly/jupyterlab-dash,2018-11-07 19:47:52.000000,2021-01-22 17:06:54.671000,2020-05-19 11:44:34.000000,82.0,23.0,8.0,406.0,41.0,2021-01-22 17:06:54.671000,0.4.0,,146713.0,10.0,102.0,101.0,7.0,https://pypi.org/project/jupyterlab-dash,MIT,2019-07-13 16:38:26.000000,1.0,647.0,,,,1.0,,,,,,jupyterlab-dash,https://www.npmjs.com/package/jupyterlab-dash,2021-01-22 17:06:54.671000,,146066.0,,,,,,,,,
57,DockerSpawner,Spawns JupyterHub single user servers in Docker containers.,https://github.com/jupyterhub/dockerspawner,,hub-spawners,23,True,jupyterhub/dockerspawner,dockerspawner,conda-forge/dockerspawner,https://github.com/jupyterhub/dockerspawner,2014-09-26 20:08:26.000000,2020-12-14 10:59:19.000000,2020-12-09 10:40:22.000000,252.0,108.0,124.0,363.0,540.0,2019-03-01 13:18:32.000000,0.11.0,,2683.0,13.0,98.0,84.0,59.0,https://pypi.org/project/dockerspawner,BSD-3-Clause,2019-04-25 09:02:42.000000,14.0,2424.0,https://anaconda.org/conda-forge/dockerspawner,2019-04-26 00:50:54.465000,6994.0,2.0,,,,,,,,,,,,,,,,,,,
58,nbviewer,nbconvert as a web service: Render Jupyter Notebooks as static web pages.,https://github.com/jupyter/nbviewer,,notebook-sharing,22,True,jupyter/nbviewer,,,https://github.com/jupyter/nbviewer,2012-08-05 11:42:33.000000,2021-02-01 12:03:17.000000,2020-12-02 09:03:55.000000,474.0,144.0,399.0,1821.0,1382.0,,,,14858.0,,5.0,5.0,83.0,,BSD-3-Clause,,,,,,,2.0,jupyter/nbviewer,https://hub.docker.com/r/jupyter/nbviewer,2020-12-02 09:25:43.416709,25.0,1515600.0,,,,,,,,,,,,,,
59,docker-python,Kaggle Python docker image.,https://github.com/Kaggle/docker-python,,notebook-environments,22,True,kaggle/docker-python,,,https://github.com/Kaggle/docker-python,2015-04-14 01:45:38.000000,2021-02-10 18:24:16.830633,2021-02-04 17:23:19.000000,672.0,16.0,233.0,1698.0,1842.0,2021-02-10 18:02:51.000000,cfb997e644c9a1aca2c537282e56ed56e90ebc74f18ec6b7d214c96fa0973b48,,2695.0,33.0,,,139.0,,Apache-2.0,,,,,,,3.0,kaggle/python,https://hub.docker.com/r/kaggle/python,2021-02-10 18:24:16.830633,149.0,188660.0,,,,,,,,,,,,,,
60,IJavascript,IJavascript is a javascript kernel for the Jupyter notebook.,https://github.com/n-riesco/ijavascript,,kernels,22,True,n-riesco/ijavascript,,,https://github.com/n-riesco/ijavascript,2015-02-02 15:46:34.000000,2020-12-02 16:36:07.000000,2020-12-02 16:32:55.000000,121.0,49.0,145.0,1498.0,323.0,2019-09-26 17:24:18.653000,5.2.0,,2336.0,32.0,80.0,42.0,14.0,,BSD-3-Clause,,,,,,,1.0,,,,,,ijavascript,https://www.npmjs.com/package/ijavascript,2019-09-26 17:24:18.653000,38.0,2336.0,,,,,,,,,
61,JupyterLab LSP,Coding assistance for JupyterLab (code navigation + hover suggestions + linters + autocompletion + rename) using..,https://github.com/krassowski/jupyterlab-lsp,,lab-extensions,22,True,krassowski/jupyterlab-lsp,,,https://github.com/krassowski/jupyterlab-lsp,2019-08-17 11:34:22.000000,2021-02-10 18:56:52.000000,2021-02-10 18:56:52.000000,49.0,99.0,184.0,737.0,1802.0,2021-02-10 13:10:16.019000,3.3.1,,17419.0,52.0,3.0,1.0,19.0,,BSD-3-Clause,,,,,,,1.0,,,,,,@krassowski/jupyterlab-lsp,https://www.npmjs.com/package/@krassowski/jupyterlab-lsp,2021-02-10 13:10:16.019000,2.0,17419.0,,,,,,,,,
62,jupyter-dash,Develop Dash apps in the Jupyter Notebook and JupyterLab.,https://github.com/plotly/jupyter-dash,,widgets,22,True,plotly/jupyter-dash,jupyter-dash,,https://github.com/plotly/jupyter-dash,2020-04-26 18:43:59.000000,2021-02-11 09:29:43.000000,2021-01-22 17:01:16.000000,88.0,24.0,13.0,426.0,119.0,2021-01-22 17:07:52.000000,0.4.0,58.0,6374.0,12.0,238.0,238.0,3.0,https://pypi.org/project/jupyter-dash,MIT,2021-01-22 17:02:58.000000,0.0,6368.0,,,,2.0,,,,,,,,,,,,,,,,,,,
63,ipycanvas,Interactive Canvas in Jupyter.,https://github.com/martinRenou/ipycanvas,,widgets,22,True,martinRenou/ipycanvas,ipycanvas,conda-forge/ipycanvas,https://github.com/martinRenou/ipycanvas,2019-07-06 12:55:29.000000,2021-01-27 07:22:28.000000,2021-01-27 07:21:28.000000,32.0,22.0,54.0,410.0,321.0,2021-01-20 17:26:18.000000,0.8.2,,3125.0,24.0,78.0,78.0,9.0,https://pypi.org/project/ipycanvas,BSD-3-Clause,2021-01-20 17:26:18.000000,0.0,2134.0,https://anaconda.org/conda-forge/ipycanvas,2021-01-20 17:56:51.201000,16863.0,2.0,,,,,,,,,,,,,,,,,,,
64,vega,IPython/Jupyter notebook module for Vega and Vega-Lite.,https://github.com/vega/ipyvega,,widgets,22,True,vega/ipyvega,vega,conda-forge/vega,https://github.com/vega/ipyvega,2015-08-04 03:22:47.000000,2021-02-04 22:17:48.000000,2021-02-04 22:17:48.000000,46.0,8.0,79.0,295.0,480.0,2020-05-15 23:40:02.000000,3.4.0,,21586.0,37.0,148.0,,9.0,https://pypi.org/project/vega,BSD-3-Clause,2020-05-15 23:40:02.000000,148.0,14767.0,https://anaconda.org/conda-forge/vega,2020-12-10 15:03:57.175000,381864.0,2.0,,,,,,,,,,,,,,,,,,,
65,ipyvuetify,Jupyter widgets based on vuetify UI components.,https://github.com/mariobuikhuizen/ipyvuetify,,widgets,22,True,mariobuikhuizen/ipyvuetify,ipyvuetify,conda-forge/ipyvuetify,https://github.com/mariobuikhuizen/ipyvuetify,2019-05-14 17:35:51.000000,2021-01-15 10:14:10.000000,2021-01-15 10:14:10.000000,24.0,42.0,57.0,174.0,190.0,2021-01-15 09:50:46.000000,1.6.1,,8694.0,42.0,10.0,4.0,10.0,https://pypi.org/project/ipyvuetify,MIT,2021-01-12 16:12:52.000000,6.0,6865.0,https://anaconda.org/conda-forge/ipyvuetify,2021-01-14 08:37:08.032000,34765.0,2.0,,,,,,,,,,,,1.0,,,,,,,
66,jupyter-console,Jupyter Terminal Console.,https://github.com/jupyter/jupyter_console,,others,22,True,jupyter/jupyter_console,jupyter-console,,https://github.com/jupyter/jupyter_console,2015-04-09 06:58:55.000000,2020-11-06 12:19:59.000000,2020-08-27 23:32:32.000000,112.0,48.0,76.0,158.0,536.0,2020-08-28 19:47:01.000000,6.2.0,,4493407.0,13.0,0.0,,52.0,https://pypi.org/project/jupyter-console,BSD-3-Clause,2020-08-28 19:47:01.000000,0.0,4493407.0,,,,3.0,,,,,,,,,,,,,,,,,,,
67,nbgitpuller,Jupyter server extension to sync a git repository one-way to a local path.,https://github.com/jupyterhub/nbgitpuller,,jupyter-extensions,22,True,jupyterhub/nbgitpuller,nbgitpuller,conda-forge/nbgitpuller,https://github.com/jupyterhub/nbgitpuller,2017-05-24 19:41:10.000000,2021-02-10 18:44:26.000000,2021-01-08 07:12:27.000000,45.0,33.0,55.0,126.0,335.0,2020-08-01 12:38:50.000000,0.9.0,,13579.0,13.0,272.0,257.0,20.0,https://pypi.org/project/nbgitpuller,BSD-3-Clause,2020-08-01 12:38:50.000000,15.0,12866.0,https://anaconda.org/conda-forge/nbgitpuller,2020-08-01 13:34:29.631000,14263.0,2.0,,,,,,,,,,,,,,,,,,,
68,ipydatawidgets,A set of widgets to help facilitate reuse of large datasets across widgets.,https://github.com/vidartf/ipydatawidgets,,widgets,22,False,vidartf/ipydatawidgets,ipydatawidgets,conda-forge/ipydatawidgets,https://github.com/vidartf/ipydatawidgets,2017-07-31 17:37:26.000000,2021-01-06 10:43:12.012000,2021-01-04 10:18:53.000000,6.0,5.0,5.0,24.0,266.0,2021-01-04 10:18:03.000000,4.2.0,,9540.0,16.0,267.0,241.0,5.0,https://pypi.org/project/ipydatawidgets,BSD-3-Clause,2021-01-04 10:18:03.000000,26.0,7325.0,https://anaconda.org/conda-forge/ipydatawidgets,2021-01-06 10:43:12.012000,70886.0,2.0,,,,,,,,,,,,,,,,,,,
69,commuter,Notebook sharing hub.,https://github.com/nteract/commuter,,notebook-sharing,21,True,nteract/commuter,,,https://github.com/nteract/commuter,2017-01-03 22:23:32.000000,2021-01-27 21:54:50.000000,2021-01-27 21:54:49.000000,540.0,47.0,38.0,5394.0,610.0,2020-07-17 00:15:20.654000,5.10.1,,158.0,70.0,3.0,3.0,27.0,,BSD-3-Clause,,,,,,,2.0,,,,,,@nteract/commuter,https://www.npmjs.com/package/@nteract/commuter,2020-07-17 00:15:20.654000,,158.0,,1.0,,,,,,,
70,Knowledge Repo,A next-generation curated knowledge sharing platform for data scientists and other technical professions.,https://github.com/airbnb/knowledge-repo,,notebook-sharing,21,True,airbnb/knowledge-repo,knowledge-repo,,https://github.com/airbnb/knowledge-repo,2016-08-17 23:32:50.000000,2021-01-20 07:28:10.000000,2021-01-20 02:55:37.000000,635.0,131.0,159.0,4642.0,573.0,2021-01-20 07:28:10.000000,0.9.0,,395.0,30.0,1.0,,57.0,https://pypi.org/project/knowledge-repo,Apache-2.0,2021-01-20 07:28:10.000000,1.0,395.0,,,,2.0,,,,,,,,,,,,,,,,,,,
71,IRkernel,R kernel for Jupyter.,https://github.com/IRkernel/IRkernel,,kernels,21,True,IRkernel/IRkernel,,r/r-irkernel,https://github.com/IRkernel/IRkernel,2014-02-26 02:57:07.000000,2021-02-10 10:22:03.000000,2021-02-10 10:22:01.000000,276.0,41.0,491.0,1400.0,577.0,2020-07-20 12:11:32.000000,1.1.1,,3943.0,15.0,,,38.0,,MIT,,,,https://anaconda.org/r/r-irkernel,2020-03-10 23:18:20.173000,27188.0,1.0,jupyter/r-notebook,https://hub.docker.com/r/jupyter/r-notebook,2021-02-08 06:59:38.519979,36.0,298625.0,,,,,,,,IRkernel,,,,,,
72,Variable Inspector,Variable Inspector extension for Jupyterlab.,https://github.com/lckr/jupyterlab-variableInspector,,lab-extensions,21,True,lckr/jupyterlab-variableInspector,,,https://github.com/lckr/jupyterlab-variableInspector,2018-06-13 18:16:02.000000,2021-01-26 15:10:11.000000,2021-01-26 15:10:10.000000,69.0,34.0,105.0,729.0,159.0,2021-01-20 16:38:35.000000,3.0.6,,18203.0,7.0,3.0,3.0,16.0,,BSD-3-Clause,,,,,,,2.0,,,,,,@lckr/jupyterlab_variableinspector,https://www.npmjs.com/package/@lckr/jupyterlab_variableinspector,2020-05-29 14:50:45.861000,,18203.0,,,,,,,,,
73,gmaps,Google maps for Jupyter notebooks.,https://github.com/pbugnion/gmaps,,widgets,21,False,pbugnion/gmaps,gmaps,conda-forge/gmaps,https://github.com/pbugnion/gmaps,2014-12-01 09:12:06.000000,2020-10-13 07:09:18.000000,2019-07-22 06:22:45.000000,141.0,63.0,135.0,699.0,1380.0,2019-07-21 08:49:48.715000,0.9.0,,9171.0,93.0,38.0,1.0,16.0,https://pypi.org/project/gmaps,BSD-3-Clause,2019-07-20 07:47:04.000000,37.0,3101.0,https://anaconda.org/conda-forge/gmaps,2019-08-02 11:56:50.940000,205139.0,2.0,,,,,,jupyter-gmaps,https://www.npmjs.com/package/jupyter-gmaps,2019-07-21 08:49:48.715000,,1512.0,,,,,,,,,
74,Apache Toree,Jupyter kernel for Apache Spark.,https://github.com/apache/incubator-toree,,kernels,21,True,apache/incubator-toree,toree,,https://github.com/apache/incubator-toree,2016-01-07 08:00:06.000000,2020-09-28 04:37:49.000000,2020-08-23 17:51:13.000000,213.0,12.0,,663.0,1128.0,2018-11-12 20:46:34.000000,0.3.0,,4918.0,13.0,9.0,,101.0,https://pypi.org/project/toree,Apache-2.0,2020-08-01 16:46:23.000000,9.0,4918.0,,,,1.0,,,,,,,,,,,,,,,,,,,
75,Stencila,Living documents for reproducible research.,https://github.com/stencila/stencila,,notebook-sharing,21,True,stencila/stencila,,,https://github.com/stencila/stencila,2012-05-31 02:43:31.000000,2021-02-10 21:05:24.000000,2021-02-03 02:00:35.000000,37.0,10.0,445.0,583.0,2672.0,2020-11-06 15:20:07.000000,0.34.3,1163.0,470.0,75.0,21.0,13.0,19.0,,Apache-2.0,,,,,,,2.0,stencila/cloud,https://hub.docker.com/r/stencila/cloud,2019-04-08 04:14:51.284193,,16458.0,stencila,https://www.npmjs.com/package/stencila,2020-11-06 15:20:04.059000,8.0,300.0,,,,,,,,,
76,Code Formatter,A universal code formatter for JupyterLab.,https://github.com/ryantam626/jupyterlab_code_formatter,,lab-extensions,21,True,ryantam626/jupyterlab_code_formatter,jupyterlab_code_formatter,,https://github.com/ryantam626/jupyterlab_code_formatter,2018-08-12 20:50:17.000000,2021-02-03 16:10:36.000000,2021-01-31 17:05:53.000000,34.0,13.0,106.0,396.0,327.0,2021-01-31 17:06:27.957000,1.4.3,,33602.0,47.0,2.0,,28.0,https://pypi.org/project/jupyterlab_code_formatter,MIT,2021-01-31 17:06:58.000000,2.0,17088.0,,,,2.0,,,,,,@ryantam626/jupyterlab_code_formatter,https://www.npmjs.com/package/@ryantam626/jupyterlab_code_formatter,2021-01-31 17:06:27.957000,,16514.0,,,,,,,,,
77,ipysheet,Jupyter handsontable integration.,https://github.com/QuantStack/ipysheet,,widgets,21,True,QuantStack/ipysheet,ipysheet,conda-forge/ipysheet,https://github.com/QuantStack/ipysheet,2017-07-10 13:46:31.000000,2021-01-29 19:07:38.000000,2020-04-30 08:50:34.000000,51.0,56.0,46.0,386.0,282.0,2020-04-30 08:53:17.000000,0.4.4,,9028.0,21.0,12.0,3.0,8.0,https://pypi.org/project/ipysheet,MIT,2020-04-30 08:53:17.000000,9.0,3684.0,https://anaconda.org/conda-forge/ipysheet,2020-10-12 16:07:52.593000,27940.0,2.0,,,,,,ipysheet,https://www.npmjs.com/package/ipysheet,2020-04-30 08:49:24.146000,,4227.0,,,,,,,,,
78,Appmode,A Jupyter extensions that turns notebooks into web applications.,https://github.com/oschuett/appmode,,jupyter-extensions,21,True,oschuett/appmode,appmode,conda-forge/appmode,https://github.com/oschuett/appmode,2017-03-17 13:33:53.000000,2021-01-24 17:12:41.412000,2020-06-09 08:15:17.000000,59.0,4.0,46.0,354.0,95.0,2020-06-09 08:23:50.000000,0.8.0,,4613.0,16.0,268.0,249.0,8.0,https://pypi.org/project/appmode,MIT,2020-06-09 08:23:50.000000,19.0,2037.0,https://anaconda.org/conda-forge/appmode,2021-01-24 17:12:41.412000,100495.0,2.0,,,,,,,,,,,,,,,,,,,
79,Resource Usage,Jupyter Notebook Extension for monitoring your own Resource Usage.,https://github.com/jupyter-server/jupyter-resource-usage,,jupyter-extensions,21,True,jupyter-server/jupyter-resource-usage,jupyter-resource-usage,conda-forge/nbresuse,https://github.com/jupyter-server/jupyter-resource-usage,2016-04-22 07:01:34.000000,2020-12-21 20:18:59.000000,2020-12-21 20:18:58.000000,50.0,25.0,22.0,208.0,131.0,2020-12-18 20:29:35.000000,0.5.1,,18015.0,4.0,11.0,11.0,13.0,https://pypi.org/project/jupyter-resource-usage,BSD-2-Clause,2020-12-17 14:08:27.000000,,1363.0,https://anaconda.org/conda-forge/nbresuse,2020-11-23 11:22:25.946000,183174.0,2.0,,,,,,,,,,,,1.0,,,,,,,
80,sos,SoS workflow system for daily data analysis.,https://github.com/vatlab/sos,,notebook-environments,21,True,vatlab/SOS,,,https://github.com/vatlab/sos,2016-02-13 00:46:46.000000,2021-02-05 23:38:09.000000,2021-02-05 23:38:02.000000,25.0,49.0,1350.0,193.0,7495.0,2019-05-21 01:06:30.000000,0.9.11,,,51.0,447.0,447.0,33.0,,BSD-3-Clause,,,,,,,3.0,,,,,,,,,,,,,,,,,,,
