,name,description,homepage,resource,category,projectrank,show,github_id,pypi_id,conda_id,github_url,created_at,updated_at,last_commit_pushed_at,fork_count,open_issue_count,closed_issue_count,star_count,commit_count,latest_stable_release_published_at,latest_stable_release_number,github_release_downloads,monthly_downloads,release_count,dependent_project_count,github_dependent_project_count,contributor_count,pypi_url,license,pypi_latest_release_published_at,pypi_dependent_project_count,pypi_monthly_downloads,conda_url,conda_latest_release_published_at,conda_total_downloads,projectrank_placing,dockerhub_id,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_stars,dockerhub_pulls,conda_dependent_project_count,npm_id,npm_url,npm_latest_release_published_at,npm_dependent_project_count,npm_monthly_downloads,trending,go_id,cran_id,gem_id,pypi,hex_id,bitbucket_id
95,ML Workspace,All-in-one web-based IDE specialized for machine learning and data science.,https://github.com/ml-tooling/ml-workspace,,notebook-environments,20,True,ml-tooling/ml-workspace,,,https://github.com/ml-tooling/ml-workspace,2019-05-27 16:55:15.000000,2021-07-13 22:12:59.000000,2021-07-13 22:08:40.000000,275.0,15.0,62.0,2133.0,,2021-07-13 22:12:59.000000,0.13.2,,17565.0,4.0,,,9.0,,Apache-2.0,,,,,,,3.0,mltooling/ml-workspace,https://hub.docker.com/r/mltooling/ml-workspace,2021-07-13 16:32:15.225256,20.0,474269.0,,,,,,,,,,,,,
96,pyforest,pyforest - feel the bliss of automated imports.,https://github.com/8080labs/pyforest,,jupyter-extensions,20,True,8080labs/pyforest,pyforest,,https://github.com/8080labs/pyforest,2019-08-12 07:35:46.000000,2021-07-12 20:54:11.000000,2021-06-14 15:04:41.000000,175.0,13.0,13.0,908.0,196.0,2021-06-14 15:07:13.000000,1.1.0,,4720.0,10.0,0.0,,13.0,https://pypi.org/project/pyforest,MIT,2021-06-14 15:07:13.000000,0.0,4720.0,,,,2.0,,,,,,,,,,,,,,,,,,
97,notedown,Markdown = IPython Notebook.,https://github.com/aaren/notedown,,notebook-sharing,20,False,aaren/notedown,notedown,conda-forge/notedown,https://github.com/aaren/notedown,2014-02-17 17:28:59.000000,2021-03-10 10:08:52.000000,2017-11-16 19:29:56.000000,87.0,39.0,29.0,774.0,264.0,2017-11-16 17:59:43.000000,1.5.1,,5337.0,26.0,176.0,128.0,7.0,https://pypi.org/project/notedown,BSD-2-Clause,2017-11-16 17:59:43.000000,48.0,4494.0,https://anaconda.org/conda-forge/notedown,2018-06-07 01:28:24.567000,32066.0,3.0,,,,,,,,,,,,,,,,,,
98,JupyterLab Dash,An Extension for the Interactive development of Dash apps in JupyterLab.,https://github.com/plotly/jupyterlab-dash,,lab-renderer,20,False,plotly/jupyterlab-dash,jupyterlab-dash,,https://github.com/plotly/jupyterlab-dash,2018-11-07 19:47:52.000000,2021-01-22 17:06:54.671000,2020-05-19 11:44:34.000000,134.0,22.0,8.0,511.0,41.0,2021-01-22 17:06:54.671000,0.4.0,,14260.0,10.0,133.0,132.0,7.0,https://pypi.org/project/jupyterlab-dash,MIT,2019-07-13 16:38:26.000000,1.0,1459.0,,,,2.0,,,,,,,jupyterlab-dash,https://www.npmjs.com/package/jupyterlab-dash,2021-01-22 17:06:54.671000,,12801.0,,,,,,,
99,JupyterLab Latex,JupyterLab extension for live editing of LaTeX documents.,https://github.com/jupyterlab/jupyterlab-latex,,lab-renderer,20,True,jupyterlab/jupyterlab-latex,jupyterlab_latex,,https://github.com/jupyterlab/jupyterlab-latex,2017-10-24 02:12:37.000000,2021-08-10 23:17:53.000000,2021-07-14 22:24:46.000000,59.0,49.0,30.0,491.0,347.0,2021-07-06 17:15:27.404000,3.0.0,,3332.0,16.0,3.0,2.0,20.0,https://pypi.org/project/jupyterlab_latex,BSD-3-Clause,2021-07-07 16:25:27.000000,1.0,952.0,,,,2.0,,,,,,,@jupyterlab/latex,https://www.npmjs.com/package/@jupyterlab/latex,2021-07-06 17:15:27.404000,,2380.0,,,,,,,
100,nbtutor,Visualize Python code execution (line-by-line) in Jupyter Notebook cells.,https://github.com/lgpage/nbtutor,,widgets,20,True,lgpage/nbtutor,,conda-forge/nbtutor,https://github.com/lgpage/nbtutor,2016-11-07 14:08:25.000000,2021-07-29 16:32:46.000000,2021-07-29 16:32:39.000000,33.0,18.0,13.0,388.0,177.0,2016-12-23 12:20:44.000000,1.0.4,,1536.0,2.0,21.0,21.0,3.0,,BSD-3-Clause,,,,https://anaconda.org/conda-forge/nbtutor,2020-10-15 14:07:05.970000,86064.0,3.0,,,,,,,,,,,,,,,,,,
101,itkwidgets,"Interactive Jupyter widgets to visualize images, point sets, and meshes in 2D and 3D.",https://github.com/InsightSoftwareConsortium/itkwidgets,,widgets,20,True,InsightSoftwareConsortium/itkwidgets,itkwidgets,,https://github.com/InsightSoftwareConsortium/itkwidgets,2018-02-15 01:43:39.000000,2021-08-11 03:06:15.000000,2021-07-16 16:45:48.000000,48.0,68.0,97.0,377.0,869.0,2021-05-14 15:18:42.716000,0.32.1,64.0,6533.0,64.0,4.0,,19.0,https://pypi.org/project/itkwidgets,Apache-2.0,2021-05-14 15:16:38.000000,4.0,4792.0,,,,3.0,,,,,,,itkwidgets,https://www.npmjs.com/package/itkwidgets,2021-05-14 15:18:42.716000,,1738.0,,,,,,,
102,Appmode,A Jupyter extensions that turns notebooks into web applications.,https://github.com/oschuett/appmode,,jupyter-extensions,20,True,oschuett/appmode,appmode,conda-forge/appmode,https://github.com/oschuett/appmode,2017-03-17 13:33:53.000000,2021-04-26 19:20:13.000000,2021-04-26 19:20:06.000000,63.0,3.0,49.0,374.0,96.0,2020-06-09 08:23:50.000000,0.8.0,,5999.0,16.0,308.0,270.0,8.0,https://pypi.org/project/appmode,MIT,2020-06-09 08:23:50.000000,38.0,3165.0,https://anaconda.org/conda-forge/appmode,2021-01-24 17:12:41.412000,127556.0,2.0,,,,,,,,,,,,,,,,,,
103,pick,Customize your kernels on Launch!.,https://github.com/nteract/pick,,magic,20,True,nteract/pick,pick,,https://github.com/nteract/pick,2020-04-08 23:47:09.000000,2021-07-23 05:39:29.000000,2020-11-04 01:10:24.000000,37.0,4.0,5.0,326.0,,2020-08-17 02:44:36.000000,1.0.0,,38109.0,15.0,104.0,,5.0,https://pypi.org/project/pick,BSD-3-Clause,2020-08-17 02:44:36.000000,104.0,38109.0,,,,2.0,,,,,,,,,,,,,,,,,,
104,xeus-python,Jupyter kernel for the Python programming language.,https://github.com/jupyter-xeus/xeus-python,,kernels,20,True,jupyter-xeus/xeus-python,xeus-python,conda-forge/xeus-python,https://github.com/jupyter-xeus/xeus-python,2018-10-12 13:18:30.000000,2021-08-12 12:31:15.000000,2021-06-25 08:27:59.000000,51.0,55.0,99.0,295.0,685.0,2021-05-27 14:27:40.000000,0.12.4,,32632.0,60.0,0.0,,16.0,https://pypi.org/project/xeus-python,BSD-3-Clause,2021-06-23 20:47:25.000000,0.0,9334.0,https://anaconda.org/conda-forge/xeus-python,2021-06-25 09:54:17.687000,745549.0,2.0,,,,,,,,,,,,,,,,,,
105,nbinteract,Create interactive webpages from Jupyter Notebooks.,https://github.com/SamLau95/nbinteract,,notebook-sharing,20,True,SamLau95/nbinteract,nbinteract,,https://github.com/SamLau95/nbinteract,2017-08-31 00:16:20.000000,2021-08-12 03:19:42.000000,2021-04-15 20:39:36.000000,21.0,43.0,41.0,202.0,590.0,2021-01-05 06:47:54.000000,0.2.6,,1541.0,37.0,38.0,1.0,8.0,https://pypi.org/project/nbinteract,BSD-3-Clause,2021-01-05 06:47:54.000000,37.0,1541.0,,,,3.0,,,,,,,,,,,,,,,,,,
106,ipytest,Pytest in IPython notebooks.,https://github.com/chmp/ipytest,,notebook-tools,20,True,chmp/ipytest,ipytest,,https://github.com/chmp/ipytest,2016-02-07 20:24:41.000000,2021-07-28 17:52:52.000000,2021-07-28 17:34:15.000000,14.0,2.0,41.0,159.0,,2021-07-28 17:34:35.000000,0.11.0,,14096.0,28.0,127.0,105.0,4.0,https://pypi.org/project/ipytest,MIT,2021-07-28 17:34:35.000000,22.0,14096.0,,,,3.0,,,,,,,,,,,,,,,,,,
107,Spylon Kernel,Jupyter kernel for scala and spark.,https://github.com/vericast/spylon-kernel,,kernels,20,False,vericast/spylon-kernel,spylon-kernel,conda-forge/spylon-kernel,https://github.com/vericast/spylon-kernel,2016-11-21 02:23:14.000000,2021-06-10 08:02:43.000000,2018-09-20 15:43:57.000000,23.0,16.0,18.0,136.0,188.0,2018-03-23 20:36:58.000000,0.4.1,,5941.0,14.0,63.0,63.0,6.0,https://pypi.org/project/spylon-kernel,BSD-3-Clause,2018-03-23 20:36:58.000000,,4601.0,https://anaconda.org/conda-forge/spylon-kernel,2018-10-05 21:02:27.447000,72379.0,2.0,,,,,,,,,,,,,,,,,,
108,BatchSpawner,Custom Spawner for Jupyterhub to start servers in batch scheduled systems.,https://github.com/jupyterhub/batchspawner,,hub-spawners,20,True,jupyterhub/batchspawner,batchspawner,,https://github.com/jupyterhub/batchspawner,2015-10-27 03:53:10.000000,2021-08-09 01:17:36.000000,2021-05-05 12:02:36.000000,94.0,42.0,70.0,125.0,327.0,2021-04-07 15:14:58.000000,1.1.0,,531.0,9.0,10.0,10.0,38.0,https://pypi.org/project/batchspawner,BSD-3-Clause,2021-04-07 15:14:58.000000,0.0,531.0,,,,2.0,,,,,,,,,,,,,,,,,,
109,Darcula Theme,A handsome Darcula theme for Jupyterlab. The first jlab theme to include dark scrollbars.,https://github.com/telamonian/theme-darcula,,lab-themes,20,True,telamonian/theme-darcula,,,https://github.com/telamonian/theme-darcula,2019-01-21 04:39:42.000000,2021-08-12 09:40:35.000000,2021-07-19 14:32:24.000000,23.0,7.0,14.0,111.0,101.0,2021-06-20 13:30:25.566000,3.0.1,,3921.0,10.0,73.0,73.0,7.0,,BSD-3-Clause,,,,,,,1.0,,,,,,,@telamonian/theme-darcula,https://www.npmjs.com/package/@telamonian/theme-darcula,2021-06-20 13:30:25.566000,,3921.0,,,,,,,
110,jupyter-packaging,Tools to help build and install Jupyter Python packages.,https://github.com/jupyter/jupyter-packaging,,components,20,True,jupyter/jupyter-packaging,jupyter-packaging,conda-forge/jupyter-packaging,https://github.com/jupyter/jupyter-packaging,2017-03-04 19:38:49.000000,2021-07-30 17:39:51.000000,2021-07-30 17:39:50.000000,36.0,7.0,18.0,33.0,276.0,2021-07-06 16:30:07.000000,0.10.4,,256481.0,31.0,2.0,,18.0,https://pypi.org/project/jupyter-packaging,BSD-3-Clause,2021-07-06 16:30:01.000000,2.0,245417.0,https://anaconda.org/conda-forge/jupyter-packaging,2021-07-06 19:15:11.366000,165963.0,3.0,,,,,,,,,,,,,,,,,,
111,ipydatawidgets,A set of widgets to help facilitate reuse of large datasets across widgets.,https://github.com/vidartf/ipydatawidgets,,widgets,20,True,vidartf/ipydatawidgets,ipydatawidgets,conda-forge/ipydatawidgets,https://github.com/vidartf/ipydatawidgets,2017-07-31 17:37:26.000000,2021-01-06 10:43:12.012000,2021-01-04 10:18:53.000000,7.0,3.0,5.0,25.0,266.0,2021-01-04 10:18:03.000000,4.2.0,,45375.0,16.0,376.0,350.0,5.0,https://pypi.org/project/ipydatawidgets,BSD-3-Clause,2021-01-04 10:18:03.000000,26.0,42777.0,https://anaconda.org/conda-forge/ipydatawidgets,2021-01-06 10:43:12.012000,98748.0,3.0,,,,,,,,,,,,,,,,,,
112,xeus-cling,Jupyter kernel for the C++ programming language.,https://github.com/jupyter-xeus/xeus-cling,,kernels,19,True,jupyter-xeus/xeus-cling,,conda-forge/xeus-cling,https://github.com/jupyter-xeus/xeus-cling,2017-04-20 15:35:44.000000,2021-06-23 14:52:15.000000,2021-06-23 14:52:14.000000,199.0,116.0,111.0,1908.0,465.0,,,,3498.0,14.0,,,19.0,,BSD-3-Clause,,,,https://anaconda.org/conda-forge/xeus-cling,2021-03-16 17:18:48.868000,111967.0,2.0,,,,,,,,,,,,,,,,,,
113,docker-python,Kaggle Python docker image.,https://github.com/Kaggle/docker-python,,notebook-environments,19,True,kaggle/docker-python,,,https://github.com/Kaggle/docker-python,2015-04-14 01:45:38.000000,2021-08-11 14:54:32.490855,2021-08-04 16:25:28.000000,755.0,18.0,255.0,1881.0,,2021-08-11 14:20:10.000000,87e44a28c0a0a91ea1b9beacb03fa876e0333ff05f677e253361d15248c37263,,2508.0,45.0,,,142.0,,Apache-2.0,,,,,,,3.0,kaggle/python,https://hub.docker.com/r/kaggle/python,2021-08-11 14:54:32.490855,155.0,190630.0,,,,,,,,,,,,,
114,almond,A Scala kernel for Jupyter.,https://github.com/almond-sh/almond,,kernels,19,True,almond-sh/almond,,,https://github.com/almond-sh/almond,2015-03-10 22:48:50.000000,2021-08-10 19:59:59.000000,2021-08-01 15:29:19.000000,202.0,110.0,188.0,1388.0,970.0,,,1133.0,157.0,37.0,,,34.0,,BSD-3-Clause,,,,,,,2.0,almondsh/almond,https://hub.docker.com/r/almondsh/almond,2021-04-01 10:48:08.962440,6.0,9708.0,,,,,,,,,,,,,
115,IRuby,Official gem repository: Ruby kernel for Jupyter/IPython Notebook.,https://github.com/SciRuby/iruby,,kernels,19,True,SciRuby/iruby,,,https://github.com/SciRuby/iruby,2015-03-03 18:05:50.000000,2021-07-20 01:48:20.000000,2021-07-20 01:48:01.000000,7.0,42.0,138.0,639.0,684.0,2021-06-22 17:12:14.000000,0.7.2,15.0,16.0,8.0,147.0,147.0,44.0,,MIT,,,,,,,2.0,rubydata/datascience-notebook,https://hub.docker.com/r/rubydata/datascience-notebook,2021-05-28 09:43:26.289926,3.0,1250.0,,,,,,,,,,iruby,,,
116,What-If Tool,Source code/webpage/demos for the What-If Tool.,https://github.com/PAIR-code/what-if-tool,,widgets,19,True,PAIR-code/what-if-tool,witwidget,,https://github.com/PAIR-code/what-if-tool,2018-09-07 20:26:10.000000,2021-08-11 19:34:07.000000,2021-03-17 12:46:20.000000,108.0,40.0,42.0,563.0,319.0,2021-01-19 14:40:37.214000,1.8.0,,12301.0,38.0,0.0,,19.0,https://pypi.org/project/witwidget,Apache-2.0,2021-01-19 14:40:21.000000,0.0,10253.0,,,,3.0,,,,,,,wit-widget,https://www.npmjs.com/package/wit-widget,2021-01-19 14:40:37.214000,,2048.0,,,,,,,
117,Enterprise Gateway,"A lightweight, multi-tenant, scalable and secure gateway that enables Jupyter Notebooks to share resources across..",https://github.com/jupyter/enterprise_gateway,,kernels,19,True,jupyter/enterprise_gateway,jupyter_enterprise_gateway,,https://github.com/jupyter/enterprise_gateway,2017-04-21 16:05:14.000000,2021-08-12 11:26:32.000000,2021-08-04 21:58:23.000000,149.0,89.0,391.0,446.0,1093.0,2021-02-16 22:52:25.000000,2.5.0,10375.0,927.0,26.0,1.0,,82.0,https://pypi.org/project/jupyter_enterprise_gateway,BSD-3-Clause,2020-04-27 23:19:05.000000,1.0,702.0,,,,2.0,,,,,,,,,,,,,,,,,,
118,Octave Kernel,An Octave kernel for IPython.,https://github.com/Calysto/octave_kernel,,kernels,19,False,calysto/octave_kernel,octave_kernel,,https://github.com/Calysto/octave_kernel,2014-07-31 01:59:06.000000,2020-05-23 09:47:50.000000,2020-05-23 09:47:43.000000,54.0,31.0,131.0,380.0,347.0,2018-06-11 13:11:15.000000,0.28.4,,21396.0,97.0,5.0,,16.0,https://pypi.org/project/octave_kernel,BSD-3-Clause,2018-06-11 13:11:15.000000,5.0,21396.0,,,,2.0,,,,,,,,,,,,,,,,,,
119,JupyterLab GitHub,GitHub integration for JupyterLab.,https://github.com/jupyterlab/jupyterlab-github,,lab-extensions,19,False,jupyterlab/jupyterlab-github,jupyterlab-github,,https://github.com/jupyterlab/jupyterlab-github,2017-10-15 17:18:11.000000,2021-08-10 23:18:25.000000,2020-03-04 03:38:48.000000,72.0,23.0,34.0,293.0,192.0,2020-03-04 03:40:19.000000,2.0.0,,2455.0,21.0,4.0,2.0,12.0,https://pypi.org/project/jupyterlab-github,BSD-3-Clause,2020-03-04 03:40:19.000000,2.0,513.0,,,,2.0,,,,,,,@jupyterlab/github,https://www.npmjs.com/package/@jupyterlab/github,2020-03-04 03:39:30.578000,,1942.0,,,,,,,
120,nbQA,Run any standard Python code quality tool on a Jupyter Notebook.,https://github.com/nbQA-dev/nbQA,,notebook-tools,19,True,nbQA-dev/nbQA,nbqa,,https://github.com/nbQA-dev/nbQA,2020-07-11 15:30:54.000000,2021-08-09 17:14:02.000000,2021-08-09 17:13:59.000000,17.0,4.0,223.0,267.0,551.0,2021-08-01 08:23:48.000000,1.1.0,,12893.0,70.0,0.0,,20.0,https://pypi.org/project/nbqa,MIT,2021-08-01 08:23:48.000000,0.0,12893.0,,,,3.0,,,,,,,,,,,,,,,,,,
121,responsible-ai-widgets,"This project provides responsible AI user interfaces for Fairlearn, interpret-community, and Error Analysis, as well..",https://github.com/microsoft/responsible-ai-widgets,,widgets,19,True,microsoft/responsible-ai-widgets,raiwidgets,,https://github.com/microsoft/responsible-ai-widgets,2020-07-06 20:46:53.000000,2021-08-12 07:11:01.000000,2021-08-12 07:10:59.000000,62.0,88.0,108.0,239.0,,2021-07-29 22:31:22.000000,0.9.2,,3828.0,20.0,14.0,14.0,16.0,https://pypi.org/project/raiwidgets,MIT,2021-07-29 22:31:22.000000,0.0,3828.0,,,,3.0,,,,,,,,,,,,,,,,,,
122,scrapbook,A library for recording and reading data in notebooks.,https://github.com/nteract/scrapbook,,notebook-sharing,19,True,nteract/scrapbook,nteract-scrapbook,,https://github.com/nteract/scrapbook,2018-10-22 04:17:04.000000,2021-05-07 07:52:57.000000,2021-04-28 06:36:37.000000,23.0,24.0,25.0,218.0,,2021-01-06 19:12:18.000000,0.4.2,,33706.0,7.0,72.0,52.0,11.0,https://pypi.org/project/nteract-scrapbook,BSD-3-Clause,2021-01-06 19:12:18.000000,20.0,33706.0,,,,3.0,,,,,,,,,,,,-2.0,,,,,,
123,JupyterLab System Monitor,JupyterLab extension to display system metrics.,https://github.com/jtpio/jupyterlab-system-monitor,,lab-extensions,19,True,jtpio/jupyterlab-system-monitor,,,https://github.com/jtpio/jupyterlab-system-monitor,2019-07-13 12:31:51.000000,2021-08-12 06:10:13.000000,2021-06-17 17:55:43.000000,22.0,13.0,16.0,194.0,,2021-02-04 22:39:49.000000,0.8.0,,9805.0,20.0,16.0,16.0,5.0,,BSD-3-Clause,,,,,,,2.0,,,,,,,jupyterlab-system-monitor,https://www.npmjs.com/package/jupyterlab-system-monitor,2020-11-23 15:30:52.408000,,9805.0,,,,,,,
124,HTTP-over-WebSocket,Jupyter support for HTTP-over-ws.,https://github.com/googlecolab/jupyter_http_over_ws,,jupyter-extensions,19,True,googlecolab/jupyter_http_over_ws,jupyter_http_over_ws,,https://github.com/googlecolab/jupyter_http_over_ws,2018-03-26 22:52:45.000000,2021-01-08 04:19:39.000000,2021-01-08 04:19:33.000000,32.0,18.0,7.0,185.0,29.0,2020-03-12 16:09:39.000000,0.0.8,,12407.0,10.0,26.0,,3.0,https://pypi.org/project/jupyter_http_over_ws,Apache-2.0,2020-03-12 16:09:39.000000,26.0,12407.0,,,,2.0,,,,,,,,,,,,,,,,,,
125,JupyterLab SideCar,A sidecar output widget for JupyterLab.,https://github.com/jupyter-widgets/jupyterlab-sidecar,,lab-extensions,19,True,jupyter-widgets/jupyterlab-sidecar,sidecar,,https://github.com/jupyter-widgets/jupyterlab-sidecar,2018-03-26 09:23:58.000000,2021-08-03 19:43:27.000000,2021-07-04 21:12:58.000000,34.0,20.0,10.0,180.0,69.0,2021-07-05 14:42:11.336000,0.6.1,,2966.0,7.0,7.0,3.0,13.0,https://pypi.org/project/sidecar,BSD-3-Clause,2021-01-15 16:35:10.000000,4.0,1701.0,,,,2.0,,,,,,,@jupyter-widgets/jupyterlab-sidecar,https://www.npmjs.com/package/@jupyter-widgets/jupyterlab-sidecar,2021-07-05 14:42:11.336000,,1265.0,,,,,,,
126,IJulia.jl,Julia kernel for Jupyter.,https://github.com/JuliaLang/IJulia.jl,,kernels,18,True,JuliaLang/IJulia.jl,,,https://github.com/JuliaLang/IJulia.jl,2013-03-05 18:20:21.000000,2021-07-27 23:03:52.000000,2021-06-10 20:32:30.000000,357.0,93.0,674.0,2294.0,700.0,2021-02-24 00:04:46.000000,1.23.2,,,41.0,,,100.0,,MIT,,,,,,,3.0,,,,,,,,,,,,,,,,,,
127,BinderHub,"Run your code in the cloud, with technology so advanced, it feels like magic!.",https://github.com/jupyterhub/binderhub,,notebook-sharing,18,True,jupyterhub/binderhub,,,https://github.com/jupyterhub/binderhub,2017-04-26 00:28:26.000000,2021-08-11 15:06:05.000000,2021-08-11 15:06:05.000000,296.0,280.0,348.0,1965.0,2380.0,,,,,1.0,5.0,5.0,77.0,,BSD-3-Clause,,,,,,,3.0,,,,,,,,,,,,,,,,binderhub,,
128,Bash Kernel,A bash kernel for IPython.,https://github.com/takluyver/bash_kernel,,kernels,18,False,takluyver/bash_kernel,bash_kernel,,https://github.com/takluyver/bash_kernel,2014-06-27 00:27:25.000000,2020-01-27 10:39:24.000000,2019-07-22 16:06:53.000000,109.0,36.0,53.0,557.0,86.0,2019-07-22 16:07:09.000000,0.7.2,2837.0,4792.0,10.0,42.0,,13.0,https://pypi.org/project/bash_kernel,BSD-3-Clause,2019-07-22 16:07:09.000000,42.0,4748.0,,,,3.0,,,,,,,,,,,,,,,,,,
129,jupyter-notify,A Jupyter Notebook magic for browser notifications of cell completion.,https://github.com/ShopRunner/jupyter-notify,,magic,18,True,ShopRunner/jupyter-notify,jupyternotify,,https://github.com/ShopRunner/jupyter-notify,2017-06-01 14:08:55.000000,2021-04-27 16:57:08.000000,2021-04-27 14:56:38.000000,33.0,10.0,11.0,532.0,,2018-01-08 14:52:15.000000,0.1.15,,1339.0,14.0,70.0,68.0,11.0,https://pypi.org/project/jupyternotify,BSD-3-Clause,2018-01-08 14:52:15.000000,2.0,1339.0,,,,2.0,,,,,,,,,,,,,,,,,,
130,Ansible Kernel,Jupyter Notebook Kernel for running Ansible Tasks and Playbooks.,https://github.com/ansible/ansible-jupyter-kernel,,kernels,18,True,ansible/ansible-jupyter-kernel,ansible-kernel,conda-forge/ansible-kernel,https://github.com/ansible/ansible-jupyter-kernel,2018-06-26 14:28:02.000000,2021-03-05 18:39:25.000000,2021-03-05 18:39:24.000000,45.0,12.0,29.0,468.0,208.0,2018-12-12 18:30:14.000000,0.9.0,,2280.0,10.0,8.0,8.0,9.0,https://pypi.org/project/ansible-kernel,Apache-2.0,2018-12-12 18:30:14.000000,,236.0,https://anaconda.org/conda-forge/ansible-kernel,2020-01-14 12:34:24.230000,7756.0,3.0,benthomasson/ansible-jupyter-kernel,https://hub.docker.com/r/benthomasson/ansible-jupyter-kernel,2018-12-12 18:42:31.528778,2.0,66370.0,,,,,,,,,,,,,
131,jupyter-tensorboard,Start Tensorboard in Jupyter Notebook.,https://github.com/lspvic/jupyter_tensorboard,,jupyter-extensions,18,False,lspvic/jupyter_tensorboard,jupyter-tensorboard,,https://github.com/lspvic/jupyter_tensorboard,2017-08-22 08:05:13.000000,2021-02-25 23:36:10.000000,2020-02-16 06:42:48.000000,69.0,41.0,28.0,451.0,69.0,2020-02-16 07:15:03.000000,0.2.0,,2837.0,19.0,31.0,,4.0,https://pypi.org/project/jupyter-tensorboard,MIT,2020-02-16 07:15:03.000000,31.0,2837.0,,,,3.0,,,,,,,,,,,,,,,,,,
132,GPU Dashboards,A JupyterLab extension for displaying dashboards of GPU usage.,https://github.com/rapidsai/jupyterlab-nvdashboard,,lab-extensions,18,True,rapidsai/jupyterlab-nvdashboard,jupyterlab-nvdashboard,,https://github.com/rapidsai/jupyterlab-nvdashboard,2019-08-12 15:22:10.000000,2021-08-04 03:34:09.000000,2021-07-06 14:40:43.000000,46.0,22.0,28.0,407.0,,2021-05-25 18:05:21.000000,0.6.0,,11156.0,96.0,,,15.0,https://pypi.org/project/jupyterlab-nvdashboard,BSD-3-Clause,2021-07-27 07:50:42.000000,,2885.0,,,,2.0,,,,,,,jupyterlab-nvdashboard,https://www.npmjs.com/package/jupyterlab-nvdashboard,2021-04-27 07:19:46.929000,,8271.0,,,,,,,
133,JupyterLab Google Drive,Cloud storage for JupyterLab using Google Drive.,https://github.com/jupyterlab/jupyterlab-google-drive,,lab-extensions,18,True,jupyterlab/jupyterlab-google-drive,,,https://github.com/jupyterlab/jupyterlab-google-drive,2016-12-17 01:40:45.000000,2021-08-10 23:33:48.000000,2021-08-10 23:33:46.000000,66.0,29.0,65.0,345.0,513.0,2020-05-27 00:10:19.202000,2.0.0,,1411.0,32.0,2.0,2.0,14.0,,BSD-3-Clause,,,,,,,2.0,,,,,,,@jupyterlab/google-drive,https://www.npmjs.com/package/@jupyterlab/google-drive,2020-05-27 00:10:19.202000,,1411.0,,,,,,,
134,treon,Easy to use test framework for Jupyter Notebooks.,https://github.com/ReviewNB/treon,,notebook-tools,18,True,ReviewNB/treon,treon,,https://github.com/ReviewNB/treon,2019-03-29 15:02:35.000000,2020-10-08 09:00:07.000000,2020-10-08 09:00:06.000000,22.0,2.0,9.0,268.0,56.0,2019-11-28 16:00:27.000000,0.1.3,,2483.0,4.0,36.0,34.0,4.0,https://pypi.org/project/treon,MIT,2019-11-28 16:00:27.000000,2.0,2483.0,,,,3.0,,,,,,,,,,,,,,,,,,
135,LFortran,Official mirror of https://gitlab.com/lfortran/lfortran. Please submit pull requests (PR) there. Any PR sent here will..,https://github.com/lfortran/lfortran,,kernels,18,True,lfortran/lfortran,lfortran,conda-forge/lfortran,https://github.com/lfortran/lfortran,2019-03-24 13:22:20.000000,2021-08-12 03:01:33.000000,2021-08-12 03:01:15.000000,13.0,,,263.0,6277.0,2020-07-31 19:39:55.000000,0.3.0,,1125.0,8.0,,,16.0,https://pypi.org/project/lfortran,MIT,2020-07-31 19:39:55.000000,,72.0,https://anaconda.org/conda-forge/lfortran,2021-07-14 03:56:07.565000,26341.0,3.0,,,,,,,,,,,,,,,,,,
136,nbopen,Open a Jupyter notebook in the best available server.,https://github.com/takluyver/nbopen,,notebook-tools,18,False,takluyver/nbopen,nbopen,,https://github.com/takluyver/nbopen,2014-07-09 03:24:47.000000,2018-04-25 07:37:01.000000,2018-04-25 07:36:18.000000,49.0,37.0,25.0,262.0,57.0,2017-09-08 07:23:49.000000,0.4.3,,2161.0,9.0,14.0,,10.0,https://pypi.org/project/nbopen,BSD-3-Clause,2018-04-25 07:36:48.000000,14.0,2161.0,,,,3.0,,,,,,,,,,,,,,,,,,
137,JupyterLab Templates,Support for jupyter notebook templates in jupyterlab.,https://github.com/jpmorganchase/jupyterlab_templates,,lab-extensions,18,True,jpmorganchase/jupyterlab_templates,jupyterlab_templates,,https://github.com/jpmorganchase/jupyterlab_templates,2018-03-17 21:38:11.000000,2021-08-04 03:09:51.000000,2021-08-04 03:09:50.000000,42.0,7.0,67.0,256.0,,2021-03-28 03:28:25.639000,0.3.1,,7577.0,24.0,4.0,4.0,13.0,https://pypi.org/project/jupyterlab_templates,Apache-2.0,2019-06-30 05:07:41.000000,,4225.0,,,,2.0,,,,,,,jupyterlab_templates,https://www.npmjs.com/package/jupyterlab_templates,2021-03-28 03:28:25.639000,,3352.0,,,,,,,
