,name,description,homepage,resource,category,projectrank,show,github_id,pypi_id,conda_id,github_url,created_at,updated_at,last_commit_pushed_at,fork_count,open_issue_count,closed_issue_count,star_count,commit_count,latest_stable_release_published_at,latest_stable_release_number,github_release_downloads,monthly_downloads,release_count,dependent_project_count,github_dependent_project_count,contributor_count,pypi_url,license,pypi_latest_release_published_at,pypi_dependent_project_count,pypi_monthly_downloads,conda_url,conda_latest_release_published_at,conda_total_downloads,projectrank_placing,dockerhub_id,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_stars,dockerhub_pulls,npm_id,npm_url,npm_latest_release_published_at,npm_dependent_project_count,npm_monthly_downloads,trending,conda_dependent_project_count,go_id,cran_id,gem_id,pypi,hex_id,bitbucket_id
39,OAuthenticator,OAuth + JupyterHub Authenticator = OAuthenticator.,https://github.com/jupyterhub/oauthenticator,,hub-auth,26,True,jupyterhub/oauthenticator,oauthenticator,conda-forge/oauthenticator,https://github.com/jupyterhub/oauthenticator,2014-09-23 21:37:06.000000,2021-09-14 11:13:36.000000,2021-08-10 12:07:40.000000,305.0,27.0,180.0,312.0,916.0,2021-07-19 12:33:35.000000,14.1.0,,39660.0,28.0,281.0,223.0,100.0,https://pypi.org/project/oauthenticator,BSD-3-Clause,2021-08-10 12:09:46.000000,58.0,39070.0,https://anaconda.org/conda-forge/oauthenticator,2021-07-19 15:40:38.273000,17123.0,1.0,,,,,,,,,,,,,,,,,,
40,jupyter_server,"The backendi.e. core services, APIs, and REST endpointsto Jupyter web applications.",https://github.com/jupyter-server/jupyter_server,,components,26,True,jupyter-server/jupyter_server,jupyter_server,conda-forge/jupyter_server,https://github.com/jupyter-server/jupyter_server,2016-09-21 19:18:45.000000,2021-09-09 20:11:16.401000,2021-09-09 09:48:39.000000,132.0,67.0,141.0,261.0,12135.0,2021-09-09 09:51:09.000000,1.11.0,113.0,896047.0,43.0,,,444.0,https://pypi.org/project/jupyter_server,BSD-3-Clause,2018-07-31 14:15:16.000000,,875421.0,https://anaconda.org/conda-forge/jupyter_server,2021-09-09 20:11:16.401000,742374.0,3.0,,,,,,,,,,,,,,,,,,
41,Docker Stacks,Ready-to-run Docker images containing Jupyter applications.,https://github.com/jupyter/docker-stacks,,notebook-environments,25,True,jupyter/docker-stacks,,,https://github.com/jupyter/docker-stacks,2015-07-15 15:30:00.000000,2021-09-15 16:33:41.643075,2021-09-15 14:25:37.000000,2376.0,63.0,615.0,6503.0,2277.0,,,,729147.0,,,,205.0,,BSD-3-Clause,,,,,,,2.0,jupyter/scipy-notebook,https://hub.docker.com/r/jupyter/scipy-notebook,2021-09-15 16:33:41.643075,313.0,53956897.0,,,,,,,,,,,,,
42,qgrid,"An interactive grid for sorting, filtering, and editing DataFrames in Jupyter notebooks.",https://github.com/quantopian/qgrid,,widgets,25,False,quantopian/qgrid,qgrid,conda-forge/qgrid,https://github.com/quantopian/qgrid,2014-09-30 04:33:20.000000,2021-06-25 03:13:35.000000,2020-04-07 18:56:49.000000,361.0,152.0,123.0,2752.0,405.0,2020-04-07 16:43:54.000000,1.3.1,,70761.0,73.0,127.0,1.0,30.0,https://pypi.org/project/qgrid,Apache-2.0,2020-04-07 16:43:54.000000,126.0,60592.0,https://anaconda.org/conda-forge/qgrid,2021-03-04 10:14:48.336000,318397.0,2.0,,,,,,qgrid,https://www.npmjs.com/package/qgrid,2017-07-08 00:42:37.705000,0.0,2765.0,,,,,,,,
43,D-Tale,Visualizer for Pandas Data Structures.,https://github.com/man-group/dtale,,widgets,25,False,man-group/dtale,dtale,conda-forge/dtale,https://github.com/man-group/dtale,2019-07-15 09:34:48.000000,2021-09-13 02:02:20.000000,2021-09-01 02:59:25.000000,202.0,36.0,368.0,2611.0,489.0,2021-09-01 03:24:50.000000,1.56.0,,23046.0,131.0,229.0,229.0,17.0,https://pypi.org/project/dtale,LGPL-2.1,2021-09-01 03:17:36.000000,0.0,18653.0,https://anaconda.org/conda-forge/dtale,2021-09-01 03:40:20.006000,83471.0,2.0,,,,,,,,,,,,,,,,,,
44,nikola,A static website and blog generator.,https://github.com/getnikola/nikola,,notebook-sharing,25,True,getnikola/nikola,nikola,,https://github.com/getnikola/nikola,2012-04-14 13:53:22.000000,2021-08-30 20:31:12.000000,2021-08-30 20:31:09.000000,415.0,34.0,2031.0,2176.0,10227.0,2021-02-13 17:21:54.000000,8.1.3,,,73.0,651.0,381.0,222.0,https://pypi.org/project/nikola,MIT,2021-02-13 17:18:18.000000,270.0,,,,,2.0,,,,,,,,,,,,,,,,,,
45,JupyterLab LSP,Coding assistance for JupyterLab (code navigation + hover suggestions + linters + autocompletion + rename) using..,https://github.com/krassowski/jupyterlab-lsp,,lab-extensions,25,True,krassowski/jupyterlab-lsp,,,https://github.com/krassowski/jupyterlab-lsp,2019-08-17 11:34:22.000000,2021-09-05 08:31:53.000000,2021-09-01 23:40:02.000000,82.0,123.0,237.0,1031.0,2124.0,2021-08-02 09:34:22.000000,3.8.1,,12536.0,60.0,62.0,60.0,34.0,,BSD-3-Clause,,,,,,,1.0,,,,,,@krassowski/jupyterlab-lsp,https://www.npmjs.com/package/@krassowski/jupyterlab-lsp,2021-08-02 09:23:44.446000,2.0,12536.0,,,,,,,,
46,PixieDust,Python Helper library for Jupyter Notebooks.,https://github.com/pixiedust/pixiedust,,notebook-tools,25,True,pixiedust/pixiedust,pixiedust,conda-forge/pixiedust,https://github.com/pixiedust/pixiedust,2016-07-01 17:34:14.000000,2021-02-16 04:46:42.000000,2021-02-16 04:46:41.000000,162.0,164.0,260.0,1023.0,2157.0,2021-02-01 03:34:36.000000,1.1.19,,13528.0,92.0,260.0,216.0,33.0,https://pypi.org/project/pixiedust,Apache-2.0,2021-02-01 03:34:36.000000,44.0,12064.0,https://anaconda.org/conda-forge/pixiedust,2021-02-06 13:20:07.331000,32208.0,2.0,,,,,,,,,,,,,,,,,,
47,pythreejs,A Jupyter - Three.js bridge.,https://github.com/jupyter-widgets/pythreejs,,widgets,25,True,jupyter-widgets/pythreejs,pythreejs,conda-forge/pythreejs,https://github.com/jupyter-widgets/pythreejs,2013-12-23 17:02:11.000000,2021-07-28 20:50:00.000000,2021-02-26 14:01:59.000000,162.0,63.0,142.0,758.0,1659.0,2021-02-26 14:01:21.000000,2.3.0,,54326.0,43.0,52.0,18.0,27.0,https://pypi.org/project/pythreejs,BSD-3-Clause,2021-02-26 14:01:21.000000,26.0,41744.0,https://anaconda.org/conda-forge/pythreejs,2021-03-02 13:32:39.505000,333114.0,2.0,,,,,,jupyter-threejs,https://www.npmjs.com/package/jupyter-threejs,2021-02-26 13:59:06.062000,8.0,7378.0,,,,,,,,
48,KubeSpawner,Kubernetes spawner for JupyterHub.,https://github.com/jupyterhub/kubespawner,,hub-spawners,25,True,jupyterhub/kubespawner,jupyterhub-kubespawner,,https://github.com/jupyterhub/kubespawner,2015-11-21 07:02:52.000000,2021-09-14 14:07:23.000000,2021-07-21 11:25:58.000000,230.0,54.0,209.0,375.0,958.0,2021-07-21 11:28:55.000000,1.1.0,,9913.0,22.0,112.0,94.0,64.0,https://pypi.org/project/jupyterhub-kubespawner,BSD-3-Clause,2021-07-21 11:28:55.000000,18.0,9913.0,,,,1.0,,,,,,,,,,,,,,,,,,
49,jupyter-server-proxy,Jupyter notebook server extension to proxy web services.,https://github.com/jupyterhub/jupyter-server-proxy,,jupyter-extensions,25,True,jupyterhub/jupyter-server-proxy,jupyter-server-proxy,conda-forge/jupyter-server-proxy,https://github.com/jupyterhub/jupyter-server-proxy,2016-10-18 22:02:06.000000,2021-09-01 07:03:34.000000,2021-09-01 07:03:25.000000,95.0,66.0,81.0,184.0,694.0,2021-07-03 06:36:23.000000,3.1.0,,60583.0,25.0,95.0,1.0,55.0,https://pypi.org/project/jupyter-server-proxy,BSD-3-Clause,2021-07-03 06:36:23.000000,94.0,45947.0,https://anaconda.org/conda-forge/jupyter-server-proxy,2021-07-04 06:56:46.142000,453730.0,1.0,,,,,,,,,,,,,,,,,,
50,nbdev,Create delightful python projects using Jupyter Notebooks.,https://github.com/fastai/nbdev,,notebook-tools,24,True,fastai/nbdev,nbdev,,https://github.com/fastai/nbdev,2019-11-18 17:37:35.000000,2021-09-08 08:45:38.000000,2021-08-21 17:58:44.000000,302.0,56.0,256.0,2951.0,1275.0,2021-08-21 17:41:20.000000,1.1.22,,42154.0,94.0,2.0,,60.0,https://pypi.org/project/nbdev,Apache-2.0,2021-08-21 17:41:20.000000,2.0,42154.0,,,,2.0,,,,,,,,,,,,,,,,,,
51,lux,Python API for Intelligent Visual Data Discovery.,https://github.com/lux-org/lux,,widgets,24,True,lux-org/lux,lux-api,conda-forge/lux-api,https://github.com/lux-org/lux,2020-01-08 04:53:29.000000,2021-09-11 19:00:33.437000,2021-09-10 22:52:10.000000,223.0,56.0,132.0,2816.0,669.0,2021-09-10 22:48:22.000000,0.4.0,,6773.0,16.0,51.0,51.0,18.0,https://pypi.org/project/lux-api,Apache-2.0,2021-09-10 22:25:02.000000,,5589.0,https://anaconda.org/conda-forge/lux-api,2021-09-11 19:00:33.437000,2349.0,2.0,,,,,,luxwidget,https://www.npmjs.com/package/luxwidget,2021-09-10 22:19:46.054000,,849.0,,,,,,,,
52,ipyregulartable,"High performance, editable, stylable datagrids in jupyter and jupyterlab.",https://github.com/jpmorganchase/ipyregulartable,,widgets,24,True,jpmorganchase/ipyregulartable,ipyregulartable,,https://github.com/jpmorganchase/ipyregulartable,2020-06-15 21:45:08.000000,2021-09-13 02:38:12.000000,2021-08-12 17:02:52.000000,772.0,9.0,13.0,2306.0,,2021-08-31 23:47:22.891000,3.0.1,,123809.0,94.0,70.0,8.0,4.0,https://pypi.org/project/ipyregulartable,Apache-2.0,2021-01-08 04:41:11.000000,,56.0,,,,2.0,,,,,,@jupyter-widgets/jupyterlab-manager,https://www.npmjs.com/package/@jupyter-widgets/jupyterlab-manager,2021-08-31 22:27:03.502000,62.0,123753.0,,,,,,,,
53,ipydagred3,ipywidgets library for drawing directed acyclic graphs in jupyterlab using dagre-d3.,https://github.com/timkpaine/ipydagred3,,widgets,24,True,timkpaine/ipydagred3,ipydagred3,,https://github.com/timkpaine/ipydagred3,2020-02-29 23:01:15.000000,2021-09-13 03:09:56.000000,2021-09-13 03:09:55.000000,772.0,5.0,13.0,2306.0,,2021-08-31 23:47:22.891000,3.0.1,,124076.0,94.0,70.0,8.0,3.0,https://pypi.org/project/ipydagred3,Apache-2.0,2020-12-31 23:08:14.000000,0.0,323.0,,,,2.0,,,,,,@jupyter-widgets/jupyterlab-manager,https://www.npmjs.com/package/@jupyter-widgets/jupyterlab-manager,2021-08-31 22:27:03.502000,62.0,123753.0,,,,,,,,
54,elyra,Elyra extends JupyterLab Notebooks with an AI centric approach.,https://github.com/elyra-ai/elyra,,lab-extensions,24,True,elyra-ai/elyra,elyra,conda-forge/elyra,https://github.com/elyra-ai/elyra,2019-10-22 21:37:58.000000,2021-09-16 13:02:20.000000,2021-09-16 04:28:48.000000,176.0,252.0,948.0,1060.0,1266.0,2021-09-15 18:46:42.000000,3.1.1,,1872.0,63.0,24.0,24.0,31.0,https://pypi.org/project/elyra,Apache-2.0,2021-09-15 18:46:42.000000,0.0,1318.0,https://anaconda.org/conda-forge/elyra,2021-04-27 19:22:26.105000,7202.0,1.0,,,,,,,,,,,,,,,,,,
55,nbgrader,A system for assigning and grading notebooks.,https://github.com/jupyter/nbgrader,,jupyter-extensions,24,True,jupyter/nbgrader,nbgrader,conda-forge/nbgrader,https://github.com/jupyter/nbgrader,2014-09-13 03:27:36.000000,2021-09-16 05:09:36.000000,2021-09-15 14:32:48.000000,275.0,204.0,578.0,1036.0,3007.0,2021-05-08 15:44:14.000000,0.6.2,,4906.0,24.0,18.0,,84.0,https://pypi.org/project/nbgrader,BSD-3-Clause,2021-05-08 15:42:11.000000,18.0,3160.0,https://anaconda.org/conda-forge/nbgrader,2021-09-09 22:56:25.171000,97779.0,2.0,,,,,,,,,,,,,,,,,,
56,nglview,Jupyter widget to interactively view molecular structures and trajectories.,https://github.com/nglviewer/nglview,,widgets,24,True,nglviewer/nglview,nglview,conda-forge/nglview,https://github.com/nglviewer/nglview,2015-11-09 16:48:57.000000,2021-09-15 17:03:03.000000,2021-09-15 17:03:03.000000,93.0,28.0,380.0,481.0,1399.0,2021-06-11 00:32:29.000000,3.0.3,191.0,9608.0,75.0,42.0,2.0,33.0,https://pypi.org/project/nglview,MIT,2021-06-11 00:32:29.000000,40.0,2901.0,https://anaconda.org/conda-forge/nglview,2021-06-11 04:58:09.722000,362109.0,2.0,,,,,,,,,,,,,,,,,,
57,NBextensions Configurator,A jupyter notebook serverextension providing config interfaces for nbextensions.,https://github.com/Jupyter-contrib/jupyter_nbextensions_configurator,,jupyter-extensions,23,False,jupyter-contrib/jupyter_nbextensions_configurator,jupyter_nbextensions_configurator,,https://github.com/Jupyter-contrib/jupyter_nbextensions_configurator,2016-06-24 22:29:05.000000,2021-01-11 10:02:27.000000,2020-03-01 13:46:17.000000,95.0,51.0,32.0,852.0,488.0,2018-12-29 12:36:16.000000,0.4.1,,212566.0,13.0,314.0,,17.0,https://pypi.org/project/jupyter_nbextensions_configurator,BSD-3-Clause,2018-12-29 12:36:16.000000,314.0,212566.0,,,,2.0,,,,,,,,,,,,,,,,,,
58,Apache Toree,Jupyter kernel for Apache Spark.,https://github.com/apache/incubator-toree,,kernels,23,True,apache/incubator-toree,toree,,https://github.com/apache/incubator-toree,2016-01-07 08:00:06.000000,2021-09-07 03:54:43.000000,2021-09-07 03:54:38.000000,211.0,12.0,,681.0,1146.0,2020-08-01 16:46:23.000000,0.4.0,,10362.0,13.0,9.0,,102.0,https://pypi.org/project/toree,Apache-2.0,2020-08-01 16:46:23.000000,9.0,10362.0,,,,1.0,,,,,,,,,,,,,,,,,,
59,ipycanvas,Interactive Canvas in Jupyter.,https://github.com/martinRenou/ipycanvas,,widgets,23,True,martinRenou/ipycanvas,ipycanvas,conda-forge/ipycanvas,https://github.com/martinRenou/ipycanvas,2019-07-06 12:55:29.000000,2021-08-31 21:54:57.000000,2021-06-18 11:53:42.000000,38.0,31.0,60.0,462.0,352.0,2021-06-18 11:59:19.000000,0.9.0,,1205.0,25.0,218.0,218.0,13.0,https://pypi.org/project/ipycanvas,BSD-3-Clause,2021-06-18 11:58:10.000000,0.0,,https://anaconda.org/conda-forge/ipycanvas,2021-06-18 12:16:48.874000,28930.0,2.0,,,,,,,,,,,,,,,,,,
60,vega,IPython/Jupyter notebook module for Vega and Vega-Lite.,https://github.com/vega/ipyvega,,widgets,23,True,vega/ipyvega,vega,conda-forge/vega,https://github.com/vega/ipyvega,2015-08-04 03:22:47.000000,2021-09-02 13:28:50.000000,2021-09-02 13:28:49.000000,51.0,14.0,80.0,313.0,526.0,2021-06-03 20:52:09.000000,3.5.0,,29031.0,38.0,148.0,,10.0,https://pypi.org/project/vega,BSD-3-Clause,2021-06-03 20:52:09.000000,148.0,21804.0,https://anaconda.org/conda-forge/vega,2021-08-11 21:51:27.565000,455321.0,2.0,,,,,,,,,,,,,,,,,,
61,Metakernel,Jupyter/IPython Kernel Tools.,https://github.com/Calysto/metakernel,,kernels,23,True,Calysto/metakernel,metakernel,conda-forge/metakernel,https://github.com/Calysto/metakernel,2014-08-24 20:53:45.000000,2021-05-10 22:22:23.000000,2021-05-10 22:22:23.000000,71.0,25.0,113.0,258.0,1071.0,2020-11-09 20:39:53.000000,0.27.5,,40198.0,88.0,579.0,485.0,28.0,https://pypi.org/project/metakernel,BSD-3-Clause,2020-11-09 20:39:53.000000,94.0,32461.0,https://anaconda.org/conda-forge/metakernel,2020-11-11 18:56:46.728000,502916.0,1.0,,,,,,,,,,,,,,,,,,
62,Resource Usage,Jupyter Notebook Extension for monitoring your own Resource Usage.,https://github.com/jupyter-server/jupyter-resource-usage,,jupyter-extensions,23,True,jupyter-server/jupyter-resource-usage,jupyter-resource-usage,conda-forge/nbresuse,https://github.com/jupyter-server/jupyter-resource-usage,2016-04-22 07:01:34.000000,2021-09-06 06:37:48.000000,2021-09-06 06:37:39.000000,61.0,28.0,25.0,255.0,170.0,2021-04-29 13:47:38.000000,0.6.0,,33979.0,4.0,69.0,69.0,16.0,https://pypi.org/project/jupyter-resource-usage,BSD-2-Clause,2021-04-29 13:31:58.000000,0.0,13691.0,https://anaconda.org/conda-forge/nbresuse,2020-11-23 11:22:25.946000,365197.0,2.0,,,,,,,,,,,,,,,,,,
63,LDAP Authenticator,LDAP Authenticator Plugin for Jupyter.,https://github.com/jupyterhub/ldapauthenticator,,hub-auth,23,True,jupyterhub/ldapauthenticator,jupyterhub-ldapauthenticator,conda-forge/jupyterhub-ldapauthenticator,https://github.com/jupyterhub/ldapauthenticator,2016-01-17 05:11:49.000000,2021-06-27 18:55:19.000000,2021-06-27 18:55:19.000000,149.0,58.0,76.0,158.0,167.0,2020-08-28 12:01:56.000000,1.3.2,,14152.0,9.0,85.0,78.0,30.0,https://pypi.org/project/jupyterhub-ldapauthenticator,BSD-3-Clause,2020-08-28 12:01:56.000000,7.0,13607.0,https://anaconda.org/conda-forge/jupyterhub-ldapauthenticator,2020-08-28 14:10:52.507000,21257.0,1.0,,,,,,,,,,,,,,,,,,
64,nbgitpuller,Jupyter server extension to sync a git repository one-way to a local path.,https://github.com/jupyterhub/nbgitpuller,,jupyter-extensions,23,True,jupyterhub/nbgitpuller,nbgitpuller,conda-forge/nbgitpuller,https://github.com/jupyterhub/nbgitpuller,2017-05-24 19:41:10.000000,2021-09-15 21:38:13.000000,2021-09-02 23:36:37.000000,53.0,42.0,67.0,140.0,,2021-09-02 23:38:11.000000,1.0.2,,83854.0,19.0,400.0,370.0,23.0,https://pypi.org/project/nbgitpuller,BSD-3-Clause,2021-09-02 23:38:11.000000,30.0,83014.0,https://anaconda.org/conda-forge/nbgitpuller,2021-09-03 01:35:54.657000,22696.0,2.0,,,,,,,,,,,,,,,,,,
65,gophernotes,The Go kernel for Jupyter notebooks and nteract.,https://github.com/gopherdata/gophernotes,,kernels,22,True,gopherdata/gophernotes,,,https://github.com/gopherdata/gophernotes,2016-01-22 19:22:16.000000,2021-06-24 15:48:32.000000,2021-06-24 15:45:56.000000,213.0,42.0,120.0,3021.0,387.0,2021-06-24 15:51:03.000000,0.7.3,40.0,1227.0,15.0,5.0,5.0,28.0,,MIT,,,,,,,1.0,gopherdata/gophernotes,https://hub.docker.com/r/gopherdata/gophernotes,2018-12-22 19:00:35.934804,6.0,83501.0,,,,,,,,github.com/gopherdata/gophernotes,,,,,
66,nbviewer,nbconvert as a web service: Render Jupyter Notebooks as static web pages.,https://github.com/jupyter/nbviewer,,notebook-sharing,22,True,jupyter/nbviewer,,,https://github.com/jupyter/nbviewer,2012-08-05 11:42:33.000000,2021-09-10 14:27:09.000000,2021-09-10 14:27:08.000000,485.0,152.0,400.0,1942.0,1391.0,,,,17838.0,,6.0,6.0,86.0,,BSD-3-Clause,,,,,,,2.0,jupyter/nbviewer,https://hub.docker.com/r/jupyter/nbviewer,2020-12-02 09:25:43.416709,26.0,1944448.0,,,,,,,,,,,,,
67,IJavascript,IJavascript is a javascript kernel for the Jupyter notebook.,https://github.com/n-riesco/ijavascript,,kernels,22,True,n-riesco/ijavascript,,,https://github.com/n-riesco/ijavascript,2015-02-02 15:46:34.000000,2021-06-16 07:25:16.000000,2021-06-16 07:25:16.000000,156.0,59.0,150.0,1650.0,325.0,2019-09-26 17:24:18.653000,5.2.0,,2843.0,32.0,90.0,52.0,14.0,,BSD-3-Clause,,,,,,,1.0,,,,,,ijavascript,https://www.npmjs.com/package/ijavascript,2019-09-26 17:24:18.653000,38.0,2843.0,,,,,,,,
68,IRkernel,R kernel for Jupyter.,https://github.com/IRkernel/IRkernel,,kernels,22,True,IRkernel/IRkernel,,r/r-irkernel,https://github.com/IRkernel/IRkernel,2014-02-26 02:57:07.000000,2021-09-15 16:19:42.072363,2021-08-02 11:47:04.000000,288.0,51.0,500.0,1469.0,583.0,2021-05-11 11:36:15.000000,1.2,,11346.0,16.0,,,40.0,,MIT,,,,https://anaconda.org/r/r-irkernel,2020-03-10 23:18:20.173000,45167.0,1.0,jupyter/r-notebook,https://hub.docker.com/r/jupyter/r-notebook,2021-09-15 16:19:42.072363,39.0,979207.0,,,,,,,,,IRkernel,,,,
69,repo2docker,Turn repositories into Jupyter-enabled Docker images.,https://github.com/jupyterhub/repo2docker,,notebook-tools,22,True,jupyterhub/repo2docker,jupyter-repo2docker,,https://github.com/jupyterhub/repo2docker,2017-05-09 08:36:30.000000,2021-09-16 08:37:10.000000,2021-09-14 05:53:46.000000,289.0,164.0,300.0,1254.0,,2021-08-24 17:28:11.000000,2021.08.0,,4324.0,17.0,155.0,131.0,100.0,https://pypi.org/project/jupyter-repo2docker,BSD-3-Clause,2021-08-24 16:57:08.000000,24.0,4324.0,,,,2.0,,,,,,,,,,,,,,,,,,
70,gmaps,Google maps for Jupyter notebooks.,https://github.com/pbugnion/gmaps,,widgets,22,False,pbugnion/gmaps,gmaps,conda-forge/gmaps,https://github.com/pbugnion/gmaps,2014-12-01 09:12:06.000000,2020-10-13 07:09:18.000000,2019-07-22 06:22:45.000000,143.0,66.0,136.0,719.0,1380.0,2019-07-21 08:49:48.715000,0.9.0,,21172.0,94.0,75.0,1.0,16.0,https://pypi.org/project/gmaps,BSD-3-Clause,2019-07-21 08:49:39.000000,74.0,14613.0,https://anaconda.org/conda-forge/gmaps,2019-08-02 11:56:50.940000,242313.0,2.0,,,,,,jupyter-gmaps,https://www.npmjs.com/package/jupyter-gmaps,2019-07-21 08:49:48.715000,,1900.0,,,,,,,,
71,Stencila,Living documents for reproducible research.,https://github.com/stencila/stencila,,notebook-sharing,22,True,stencila/stencila,,,https://github.com/stencila/stencila,2012-05-31 02:43:31.000000,2021-09-16 03:39:50.000000,2021-09-15 10:18:11.000000,38.0,27.0,464.0,602.0,4425.0,2021-09-15 10:18:16.000000,0.118.1,1121.0,580.0,100.0,24.0,16.0,22.0,,Apache-2.0,,,,,,,2.0,stencila/cloud,https://hub.docker.com/r/stencila/cloud,2019-04-08 04:14:51.284193,,16459.0,stencila,https://www.npmjs.com/package/stencila,2020-11-06 15:20:04.059000,8.0,210.0,,,,,,,,
72,Mapbox GL,Use Mapbox GL JS to visualize data in a Python Jupyter notebook.,https://github.com/mapbox/mapboxgl-jupyter,,widgets,22,True,mapbox/mapboxgl-jupyter,mapboxgl,,https://github.com/mapbox/mapboxgl-jupyter,2017-08-08 15:10:51.000000,2021-05-31 23:04:25.000000,2021-04-19 05:00:36.000000,121.0,35.0,67.0,579.0,221.0,2019-06-03 21:24:10.000000,0.10.2,,8440.0,20.0,135.0,117.0,21.0,https://pypi.org/project/mapboxgl,MIT,2019-06-02 15:18:57.000000,18.0,8440.0,,,,2.0,,,,,,,,,,,,,,,,,,
73,watermark,"An IPython magic extension for printing date and time stamps, version numbers, and hardware information.",https://github.com/rasbt/watermark,,magic,22,True,rasbt/watermark,watermark,conda-forge/watermark,https://github.com/rasbt/watermark,2014-07-30 03:46:33.000000,2021-02-18 18:12:02.241000,2021-02-18 16:55:13.000000,67.0,15.0,26.0,552.0,81.0,2021-02-18 17:08:16.000000,2.2.0,,14005.0,20.0,1239.0,1115.0,15.0,https://pypi.org/project/watermark,BSD-3-Clause,2021-02-18 16:56:30.000000,124.0,10945.0,https://anaconda.org/conda-forge/watermark,2021-02-18 18:12:02.241000,180583.0,2.0,,,,,,,,,,,,,,,,,,
74,ipysheet,Jupyter handsontable integration.,https://github.com/QuantStack/ipysheet,,widgets,22,True,QuantStack/ipysheet,ipysheet,conda-forge/ipysheet,https://github.com/QuantStack/ipysheet,2017-07-10 13:46:31.000000,2021-09-01 00:46:03.000000,2021-08-11 12:20:28.000000,58.0,60.0,55.0,441.0,293.0,2021-08-13 08:05:12.035000,0.5.0,,18157.0,22.0,21.0,3.0,9.0,https://pypi.org/project/ipysheet,MIT,2021-08-11 12:28:11.000000,18.0,12806.0,https://anaconda.org/conda-forge/ipysheet,2021-08-11 12:55:17.098000,37562.0,2.0,,,,,,ipysheet,https://www.npmjs.com/package/ipysheet,2021-08-13 08:05:12.035000,,4178.0,,,,,,,,
75,ipyvuetify,Jupyter widgets based on vuetify UI components.,https://github.com/mariobuikhuizen/ipyvuetify,,widgets,22,True,mariobuikhuizen/ipyvuetify,ipyvuetify,conda-forge/ipyvuetify,https://github.com/mariobuikhuizen/ipyvuetify,2019-05-14 17:35:51.000000,2021-09-15 09:56:12.000000,2021-08-26 11:23:10.000000,37.0,47.0,100.0,220.0,201.0,2021-08-06 11:26:20.000000,1.8.1,,46448.0,46.0,10.0,4.0,10.0,https://pypi.org/project/ipyvuetify,MIT,2021-08-06 11:26:20.000000,6.0,44219.0,https://anaconda.org/conda-forge/ipyvuetify,2021-08-06 15:11:56.646000,57961.0,2.0,,,,,,,,,,,,,,,,,,
76,sos,SoS workflow system for daily data analysis.,https://github.com/vatlab/sos,,notebook-environments,22,True,vatlab/SOS,,,https://github.com/vatlab/sos,2016-02-13 00:46:46.000000,2021-08-02 17:37:33.000000,2021-05-24 03:32:18.000000,27.0,55.0,1352.0,206.0,7499.0,2019-05-21 01:06:30.000000,0.9.11,,,51.0,1096.0,1096.0,33.0,,BSD-3-Clause,,,,,,,3.0,,,,,,,,,,,,,,,,,,
77,ipywebrtc,WebRTC for Jupyter notebook/lab.,https://github.com/maartenbreddels/ipywebrtc,,widgets,22,True,maartenbreddels/ipywebrtc,ipywebrtc,conda-forge/ipywebrtc,https://github.com/maartenbreddels/ipywebrtc,2017-08-10 18:07:51.000000,2021-03-29 11:48:21.469000,2021-03-29 11:25:59.000000,30.0,29.0,20.0,190.0,209.0,2021-03-29 11:25:34.632000,0.6.0,,38110.0,12.0,360.0,344.0,9.0,https://pypi.org/project/ipywebrtc,MIT,2019-07-04 12:53:46.000000,16.0,33314.0,https://anaconda.org/conda-forge/ipywebrtc,2021-03-29 11:48:21.469000,211674.0,2.0,,,,,,jupyter-webrtc,https://www.npmjs.com/package/jupyter-webrtc,2021-03-29 11:25:34.632000,0.0,477.0,,,,,,,,
78,ipycytoscape,A Cytoscape Jupyter widget.,https://github.com/cytoscape/ipycytoscape,,widgets,22,True,cytoscape/ipycytoscape,,conda-forge/ipycytoscape,https://github.com/cytoscape/ipycytoscape,2020-02-05 13:46:52.000000,2021-08-04 16:24:23.000000,2021-07-27 08:52:42.000000,44.0,48.0,84.0,161.0,621.0,2021-06-18 12:21:51.000000,1.2.1,3.0,1259.0,17.0,41.0,41.0,26.0,,BSD-3-Clause,,,,https://anaconda.org/conda-forge/ipycytoscape,2021-05-10 08:00:44.282000,22675.0,2.0,,,,,,,,,,,,,,,,,,
79,Jupyter Sphinx,Sphinx extension for rendering of Jupyter interactive widgets.,https://github.com/jupyter/jupyter-sphinx,,notebook-tools,22,True,jupyter/jupyter-sphinx,jupyter_sphinx,,https://github.com/jupyter/jupyter-sphinx,2016-11-15 18:36:37.000000,2021-09-10 20:37:28.000000,2021-09-10 20:37:28.000000,44.0,32.0,75.0,129.0,351.0,2020-09-21 17:37:11.000000,0.3.2,,68579.0,8.0,17.0,,24.0,https://pypi.org/project/jupyter_sphinx,BSD-3-Clause,2018-08-06 23:12:20.000000,17.0,68579.0,,,,2.0,,,,,,,,,,,,,,,,,,
