,name,description,homepage,resource,category,projectrank,show,pypi_id,github_id,conda_id,github_url,license,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,open_issue_count,closed_issue_count,star_count,latest_stable_release_published_at,latest_stable_release_number,github_release_downloads,monthly_downloads,release_count,dependent_project_count,github_dependent_project_count,contributor_count,pypi_url,pypi_latest_release_published_at,pypi_dependent_project_count,pypi_monthly_downloads,conda_url,conda_latest_release_published_at,conda_total_downloads,projectrank_placing,dockerhub_id,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_stars,dockerhub_pulls,npm_id,npm_url,npm_latest_release_published_at,npm_dependent_project_count,npm_monthly_downloads,conda_dependent_project_count,updated_github_id,trending,pypi,cran_id,gem_id,go_id,go_url,go_latest_release_published_at,go_dependent_project_count,hex_id,docs_url,bitbucket_id
18,Voila,Voil turns Jupyter notebooks into standalone web applications.,https://github.com/voila-dashboards/voila,,notebook-sharing,33,True,voila,voila-dashboards/voila,conda-forge/voila,https://github.com/voila-dashboards/voila,BSD-3-Clause,2018-08-21 14:21:42.000,2025-09-01 19:00:03.000000,2025-08-25 13:55:30,1479.0,9.0,523.0,76.0,770.0,325.0,457.0,5822.0,2025-08-25 13:56:19.000,0.5.11,2194.0,144829.0,113.0,12644.0,12476.0,74.0,https://pypi.org/project/voila,2025-08-25 13:55:55.000,163.0,136086.0,https://anaconda.org/conda-forge/voila,2025-08-25 16:15:38.917,522197.0,1.0,,,,,,@jupyter-voila/jupyterlab-preview,https://www.npmjs.com/package/@jupyter-voila/jupyterlab-preview,2020-05-19 10:24:11.555,5.0,139.0,,,,,,,,,,,,,
19,Jupyter Book,"Create beautiful, publication-quality books and documents from computational content.",https://github.com/jupyter-book/jupyter-book,,notebook-sharing,33,True,jupyter-book,executablebooks/jupyter-book,conda-forge/jupyter-book,https://github.com/jupyter-book/jupyter-book,BSD-3-Clause,2018-06-14 01:55:51.000,2025-09-26 20:42:41.000000,2025-09-20 15:43:15,1636.0,3.0,701.0,60.0,889.0,673.0,811.0,4150.0,2025-02-25 10:37:05.000,1.0.4,178.0,223639.0,60.0,18936.0,18485.0,146.0,https://pypi.org/project/jupyter-book,2025-08-20 11:06:14.000,451.0,219309.0,https://anaconda.org/conda-forge/jupyter-book,2025-04-22 14:57:46.955,242383.0,1.0,,,,,,,,,,,,jupyter-book/jupyter-book,,,,,,,,,,,
20,ipyleaflet,A Jupyter - Leaflet.js bridge.,https://github.com/jupyter-widgets/ipyleaflet,,widgets,33,True,ipyleaflet,jupyter-widgets/ipyleaflet,conda-forge/ipyleaflet,https://github.com/jupyter-widgets/ipyleaflet,MIT,2014-05-07 16:32:10.000,2025-06-19 13:12:24.000000,2025-06-19 13:12:24,1212.0,,361.0,65.0,635.0,295.0,366.0,1531.0,2025-06-13 08:33:37.000,0.20.0,,312533.0,85.0,18405.0,18051.0,94.0,https://pypi.org/project/ipyleaflet,2025-06-13 08:33:37.000,345.0,283801.0,https://anaconda.org/conda-forge/ipyleaflet,2025-06-13 19:35:58.799,1706475.0,1.0,,,,,,jupyter-leaflet,https://www.npmjs.com/package/jupyter-leaflet,2025-06-13 08:26:24.799,9.0,2479.0,,,,,,,,,,,,,
21,Docker Stacks,Ready-to-run Docker images containing Jupyter applications.,https://github.com/jupyter/docker-stacks,,notebook-environments,32,True,,jupyter/docker-stacks,,https://github.com/jupyter/docker-stacks,BSD-3-Clause,2015-07-15 15:30:00.000,2025-10-01 09:35:55.000000,2025-10-01 09:35:55,4049.0,29.0,3003.0,188.0,1408.0,11.0,910.0,8806.0,,,,749245.0,,21.0,21.0,256.0,,,,,,,,2.0,jupyter/scipy-notebook,https://hub.docker.com/r/jupyter/scipy-notebook,2023-10-20 20:03:34.298948,469.0,92157195.0,,,,,,,,,,,,,,,,,,
22,papermill,"Parameterize, execute, and analyze notebooks.",https://github.com/nteract/papermill,,widgets,32,True,papermill,nteract/papermill,conda-forge/papermill,https://github.com/nteract/papermill,BSD-3-Clause,2017-07-06 17:17:53.000,2025-07-07 20:41:05.000000,2024-10-05 15:29:31,989.0,,439.0,84.0,402.0,157.0,263.0,6277.0,2024-04-26 21:48:15.000,2.6.0,,5848851.0,75.0,7963.0,7628.0,122.0,https://pypi.org/project/papermill,2024-04-26 21:48:15.000,335.0,5834901.0,https://anaconda.org/conda-forge/papermill,2025-06-13 00:57:55.140,892838.0,2.0,,,,,,,,,,,,,,,,,,,,,,,
23,VSCode Jupyter,VS Code Jupyter extension.,https://github.com/microsoft/vscode-jupyter,,notebook-environments,32,True,,microsoft/vscode-jupyter,conda-forge/vscode-jupyter,https://github.com/microsoft/vscode-jupyter,MIT,2020-09-10 23:39:14.000,2025-09-24 20:05:44.000000,2025-09-20 23:03:40,9085.0,59.0,338.0,43.0,4931.0,249.0,10254.0,1426.0,2025-09-10 18:52:13.000,2025.8.0,2627.0,2774.0,55.0,3.0,3.0,281.0,,,,,https://anaconda.org/conda-forge/vscode-jupyter,2025-04-22 14:57:48.578,150138.0,2.0,,,,,,,,,,,,,,,,,,,,,,,
24,nteract,The interactive computing suite for you!.,https://github.com/nteract/nteract,,notebook-environments,31,False,nteract_on_jupyter,nteract/nteract,,https://github.com/nteract/nteract,BSD-3-Clause,2015-06-15 23:21:49.000,2023-12-30 16:09:02.000000,2023-12-30 16:09:02,11273.0,,553.0,147.0,3990.0,192.0,1523.0,6265.0,2021-10-22 17:46:48.907,7.0.20,1580047.0,549008.0,94.0,32.0,3.0,181.0,https://pypi.org/project/nteract_on_jupyter,2019-07-16 03:59:16.000,,652.0,,,,2.0,,,,,,@nteract/messaging,https://www.npmjs.com/package/@nteract/messaging,2021-10-22 17:46:48.907,29.0,534374.0,,,,,,,,,,,,,
25,nbdev,Create delightful software with Jupyter Notebooks.,https://github.com/AnswerDotAI/nbdev,,notebook-tools,31,True,nbdev,fastai/nbdev,,https://github.com/AnswerDotAI/nbdev,Apache-2.0,2019-11-18 17:37:35.000,2025-07-19 07:10:42.000000,2025-07-19 05:10:53,1910.0,4.0,511.0,50.0,595.0,176.0,753.0,5190.0,2025-07-19 05:10:50.000,2.4.5,,124838.0,184.0,3248.0,2819.0,63.0,https://pypi.org/project/nbdev,2025-07-19 05:10:50.000,429.0,124838.0,,,,1.0,,,,,,,,,,,,AnswerDotAI/nbdev,-2.0,,,,,,,,,,
26,nbdime,Tools for diffing and merging of Jupyter notebooks.,https://github.com/jupyter/nbdime,,notebook-sharing,31,False,nbdime,jupyter/nbdime,conda-forge/nbdime,https://github.com/jupyter/nbdime,BSD-3-Clause,2015-11-16 09:25:53.000,2025-04-22 14:56:30.806000,2024-09-05 13:24:50,2142.0,,173.0,44.0,432.0,101.0,266.0,2778.0,2024-09-05 13:25:18.000,4.0.2,332.0,300243.0,37.0,12883.0,12760.0,51.0,https://pypi.org/project/nbdime,2024-09-05 13:25:03.000,111.0,267578.0,https://anaconda.org/conda-forge/nbdime,2025-04-22 14:56:30.806,1354385.0,2.0,,,,,,nbdime-jupyterlab,https://www.npmjs.com/package/nbdime-jupyterlab,2024-09-05 13:25:15.449,12.0,10081.0,,,,,,,,,,,,,
27,nikola,A static website and blog generator.,https://github.com/getnikola/nikola,,notebook-sharing,31,True,nikola,getnikola/nikola,,https://github.com/getnikola/nikola,MIT,2012-04-14 13:53:22.000,2025-08-02 18:13:22.000000,2025-08-02 18:13:10,10445.0,1.0,466.0,75.0,1591.0,87.0,2139.0,2689.0,2025-05-17 18:13:25.000,8.3.3,211.0,6609.0,90.0,545.0,543.0,244.0,https://pypi.org/project/nikola,2025-05-17 18:11:32.000,2.0,6608.0,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,
28,JupyterLab LSP,Coding assistance for JupyterLab (code navigation + hover suggestions + linters + autocompletion + rename) using..,https://github.com/jupyter-lsp/jupyterlab-lsp,,lab-extensions,31,True,jupyterlab-lsp,jupyter-lsp/jupyterlab-lsp,conda-forge/jupyter-lsp,https://github.com/jupyter-lsp/jupyterlab-lsp,BSD-3-Clause,2019-08-17 11:34:22.000,2025-09-26 19:56:13.000000,2025-08-27 16:56:23,2971.0,18.0,152.0,20.0,563.0,210.0,390.0,1944.0,2025-08-27 17:51:03.000,jupyter-lsp-2.3.0,,247357.0,67.0,2703.0,2637.0,55.0,https://pypi.org/project/jupyterlab-lsp,2025-07-18 21:35:14.000,59.0,163107.0,https://anaconda.org/conda-forge/jupyter-lsp,2025-08-28 13:42:09.629,5107980.0,1.0,,,,,,@krassowski/jupyterlab-lsp,https://www.npmjs.com/package/@krassowski/jupyterlab-lsp,2022-08-26 15:27:01.064,7.0,513.0,,,,,,,,,,,,,
29,jupyter-matplotlib,Matplotlib Jupyter Integration.,https://github.com/matplotlib/ipympl,,widgets,31,True,ipympl,matplotlib/ipympl,conda-forge/ipympl,https://github.com/matplotlib/ipympl,BSD-3-Clause,2016-07-21 14:38:56.000,2025-08-25 07:41:37.000000,2025-08-25 07:41:37,534.0,1.0,228.0,34.0,277.0,164.0,171.0,1631.0,2025-03-05 03:52:16.704,0.11.7,,734168.0,53.0,16175.0,15701.0,36.0,https://pypi.org/project/ipympl,2025-03-05 03:50:48.000,467.0,693692.0,https://anaconda.org/conda-forge/ipympl,2025-08-22 15:53:29.014,2045734.0,2.0,,,,,,jupyter-matplotlib,https://www.npmjs.com/package/jupyter-matplotlib,2025-03-05 03:52:16.704,7.0,8005.0,,,,,,,,,,,,,
30,JupyterLab Git,A Git extension for JupyterLab.,https://github.com/jupyterlab/jupyterlab-git,,lab-extensions,31,True,jupyterlab-git,jupyterlab/jupyterlab-git,conda-forge/jupyterlab-git,https://github.com/jupyterlab/jupyterlab-git,BSD-3-Clause,2017-06-20 17:31:00.000,2025-08-27 11:18:50.000000,2025-08-27 11:18:49,1943.0,1.0,367.0,40.0,761.0,124.0,513.0,1528.0,2025-06-12 14:44:44.000,0.51.2,601.0,189723.0,83.0,3326.0,3271.0,103.0,https://pypi.org/project/jupyterlab-git,2025-06-12 14:44:37.000,46.0,174181.0,https://anaconda.org/conda-forge/jupyterlab-git,2025-06-12 18:54:38.396,758851.0,1.0,,,,,,@jupyterlab/git,https://www.npmjs.com/package/@jupyterlab/git,2025-06-12 14:44:35.366,9.0,3676.0,,,,,,,,,,,,,
31,Jupyter Client,Jupyter protocol client APIs.,https://github.com/jupyter/jupyter_client,,notebook-tools,31,True,jupyter-client,jupyter/jupyter_client,conda-forge/jupyter_client,https://github.com/jupyter/jupyter_client,BSD-3-Clause,2015-04-09 06:57:29.000,2025-07-29 06:21:20.000000,2025-07-29 06:20:28,2616.0,1.0,297.0,34.0,675.0,213.0,207.0,443.0,2024-09-17 10:44:21.000,8.6.3,2526.0,49730029.0,96.0,1233.0,,137.0,https://pypi.org/project/jupyter-client,2024-09-17 10:44:15.000,1233.0,49216943.0,https://anaconda.org/conda-forge/jupyter_client,2025-04-22 14:56:22.242,32321287.0,1.0,,,,,,,,,,,,,,,,,,,,,,,
32,bqplot,Plotting library for IPython/Jupyter notebooks.,https://github.com/bqplot/bqplot,,widgets,30,True,bqplot,bqplot/bqplot,conda-forge/bqplot,https://github.com/bqplot/bqplot,Apache-2.0,2015-09-26 04:02:18.000,2025-09-03 07:16:16.994000,2025-08-25 08:10:19,3668.0,1.0,475.0,100.0,1076.0,277.0,370.0,3669.0,2025-09-03 07:16:16.994,0.5.46,,270265.0,114.0,191.0,62.0,66.0,https://pypi.org/project/bqplot,2025-05-21 17:32:27.000,108.0,239851.0,https://anaconda.org/conda-forge/bqplot,2025-09-02 16:33:45.148,1842397.0,2.0,,,,,,bqplot,https://www.npmjs.com/package/bqplot,2025-09-03 07:16:16.994,21.0,2070.0,,,,,,,,,,,,,
33,elyra,Elyra extends JupyterLab with an AI centric approach.,https://github.com/elyra-ai/elyra,,lab-extensions,30,True,elyra,elyra-ai/elyra,conda-forge/elyra,https://github.com/elyra-ai/elyra,Apache-2.0,2019-10-22 21:37:58.000,2025-09-15 15:53:46.000000,2025-09-15 15:53:46,2019.0,19.0,356.0,45.0,1570.0,265.0,1377.0,1961.0,2025-08-16 21:46:26.000,4.0.0,,4169.0,132.0,89.0,75.0,71.0,https://pypi.org/project/elyra,2025-08-16 05:28:05.000,4.0,2827.0,https://anaconda.org/conda-forge/elyra,2025-04-22 14:57:34.610,76738.0,1.0,,,,,,@elyra/services,https://www.npmjs.com/package/@elyra/services,2023-03-29 00:30:07.768,10.0,105.0,,,,,,,,,,,,,
34,LFortran,Official main repository for LFortran.,https://github.com/lfortran/lfortran,,kernels,30,True,lfortran,lfortran/lfortran,conda-forge/lfortran,https://github.com/lfortran/lfortran,MIT,2019-03-24 13:22:20.000,2025-10-02 14:33:11.000000,2025-10-02 14:33:10,22584.0,1224.0,207.0,19.0,4655.0,2114.0,2094.0,1131.0,2025-09-24 14:06:28.000,0.57.0,3711.0,4618.0,59.0,,,123.0,https://pypi.org/project/lfortran,2020-07-31 19:39:55.000,,,https://anaconda.org/conda-forge/lfortran,2025-09-24 17:34:13.753,278723.0,1.0,,,,,,,,,,,,,,,,,,,,,,,
35,nbclient,A client library for executing notebooks. Formally nbconverts ExecutePreprocessor.,https://github.com/jupyter/nbclient,,notebook-tools,30,True,nbclient,jupyter/nbclient,conda-forge/nbclient,https://github.com/jupyter/nbclient,BSD-3-Clause,2020-01-13 17:29:49.000,2025-07-18 08:12:44.000000,2025-07-18 08:12:44,389.0,1.0,61.0,9.0,218.0,57.0,72.0,178.0,2024-12-19 10:32:31.000,0.10.2,749.0,42140885.0,43.0,239887.0,239420.0,41.0,https://pypi.org/project/nbclient,2024-12-19 10:32:24.000,467.0,41820474.0,https://anaconda.org/conda-forge/nbclient,2025-04-22 14:57:21.531,20505422.0,2.0,,,,,,,,,,,,,,,,,,,,,,,
