,name,description,homepage,resource,category,projectrank,show,github_id,pypi_id,conda_id,github_url,created_at,updated_at,last_commit_pushed_at,fork_count,open_issue_count,closed_issue_count,star_count,commit_count,latest_stable_release_published_at,latest_stable_release_number,github_release_downloads,monthly_downloads,release_count,dependent_project_count,github_dependent_project_count,contributor_count,pypi_url,license,pypi_latest_release_published_at,pypi_dependent_project_count,pypi_monthly_downloads,conda_url,conda_latest_release_published_at,conda_total_downloads,projectrank_placing,dockerhub_id,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_stars,dockerhub_pulls,npm_id,npm_url,npm_latest_release_published_at,npm_dependent_project_count,npm_monthly_downloads,conda_dependent_project_count,cran_id,go_id,trending,gem_id,pypi,hex_id,bitbucket_id
125,sphinxcontrib.jupyter,A Sphinx Extension for Generating Jupyter Notebooks.,https://github.com/QuantEcon/sphinxcontrib-jupyter,,notebook-tools,18,True,QuantEcon/sphinxcontrib-jupyter,sphinxcontrib-jupyter,,https://github.com/QuantEcon/sphinxcontrib-jupyter,2017-10-12 04:04:05.000000,2021-01-05 06:44:51.000000,2020-06-18 03:28:01.000000,21.0,88.0,93.0,67.0,269.0,2020-06-18 03:31:10.000000,0.5.10,,606.0,23.0,24.0,20.0,13.0,https://pypi.org/project/sphinxcontrib-jupyter,BSD-3-Clause,2020-06-18 03:31:10.000000,4.0,606.0,,,,2.0,,,,,,,,,,,,,,,,,,
126,SystemdSpawner,Spawn JupyterHub single-user notebook servers with systemd.,https://github.com/jupyterhub/systemdspawner,,hub-spawners,18,True,jupyterhub/systemdspawner,jupyterhub-systemdspawner,,https://github.com/jupyterhub/systemdspawner,2016-09-06 07:20:44.000000,2020-12-07 14:41:34.000000,2020-12-07 14:41:33.000000,34.0,27.0,22.0,62.0,144.0,2020-12-07 11:49:55.000000,0.15.0,,1702.0,16.0,7.0,7.0,15.0,https://pypi.org/project/jupyterhub-systemdspawner,BSD-3-Clause,2020-12-07 11:49:55.000000,,1702.0,,,,3.0,,,,,,,,,,,,,,,,,,
127,niwidgets,Neuroimaging widgets for jupyter notebooks.,https://github.com/nipy/niwidgets,,widgets,18,True,nipy/niwidgets,niwidgets,,https://github.com/nipy/niwidgets,2017-09-11 22:20:27.000000,2020-11-18 21:51:04.000000,2020-03-24 14:27:42.000000,30.0,16.0,17.0,61.0,242.0,2018-06-07 12:51:19.000000,0.2.2,,306.0,5.0,20.0,20.0,16.0,https://pypi.org/project/niwidgets,Apache-2.0,2019-04-23 08:43:52.000000,,306.0,,,,3.0,,,,,,,,,,,,,,,,,,
128,mkdocs-jupyter,Use Jupyter Notebook in mkdocs.,https://github.com/danielfrg/mkdocs-jupyter,,notebook-sharing,18,True,danielfrg/mkdocs-jupyter,mkdocs-jupyter,,https://github.com/danielfrg/mkdocs-jupyter,2019-12-18 02:11:34.000000,2020-10-30 02:08:29.000000,2020-10-30 02:08:27.000000,4.0,4.0,11.0,38.0,65.0,2020-10-08 20:54:39.000000,0.15.1,,1721.0,10.0,64.0,64.0,4.0,https://pypi.org/project/mkdocs-jupyter,Apache-2.0,2020-10-08 20:54:39.000000,,1721.0,,,,3.0,,,,,,,,,,,,,,,,,,
129,Matlab Kernel,Jupyter Kernel for Matlab.,https://github.com/Calysto/matlab_kernel,,kernels,17,True,calysto/matlab_kernel,matlab_kernel,,https://github.com/Calysto/matlab_kernel,2015-01-31 12:51:06.000000,2020-11-09 20:41:50.000000,2020-11-09 20:41:43.000000,68.0,22.0,99.0,364.0,210.0,2018-11-30 21:07:39.000000,0.16.1,,891.0,44.0,1.0,,17.0,https://pypi.org/project/matlab_kernel,BSD-3-Clause,2018-11-30 21:07:39.000000,1.0,891.0,,,,3.0,,,,,,,,,,,,,,,,,,
130,treon,Easy to use test framework for Jupyter Notebooks.,https://github.com/ReviewNB/treon,,notebook-tools,17,True,ReviewNB/treon,treon,,https://github.com/ReviewNB/treon,2019-03-29 15:02:35.000000,2020-10-08 09:00:07.000000,2020-10-08 09:00:06.000000,17.0,4.0,9.0,257.0,56.0,2019-11-28 16:00:27.000000,0.1.3,,1857.0,4.0,25.0,24.0,4.0,https://pypi.org/project/treon,MIT,2019-11-28 16:00:27.000000,1.0,1857.0,,,,3.0,,,,,,,,,,,,,,,,,,
131,blackcellmagic,IPython magic command to format python code in cell using black.,https://github.com/csurfer/blackcellmagic,,magic,17,False,csurfer/blackcellmagic,blackcellmagic,,https://github.com/csurfer/blackcellmagic,2018-04-25 14:27:26.000000,2020-08-07 13:12:52.000000,2019-04-11 00:12:09.000000,8.0,4.0,5.0,248.0,16.0,2018-04-25 14:57:45.000000,0.0.2,,1922.0,2.0,106.0,105.0,3.0,https://pypi.org/project/blackcellmagic,MIT,2019-04-11 00:12:42.000000,1.0,1922.0,,,,3.0,,,,,,,,,,,,,,,,,,
132,LFortran,Official mirror of https://gitlab.com/lfortran/lfortran. Please submit pull requests (PR) there. Any PR sent here will..,https://github.com/lfortran/lfortran,,kernels,17,True,lfortran/lfortran,lfortran,conda-forge/lfortran,https://github.com/lfortran/lfortran,2019-03-24 13:22:20.000000,2020-12-08 19:29:59.000000,2020-12-08 19:29:42.000000,12.0,,,191.0,3878.0,2019-07-26 16:49:50.000000,0.3.0,,886.0,6.0,,,5.0,https://pypi.org/project/lfortran,MIT,2020-07-31 19:39:55.000000,,54.0,https://anaconda.org/conda-forge/lfortran,2020-10-09 05:53:32.292000,14986.0,3.0,,,,,,,,,,,,,,,,,,
133,JupyterLab Go-To-Definition,Navigate to variable's definition with a click in JupyterLab (or with a few key strokes).,https://github.com/krassowski/jupyterlab-go-to-definition,,lab-extensions,17,True,krassowski/jupyterlab-go-to-definition,,,https://github.com/krassowski/jupyterlab-go-to-definition,2018-12-22 01:18:42.000000,2020-03-16 22:19:05.000000,2020-03-16 22:19:04.000000,5.0,9.0,13.0,179.0,88.0,2020-03-14 15:54:46.503000,1.0.0,,9611.0,19.0,12.0,10.0,2.0,,BSD-3-Clause,,,,,,,2.0,,,,,,@krassowski/jupyterlab_go_to_definition,https://www.npmjs.com/package/@krassowski/jupyterlab_go_to_definition,2020-03-14 15:54:46.503000,2.0,9611.0,,,,,,,,
134,SciJava Kernel,Write SciJava scripts in Jupyter notebook!.,https://github.com/scijava/scijava-jupyter-kernel,,kernels,17,False,scijava/scijava-jupyter-kernel,,conda-forge/scijava-jupyter-kernel,https://github.com/scijava/scijava-jupyter-kernel,2017-01-31 01:16:24.000000,2019-08-27 12:36:47.000000,2019-08-27 12:36:11.000000,37.0,14.0,69.0,165.0,393.0,2017-06-02 21:19:27.000000,0.5.0,65.0,1379.0,15.0,,,8.0,,Apache-2.0,,,,https://anaconda.org/conda-forge/scijava-jupyter-kernel,2018-03-03 15:23:41.430000,62045.0,3.0,,,,,,,,,,,,,,,,,,
135,JupyterLab Chart Editor,JupyterLab extension for Plotly's react-chart-editor.,https://github.com/plotly/jupyterlab-chart-editor,,lab-renderer,17,True,plotly/jupyterlab-chart-editor,,,https://github.com/plotly/jupyterlab-chart-editor,2018-01-23 18:18:38.000000,2020-09-10 13:28:02.000000,2020-09-10 13:27:10.000000,14.0,11.0,18.0,158.0,67.0,2020-09-10 13:27:49.999000,4.10.0,,2461.0,11.0,3.0,3.0,5.0,,BSD-3-Clause,,,,,,,3.0,,,,,,jupyterlab-chart-editor,https://www.npmjs.com/package/jupyterlab-chart-editor,2020-09-10 13:27:49.999000,,2461.0,,,,,,,,
136,bookstore,Notebook storage and publishing workflows for the masses.,https://github.com/nteract/bookstore,,notebook-sharing,17,False,nteract/bookstore,bookstore,,https://github.com/nteract/bookstore,2018-10-16 18:54:00.000000,2019-12-09 16:52:17.000000,2019-12-09 16:52:07.000000,16.0,34.0,39.0,155.0,619.0,2019-12-09 16:49:29.000000,2.5.1,,2381.0,18.0,4.0,3.0,7.0,https://pypi.org/project/bookstore,BSD-3-Clause,2019-12-09 16:49:29.000000,1.0,2381.0,,,,3.0,,,,,,,,,,,,,,,,,,
137,nbmake-action,GitHub Action for testing notebooks.,https://github.com/treebeardtech/nbmake-action,,notebook-tools,17,True,treebeardtech/nbmake-action,,,https://github.com/treebeardtech/nbmake-action,2020-02-06 15:49:32.000000,2020-12-16 14:00:44.000000,2020-12-16 14:00:39.000000,6.0,,23.0,152.0,731.0,2020-12-11 15:26:11.000000,0.2.1,,,5.0,55.0,55.0,2.0,,Apache-2.0,,,,,,,3.0,,,,,,,,,,,,,,,,,,
138,JupyterLab SideCar,A sidecar output widget for JupyterLab.,https://github.com/jupyter-widgets/jupyterlab-sidecar,,lab-extensions,17,True,jupyter-widgets/jupyterlab-sidecar,sidecar,,https://github.com/jupyter-widgets/jupyterlab-sidecar,2018-03-26 09:23:58.000000,2020-10-31 18:06:03.000000,2020-04-16 22:22:44.000000,32.0,27.0,7.0,149.0,31.0,2020-04-16 21:38:16.000000,0.4.0,,2350.0,5.0,5.0,3.0,8.0,https://pypi.org/project/sidecar,BSD-3-Clause,2020-04-16 21:38:16.000000,2.0,933.0,,,,2.0,,,,,,@jupyter-widgets/jupyterlab-sidecar,https://www.npmjs.com/package/@jupyter-widgets/jupyterlab-sidecar,2020-04-16 21:17:17.225000,,1417.0,,,,,,,,
139,ipytest,Pytest in IPython notebooks.,https://github.com/chmp/ipytest,,notebook-tools,17,True,chmp/ipytest,ipytest,,https://github.com/chmp/ipytest,2016-02-07 20:24:41.000000,2020-07-25 11:36:37.000000,2020-07-25 11:36:09.000000,10.0,3.0,35.0,133.0,127.0,2020-07-12 13:54:01.000000,0.9.0,,2631.0,22.0,106.0,84.0,3.0,https://pypi.org/project/ipytest,MIT,2020-07-12 13:54:01.000000,22.0,2631.0,,,,3.0,,,,,,,,,,,,,,,,,,
140,ipyexperiments,jupyter/ipython experiment containers for GPU and general RAM re-use.,https://github.com/stas00/ipyexperiments,,notebook-tools,17,True,stas00/ipyexperiments,ipyexperiments,,https://github.com/stas00/ipyexperiments,2018-11-15 01:19:40.000000,2020-11-17 04:11:19.000000,2020-11-17 04:11:16.000000,9.0,,4.0,123.0,177.0,2020-11-16 07:08:34.000000,0.1.22,,200.0,21.0,4.0,2.0,3.0,https://pypi.org/project/ipyexperiments,Apache-2.0,2020-11-17 04:10:43.000000,2.0,200.0,,,,3.0,,,,,,,,,,,,,,,,,,
141,JupyterLab IFrame,JupyterLab iframe widget.,https://github.com/timkpaine/jupyterlab_iframe,,lab-extensions,17,True,timkpaine/jupyterlab_iframe,jupyterlab_iframe,,https://github.com/timkpaine/jupyterlab_iframe,2018-03-12 02:34:47.000000,2021-01-05 03:55:01.000000,2021-01-05 03:54:59.000000,9.0,5.0,52.0,59.0,,2020-10-14 21:46:47.979000,0.2.3,,1287.0,17.0,11.0,3.0,3.0,https://pypi.org/project/jupyterlab_iframe,Apache-2.0,2019-06-29 16:55:52.000000,8.0,267.0,,,,2.0,,,,,,jupyterlab_iframe,https://www.npmjs.com/package/jupyterlab_iframe,2020-10-14 21:46:47.979000,,1020.0,,,,-1.0,,,,
142,JupyterLab HDF5,"Open and explore HDF5 files in JupyterLab. Can handle very large (TB) sized files, and datasets of any dimensionality.",https://github.com/jupyterlab/jupyterlab-hdf5,,lab-extensions,17,True,jupyterlab/jupyterlab-hdf5,jupyterlab_hdf,,https://github.com/jupyterlab/jupyterlab-hdf5,2018-10-02 18:20:20.000000,2020-12-18 10:53:43.000000,2020-12-17 16:55:54.000000,10.0,14.0,23.0,50.0,218.0,2020-12-17 06:29:52.673000,0.5.1,,1510.0,7.0,,,4.0,https://pypi.org/project/jupyterlab_hdf,BSD-3-Clause,2020-12-15 00:15:49.000000,,479.0,,,,2.0,,,,,,@jupyterlab/hdf5,https://www.npmjs.com/package/@jupyterlab/hdf5,2020-12-17 06:29:52.673000,,1031.0,,,,,,,,
143,JupyterLab Vim,Vim notebook cell bindings for JupyterLab.,https://github.com/jwkvam/jupyterlab-vim,,lab-extensions,16,False,jwkvam/jupyterlab-vim,,,https://github.com/jwkvam/jupyterlab-vim,2017-12-02 21:16:38.000000,2020-06-24 20:08:48.000000,2019-07-16 04:37:36.000000,70.0,49.0,40.0,817.0,60.0,2019-07-16 04:35:55.953000,0.11.0,,862.0,14.0,3.0,3.0,8.0,,MIT,,,,,,,3.0,,,,,,jupyterlab_vim,https://www.npmjs.com/package/jupyterlab_vim,2019-07-16 04:35:55.953000,,862.0,,,,,,,,
144,IJava,A Jupyter kernel for executing Java code.,https://github.com/SpencerPark/IJava,,kernels,16,False,SpencerPark/IJava,,,https://github.com/SpencerPark/IJava,2017-10-08 04:42:46.000000,2020-09-28 07:59:11.000000,2019-12-08 22:22:20.000000,103.0,53.0,55.0,578.0,90.0,2019-05-06 03:28:50.000000,1.3.0,40289.0,1299.0,5.0,,,4.0,,MIT,,,,,,,3.0,,,,,,,,,,,,,,,,,,
145,F# Kernel,F# for Jupyter Notebooks.,https://github.com/fsprojects/IfSharp,,kernels,16,True,fsprojects/IfSharp,,,https://github.com/fsprojects/IfSharp,2013-12-03 21:25:01.000000,2020-09-10 16:17:07.000000,2020-09-10 16:17:02.000000,68.0,13.0,126.0,422.0,335.0,2020-03-08 20:03:38.000000,3.0.4,5081.0,66.0,15.0,,,27.0,,BSD-3-Clause,,,,,,,3.0,fsprojects/ifsharp,https://hub.docker.com/r/fsprojects/ifsharp,2019-03-26 17:01:42.996172,,486.0,,,,,,,,,,,,,
146,nbgather,Spit shine for Jupyter notebooks.,https://github.com/microsoft/gather,,lab-extensions,16,True,microsoft/gather,,,https://github.com/microsoft/gather,2018-10-08 23:32:10.000000,2020-12-11 16:43:26.000000,2020-02-14 15:11:45.000000,25.0,9.0,16.0,341.0,343.0,2020-02-06 15:50:53.838000,0.6.1,,137.0,9.0,,,12.0,,MIT,,,,,,,3.0,,,,,,nbgather,https://www.npmjs.com/package/nbgather,2020-02-06 15:50:53.838000,,137.0,,,,,,,,
147,Lantern,Data exploration glue.,https://github.com/timkpaine/lantern,,lab-extensions,16,True,timkpaine/lantern,pylantern,,https://github.com/timkpaine/lantern,2017-07-15 03:49:10.000000,2020-12-15 00:24:38.000000,2020-12-15 00:24:32.000000,20.0,9.0,188.0,282.0,494.0,2020-02-02 22:32:28.000000,0.1.6,,113.0,26.0,15.0,14.0,2.0,https://pypi.org/project/pylantern,Apache-2.0,2020-02-02 22:31:39.000000,1.0,113.0,,,,3.0,,,,,,,,,,,,,,,,,,
148,nbopen,Open a Jupyter notebook in the best available server.,https://github.com/takluyver/nbopen,,notebook-tools,16,False,takluyver/nbopen,nbopen,,https://github.com/takluyver/nbopen,2014-07-09 03:24:47.000000,2018-04-25 07:37:01.000000,2018-04-25 07:36:18.000000,41.0,35.0,24.0,253.0,57.0,2017-09-08 07:23:49.000000,0.4.3,,648.0,9.0,6.0,,10.0,https://pypi.org/project/nbopen,BSD-3-Clause,2018-04-25 07:36:48.000000,6.0,648.0,,,,3.0,,,,,,,,,,,,,,,,,,
149,ThebeLab,ThebeLab: turning static HTML pages into live documents.,https://github.com/executablebooks/thebe,,notebook-sharing,16,True,executablebooks/thebe,,,https://github.com/executablebooks/thebe,2017-03-14 12:17:22.000000,2021-01-05 09:27:24.000000,2021-01-05 09:27:23.000000,42.0,64.0,50.0,181.0,493.0,2020-12-23 10:50:03.000000,0.6.0,,,1.0,,,23.0,,BSD-3-Clause,,,,,,,3.0,,,,,,,,,,,,,,,,,,
150,JupyterLab Data Explorer,First class datasets in JupyterLab.,https://github.com/jupyterlab/jupyterlab-data-explorer,,lab-extensions,16,True,jupyterlab/jupyterlab-data-explorer,,,https://github.com/jupyterlab/jupyterlab-data-explorer,2019-01-03 21:57:42.000000,2020-05-24 13:16:18.000000,2020-05-24 13:16:16.000000,26.0,52.0,34.0,142.0,426.0,2019-10-03 18:34:08.594000,3.0.0,,133.0,17.0,14.0,10.0,9.0,,BSD-3-Clause,,,,,,,3.0,,,,,,@jupyterlab/dataregistry-extension,https://www.npmjs.com/package/@jupyterlab/dataregistry-extension,2019-10-03 18:34:08.594000,4.0,133.0,,,,-1.0,,,,
151,ML Hub,Multi-user development platform for machine learning teams. Simple to setup within minutes.,https://github.com/ml-tooling/ml-hub,,notebook-environments,16,True,ml-tooling/ml-hub,,,https://github.com/ml-tooling/ml-hub,2019-06-26 15:05:50.000000,2020-10-19 09:31:37.000000,2020-10-02 15:10:06.000000,27.0,10.0,6.0,132.0,217.0,2020-02-03 15:59:07.000000,1.0.0,589.0,2173.0,8.0,,,5.0,,Apache-2.0,,,,,,,3.0,mltooling/ml-hub,https://hub.docker.com/r/mltooling/ml-hub,2020-02-18 09:26:53.302538,5.0,40614.0,,,,,,,,,,,,,
152,JupyterLab Spellchecker,Spellchecker for jupyterlab notebook markdown cells.,https://github.com/ijmbarr/jupyterlab_spellchecker,,lab-extensions,16,True,ijmbarr/jupyterlab_spellchecker,,,https://github.com/ijmbarr/jupyterlab_spellchecker,2018-04-02 07:47:30.000000,2020-12-08 15:33:21.000000,2020-12-08 15:32:02.000000,14.0,8.0,16.0,94.0,49.0,2020-10-26 22:18:07.244000,0.1.10,,4262.0,11.0,1.0,1.0,5.0,,BSD-3-Clause,,,,,,,3.0,,,,,,@ijmbarr/jupyterlab_spellchecker,https://www.npmjs.com/package/@ijmbarr/jupyterlab_spellchecker,2020-10-26 22:18:07.244000,,4262.0,,,,,,,,
153,Collapsible Headings,Implements Collapsible Headers for Jupyter Lab Notebooks.,https://github.com/aquirdTurtle/Collapsible_Headings,,lab-extensions,16,True,aquirdTurtle/Collapsible_Headings,,,https://github.com/aquirdTurtle/Collapsible_Headings,2019-07-29 01:45:30.000000,2020-12-28 06:22:46.629000,2020-12-28 06:17:14.000000,5.0,10.0,18.0,91.0,82.0,2020-12-28 06:22:46.629000,2.3.0,,4641.0,17.0,,,5.0,,BSD-3-Clause,,,,,,,3.0,,,,,,@aquirdturtle/collapsible_headings,https://www.npmjs.com/package/@aquirdturtle/collapsible_headings,2020-12-28 06:22:46.629000,,4641.0,,,,,,,,
154,Content Management,Jupyter Content Management Extensions.,https://github.com/jupyter-incubator/contentmanagement,,jupyter-extensions,16,False,jupyter-incubator/contentmanagement,jupyter_cms,conda-forge/jupyter_cms,https://github.com/jupyter-incubator/contentmanagement,2015-09-21 15:41:02.000000,2020-10-15 16:27:20.124000,2018-06-11 01:51:34.000000,24.0,7.0,20.0,74.0,136.0,2017-04-05 01:49:01.000000,0.7.0,,1152.0,12.0,5.0,,7.0,https://pypi.org/project/jupyter_cms,BSD-3-Clause,2017-04-05 01:49:01.000000,5.0,151.0,https://anaconda.org/conda-forge/jupyter_cms,2020-10-15 16:27:20.124000,52076.0,3.0,,,,,,,,,,,,,,,,,,
155,Neon Theme,"A flat, 80's neon inspired theme for JupyterLab.",https://github.com/yeebc/jupyterlab-neon-theme,,lab-themes,16,True,yeebc/jupyterlab-neon-theme,,,https://github.com/yeebc/jupyterlab-neon-theme,2019-09-27 14:29:10.000000,2020-11-24 00:28:42.000000,2020-11-24 00:28:25.000000,4.0,1.0,8.0,72.0,36.0,2020-11-06 18:23:46.264000,3.0.0,,2344.0,18.0,1.0,1.0,3.0,,BSD-3-Clause,,,,,,,1.0,,,,,,@yeebc/jupyterlab_neon_theme,https://www.npmjs.com/package/@yeebc/jupyterlab_neon_theme,2020-11-06 18:23:46.264000,,2344.0,,,,,,,,
156,Rsession Proxy,Jupyter extensions for running an RStudio rsession proxy.,https://github.com/jupyterhub/jupyter-rsession-proxy,,jupyter-extensions,16,True,jupyterhub/jupyter-rsession-proxy,jupyter-rsession-proxy,,https://github.com/jupyterhub/jupyter-rsession-proxy,2016-12-09 06:26:18.000000,2020-10-28 22:05:20.000000,2020-10-28 22:05:14.000000,47.0,22.0,33.0,69.0,176.0,2020-05-09 03:29:47.000000,v1.2.0,,582.0,8.0,20.0,20.0,16.0,https://pypi.org/project/jupyter-rsession-proxy,BSD-3-Clause,2020-05-09 03:33:22.000000,,582.0,,,,3.0,,,,,,,,,,,,,,,,,,
157,jupyter-archive,"A Jupyter/Jupyterlab extension to make, download and extract archive files.",https://github.com/jupyterlab-contrib/jupyter-archive,,jupyter-extensions,16,True,jupyterlab-contrib/jupyter-archive,,conda-forge/jupyter-archive,https://github.com/jupyterlab-contrib/jupyter-archive,2019-07-25 17:15:19.000000,2021-01-03 14:04:18.363000,2021-01-03 13:49:41.000000,5.0,1.0,22.0,34.0,160.0,2021-01-03 10:46:26.000000,3.0.0-post1,3251.0,884.0,15.0,,,6.0,,BSD-3-Clause,,,,https://anaconda.org/conda-forge/jupyter-archive,2021-01-03 14:04:18.363000,10034.0,3.0,,,,,,,,,,,,,,,,,,
158,SudoSpawner,Spawn JupyterHub single-user servers with sudo.,https://github.com/jupyterhub/sudospawner,,hub-spawners,16,False,jupyterhub/sudospawner,sudospawner,,https://github.com/jupyterhub/sudospawner,2014-11-24 23:21:36.000000,2019-06-30 20:16:49.000000,2019-06-30 20:16:48.000000,30.0,13.0,19.0,32.0,107.0,2018-06-19 13:50:35.000000,0.5.2,,1032.0,8.0,31.0,30.0,13.0,https://pypi.org/project/sudospawner,BSD-3-Clause,2018-06-19 13:50:35.000000,1.0,1032.0,,,,3.0,,,,,,,,,,,,,,4.0,,,,
159,First Use Authenticator,JupyterHub Authenticator that lets users set passwords when they first log in.,https://github.com/jupyterhub/firstuseauthenticator,,hub-auth,16,True,jupyterhub/firstuseauthenticator,jupyterhub-firstuseauthenticator,,https://github.com/jupyterhub/firstuseauthenticator,2016-10-25 03:09:14.000000,2020-10-28 21:57:40.000000,2020-10-28 21:57:33.000000,19.0,3.0,14.0,31.0,73.0,2020-03-18 10:11:00.000000,0.14.1,,2559.0,7.0,38.0,35.0,11.0,https://pypi.org/project/jupyterhub-firstuseauthenticator,BSD-3-Clause,2020-03-18 10:11:00.000000,3.0,2559.0,,,,2.0,,,,,,,,,,,,,,,,,,
160,geonotebook,A Jupyter notebook extension for geospatial visualization and analysis.,https://github.com/OpenGeoscience/geonotebook,,widgets,15,False,OpenGeoscience/geonotebook,,,https://github.com/OpenGeoscience/geonotebook,2016-07-26 19:48:45.000000,2019-01-21 18:59:02.250643,2019-01-21 15:53:00.000000,132.0,37.0,46.0,998.0,647.0,,,,2430.0,,,,9.0,,Apache-2.0,,,,,,,3.0,geonotebook/geonotebook,https://hub.docker.com/r/geonotebook/geonotebook,2019-01-21 18:59:02.250643,4.0,131227.0,,,,,,,,,,,,,
161,heat,IPython magic command to profile and view your python code as a heat map.,https://github.com/csurfer/pyheatmagic,,magic,15,False,csurfer/pyheatmagic,py-heat-magic,,https://github.com/csurfer/pyheatmagic,2017-08-18 20:35:01.000000,2018-04-21 09:16:49.000000,2018-04-21 09:16:37.000000,17.0,2.0,3.0,724.0,32.0,,,,202.0,2.0,21.0,21.0,3.0,https://pypi.org/project/py-heat-magic,MIT,2017-08-19 16:11:38.000000,,202.0,,,,3.0,,,,,,,,,,,,,,,,,,
162,clojupyter,a Jupyter kernel for Clojure.,https://github.com/clojupyter/clojupyter,,kernels,15,True,clojupyter/clojupyter,,simplect/clojupyter,https://github.com/clojupyter/clojupyter,2014-05-09 07:09:06.000000,2020-09-28 18:14:52.000000,2020-06-06 09:34:06.000000,82.0,15.0,68.0,662.0,258.0,,,,99.0,7.0,,,22.0,,MIT,,,,https://anaconda.org/simplect/clojupyter,2020-03-02 14:14:22.302000,1735.0,3.0,simplect/clojupyter,https://hub.docker.com/r/simplect/clojupyter,2019-04-25 08:25:07.304303,,256.0,,,,,,,,,,,,,
163,bokeh-notebooks,Interactive Web Plotting with Bokeh in IPython notebook.,https://github.com/bokeh/bokeh-notebooks,,widgets,15,True,bokeh/bokeh-notebooks,,,https://github.com/bokeh/bokeh-notebooks,2014-07-07 16:42:49.000000,2020-12-29 19:01:14.000000,2020-12-29 19:01:13.000000,605.0,3.0,39.0,619.0,241.0,,,,,,,,36.0,,BSD-3-Clause,,,,,,,3.0,,,,,,,,,,,,,,,,,,
164,Wolfram Kernel,Wolfram Language kernel for Jupyter notebooks.,https://github.com/WolframResearch/WolframLanguageForJupyter,,kernels,15,True,WolframResearch/WolframLanguageForJupyter,,,https://github.com/WolframResearch/WolframLanguageForJupyter,2019-01-18 19:37:06.000000,2020-12-15 17:18:32.000000,2020-12-15 17:18:31.000000,58.0,17.0,61.0,497.0,138.0,,,2920.0,153.0,2.0,,,6.0,,MIT,,,,,,,3.0,,,,,,,,,,,,,,,,,,
165,py_d3,D3 block magic for Jupyter notebook.,https://github.com/ResidentMario/py_d3,,magic,15,False,ResidentMario/py_d3,py_d3,,https://github.com/ResidentMario/py_d3,2016-08-28 03:38:28.000000,2019-03-17 04:32:12.000000,2019-03-17 04:32:05.000000,34.0,2.0,14.0,427.0,38.0,2018-03-28 15:38:57.000000,0.3.0,,688.0,9.0,,,3.0,https://pypi.org/project/py_d3,MIT,2018-03-28 15:38:57.000000,,688.0,,,,3.0,,,,,,,,,,,,,,,,,,
166,JupyterLab SQL,SQL GUI for JupyterLab.,https://github.com/pbugnion/jupyterlab-sql,,lab-extensions,15,True,pbugnion/jupyterlab-sql,jupyterlab_sql,,https://github.com/pbugnion/jupyterlab-sql,2019-02-01 09:37:05.000000,2020-07-19 04:56:41.000000,2020-01-04 12:02:35.000000,35.0,40.0,37.0,325.0,634.0,2019-09-21 11:12:29.000000,0.3.3,,435.0,41.0,,,2.0,https://pypi.org/project/jupyterlab_sql,MIT,2020-01-04 11:56:53.000000,,435.0,,,,3.0,,,,,,,,,,,,,,,,,,
167,IElixir,Jupyter's kernel for Elixir programming language.,https://github.com/pprzetacznik/IElixir,,kernels,15,True,pprzetacznik/IElixir,,,https://github.com/pprzetacznik/IElixir,2015-07-06 11:39:08.000000,2020-11-15 22:43:52.347598,2020-11-15 22:26:25.000000,39.0,10.0,20.0,309.0,277.0,2020-11-15 17:48:03.000000,0.9.21,,2.0,8.0,,,16.0,,Apache-2.0,,,,,,,3.0,pprzetacznik/ielixir,https://hub.docker.com/r/pprzetacznik/ielixir,2020-11-15 22:43:52.347598,1.0,163.0,,,,,,,,,,,,ielixir,
168,JupyterLab Voyager,JupyterLab extension visualize data with Voyager.,https://github.com/altair-viz/jupyterlab_voyager,,lab-renderer,15,False,altair-viz/jupyterlab_voyager,,,https://github.com/altair-viz/jupyterlab_voyager,2017-08-26 15:50:13.000000,2020-12-30 23:10:43.000000,2019-08-14 17:21:34.000000,27.0,40.0,19.0,234.0,87.0,2019-05-17 22:15:51.663000,1.0.2,,120.0,5.0,,,6.0,,BSD-3-Clause,,,,,,,3.0,,,,,,jupyterlab_voyager,https://www.npmjs.com/package/jupyterlab_voyager,2019-08-14 17:26:02.030000,,120.0,,,,,,,,
169,JupyterLab Tensorboard,Tensorboard extension for jupyterlab.,https://github.com/chaoleili/jupyterlab_tensorboard,,lab-extensions,15,True,chaoleili/jupyterlab_tensorboard,,,https://github.com/chaoleili/jupyterlab_tensorboard,2018-08-14 12:36:26.000000,2020-06-27 13:41:18.000000,2020-06-27 13:40:51.000000,19.0,14.0,8.0,230.0,23.0,2020-06-27 13:40:43.778000,0.2.1,,6685.0,9.0,2.0,2.0,4.0,,MIT,,,,,,,3.0,,,,,,jupyterlab_tensorboard,https://www.npmjs.com/package/jupyterlab_tensorboard,2020-06-27 13:40:43.778000,,6685.0,,,,,,,,
