,name,description,homepage,resource,category,projectrank,show,github_id,pypi_id,conda_id,github_url,created_at,updated_at,last_commit_pushed_at,fork_count,open_issue_count,closed_issue_count,star_count,commit_count,latest_stable_release_published_at,latest_stable_release_number,github_release_downloads,monthly_downloads,release_count,dependent_project_count,github_dependent_project_count,contributor_count,pypi_url,license,pypi_latest_release_published_at,pypi_dependent_project_count,pypi_monthly_downloads,conda_url,conda_latest_release_published_at,conda_total_downloads,projectrank_placing,dockerhub_id,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_stars,dockerhub_pulls,npm_id,npm_url,npm_latest_release_published_at,npm_dependent_project_count,npm_monthly_downloads,conda_dependent_project_count,cran_id,go_id,trending,gem_id,pypi,hex_id,bitbucket_id
39,pythreejs,A Jupyter - Three.js bridge.,https://github.com/jupyter-widgets/pythreejs,,widgets,24,True,jupyter-widgets/pythreejs,pythreejs,conda-forge/pythreejs,https://github.com/jupyter-widgets/pythreejs,2013-12-23 17:02:11.000000,2020-12-20 23:49:12.000000,2020-10-09 09:41:09.000000,156.0,59.0,136.0,694.0,1594.0,2020-03-19 11:32:37.000000,2.2.1,,15120.0,42.0,36.0,15.0,24.0,https://pypi.org/project/pythreejs,BSD-3-Clause,2020-10-09 09:40:47.000000,13.0,6446.0,https://anaconda.org/conda-forge/pythreejs,2020-10-12 12:24:08.446000,255894.0,2.0,,,,,,jupyter-threejs,https://www.npmjs.com/package/jupyter-threejs,2020-03-19 11:22:13.041000,8.0,4105.0,,,,,,,,
40,KubeSpawner,Kubernetes spawner for JupyterHub.,https://github.com/jupyterhub/kubespawner,,hub-spawners,24,True,jupyterhub/kubespawner,jupyterhub-kubespawner,,https://github.com/jupyterhub/kubespawner,2015-11-21 07:02:52.000000,2020-12-23 21:49:26.000000,2020-12-21 08:34:00.000000,196.0,121.0,199.0,345.0,843.0,2020-10-23 04:05:40.000000,0.14.1,,2806.0,17.0,95.0,77.0,57.0,https://pypi.org/project/jupyterhub-kubespawner,BSD-3-Clause,2020-10-23 04:05:40.000000,18.0,2806.0,,,,1.0,,,,,,,,,,,,,,,,,,
41,jupyter-server-proxy,Jupyter notebook server extension to proxy web services.,https://github.com/jupyterhub/jupyter-server-proxy,,jupyter-extensions,24,True,jupyterhub/jupyter-server-proxy,jupyter-server-proxy,conda-forge/jupyter-server-proxy,https://github.com/jupyterhub/jupyter-server-proxy,2016-10-18 22:02:06.000000,2021-01-05 06:20:34.000000,2021-01-05 06:20:33.000000,79.0,62.0,63.0,138.0,539.0,2020-12-15 12:46:27.000000,1.5.2,,46961.0,18.0,692.0,598.0,47.0,https://pypi.org/project/jupyter-server-proxy,BSD-3-Clause,2020-12-15 12:46:27.000000,94.0,38391.0,https://anaconda.org/conda-forge/jupyter-server-proxy,2020-12-15 15:03:19.239000,197119.0,1.0,,,,,,,,,,,,,,,,,,
42,facets-overview,Visualizations for machine learning datasets.,https://github.com/PAIR-code/facets,,widgets,23,True,pair-code/facets,facets-overview,,https://github.com/PAIR-code/facets,2017-07-07 14:03:03.000000,2020-10-27 19:51:23.000000,2020-10-27 19:51:22.000000,788.0,70.0,75.0,6457.0,259.0,2019-07-24 15:33:29.000000,0.9.1,,27263.0,4.0,37.0,37.0,27.0,https://pypi.org/project/facets-overview,Apache-2.0,2019-07-24 15:33:29.000000,,27263.0,,,,2.0,,,,,,,,,,,,,,,,,,
43,nbdev,Create delightful python projects using Jupyter Notebooks.,https://github.com/fastai/nbdev,,notebook-tools,23,True,fastai/nbdev,nbdev,,https://github.com/fastai/nbdev,2019-11-18 17:37:35.000000,2021-01-04 15:36:21.000000,2020-12-24 19:20:26.000000,252.0,32.0,169.0,2451.0,1030.0,2020-10-16 18:00:53.000000,1.1.4,,25398.0,78.0,2.0,,53.0,https://pypi.org/project/nbdev,Apache-2.0,2020-10-16 18:00:53.000000,2.0,25398.0,,,,2.0,,,,,,,,,,,,,,,,,,
44,nbgrader,A system for assigning and grading notebooks.,https://github.com/jupyter/nbgrader,,jupyter-extensions,23,True,jupyter/nbgrader,nbgrader,conda-forge/nbgrader,https://github.com/jupyter/nbgrader,2014-09-13 03:27:36.000000,2020-12-15 22:30:52.000000,2020-11-09 11:21:07.000000,251.0,172.0,555.0,971.0,2892.0,2019-11-07 21:56:26.000000,0.6.1,,2969.0,23.0,18.0,,78.0,https://pypi.org/project/nbgrader,BSD-3-Clause,2019-11-07 21:54:11.000000,18.0,1384.0,https://anaconda.org/conda-forge/nbgrader,2020-04-03 14:56:13.923000,76086.0,2.0,,,,,,,,,,,,,,,,,,
45,DataLab,Interactive tools and developer experiences for Big Data on Google Cloud Platform.,https://github.com/googledatalab/datalab,,notebook-environments,23,True,googledatalab/datalab,datalab,,https://github.com/googledatalab/datalab,2014-08-06 18:37:34.000000,2020-09-09 05:30:44.000000,2020-09-09 05:30:42.000000,240.0,220.0,666.0,949.0,2053.0,2020-03-25 23:36:46.000000,1.2.0,,20248.0,18.0,12.0,,51.0,https://pypi.org/project/datalab,Apache-2.0,2020-03-25 23:36:46.000000,12.0,20248.0,,,,3.0,,,,,,,,,,,,,,,,,,
46,NBextensions Configurator,A jupyter notebook serverextension providing config interfaces for nbextensions.,https://github.com/Jupyter-contrib/jupyter_nbextensions_configurator,,jupyter-extensions,23,True,jupyter-contrib/jupyter_nbextensions_configurator,jupyter_nbextensions_configurator,,https://github.com/Jupyter-contrib/jupyter_nbextensions_configurator,2016-06-24 22:29:05.000000,2020-03-01 17:52:11.000000,2020-03-01 13:46:17.000000,87.0,43.0,29.0,793.0,488.0,2018-12-29 12:36:16.000000,0.4.1,,108066.0,13.0,314.0,,17.0,https://pypi.org/project/jupyter_nbextensions_configurator,BSD-3-Clause,2018-12-29 12:36:16.000000,314.0,108066.0,,,,2.0,,,,,,,,,,,,,,,,,,
47,DockerSpawner,Spawns JupyterHub single user servers in Docker containers.,https://github.com/jupyterhub/dockerspawner,,hub-spawners,23,True,jupyterhub/dockerspawner,dockerspawner,conda-forge/dockerspawner,https://github.com/jupyterhub/dockerspawner,2014-09-26 20:08:26.000000,2020-12-14 10:59:19.000000,2020-12-09 10:40:22.000000,246.0,106.0,124.0,359.0,540.0,2019-03-01 13:18:32.000000,0.11.1,,3206.0,13.0,94.0,80.0,59.0,https://pypi.org/project/dockerspawner,BSD-3-Clause,2019-04-25 09:02:42.000000,14.0,2947.0,https://anaconda.org/conda-forge/dockerspawner,2019-04-26 00:50:54.465000,6759.0,2.0,,,,,,,,,,,,,,,,,,
48,nbviewer,nbconvert as a web service: Render Jupyter Notebooks as static web pages.,https://github.com/jupyter/nbviewer,,notebook-sharing,22,True,jupyter/nbviewer,,,https://github.com/jupyter/nbviewer,2012-08-05 11:42:33.000000,2020-12-02 09:25:43.416709,2020-12-02 09:03:55.000000,474.0,144.0,398.0,1798.0,1382.0,,,,13297.0,,5.0,5.0,83.0,,BSD-3-Clause,,,,,,,2.0,jupyter/nbviewer,https://hub.docker.com/r/jupyter/nbviewer,2020-12-02 09:25:43.416709,25.0,1343024.0,,,,,,,,,,,,,
49,docker-python,Kaggle Python docker image.,https://github.com/Kaggle/docker-python,,notebook-environments,22,True,kaggle/docker-python,,,https://github.com/Kaggle/docker-python,2015-04-14 01:45:38.000000,2020-12-22 14:14:07.000000,2020-12-16 23:01:51.000000,672.0,16.0,228.0,1657.0,1818.0,2020-12-08 17:27:46.000000,993897c5431c85530f48a9fe6546d01decc42d91ab05f4d9eb31ab0da835fe90,,2722.0,27.0,,,137.0,,Apache-2.0,,,,,,,3.0,kaggle/python,https://hub.docker.com/r/kaggle/python,2020-12-11 21:41:17.491190,145.0,187834.0,,,,,,,,,,,,,
50,ML Workspace,All-in-one web-based IDE specialized for machine learning and data science.,https://github.com/ml-tooling/ml-workspace,,notebook-environments,22,True,ml-tooling/ml-workspace,,,https://github.com/ml-tooling/ml-workspace,2019-05-27 16:55:15.000000,2020-12-16 22:50:52.000000,2020-12-16 22:50:45.000000,195.0,25.0,44.0,1632.0,564.0,2020-12-13 13:06:31.000000,0.11.0,,15328.0,2.0,,,9.0,,Apache-2.0,,,,,,,3.0,mltooling/ml-workspace,https://hub.docker.com/r/mltooling/ml-workspace,2020-12-13 04:06:47.815087,14.0,306579.0,,,,,,,,,,,,,
51,IJavascript,IJavascript is a javascript kernel for the Jupyter notebook.,https://github.com/n-riesco/ijavascript,,kernels,22,True,n-riesco/ijavascript,,,https://github.com/n-riesco/ijavascript,2015-02-02 15:46:34.000000,2020-12-02 16:36:07.000000,2020-12-02 16:32:55.000000,121.0,49.0,145.0,1473.0,323.0,2019-09-26 17:24:18.653000,5.2.0,,1867.0,32.0,78.0,40.0,14.0,,BSD-3-Clause,,,,,,,1.0,,,,,,ijavascript,https://www.npmjs.com/package/ijavascript,2019-09-26 17:24:18.653000,38.0,1867.0,,,,,,,,
52,JupyterLab LSP,Language Server Protocol integration for JupyterLab (code navigation + hover suggestions + linters + autocompletion +..,https://github.com/krassowski/jupyterlab-lsp,,lab-extensions,22,True,krassowski/jupyterlab-lsp,,,https://github.com/krassowski/jupyterlab-lsp,2019-08-17 11:34:22.000000,2021-01-05 10:28:56.000000,2021-01-02 10:39:19.000000,45.0,101.0,157.0,677.0,1559.0,2021-01-02 10:48:02.000000,2.1.2,,16292.0,46.0,3.0,1.0,13.0,,BSD-3-Clause,,,,,,,1.0,,,,,,@krassowski/jupyterlab-lsp,https://www.npmjs.com/package/@krassowski/jupyterlab-lsp,2021-01-02 10:39:40.603000,2.0,16292.0,,,,,,,,
53,JupyterLab Debugger,"A visual debugger for Jupyter notebooks, consoles, and source files.",https://github.com/jupyterlab/debugger,,lab-extensions,22,True,jupyterlab/debugger,,,https://github.com/jupyterlab/debugger,2019-07-19 18:19:17.000000,2020-12-24 00:27:21.987000,2020-12-14 09:10:30.000000,30.0,30.0,234.0,430.0,1170.0,2020-12-24 00:27:21.987000,3.0.0,,24012.0,65.0,6.0,6.0,11.0,,BSD-3-Clause,,,,,,,1.0,,,,,,@jupyterlab/debugger,https://www.npmjs.com/package/@jupyterlab/debugger,2020-12-24 00:27:21.987000,0.0,24012.0,,,,,,,,
54,ipycanvas,Interactive Canvas in Jupyter.,https://github.com/martinRenou/ipycanvas,,widgets,22,True,martinRenou/ipycanvas,ipycanvas,conda-forge/ipycanvas,https://github.com/martinRenou/ipycanvas,2019-07-06 12:55:29.000000,2020-12-29 15:36:29.000000,2020-12-29 15:35:45.000000,30.0,18.0,52.0,389.0,315.0,2020-12-27 10:31:35.000000,0.8.1,,2518.0,23.0,73.0,73.0,9.0,https://pypi.org/project/ipycanvas,BSD-3-Clause,2020-12-19 10:31:06.000000,0.0,1542.0,https://anaconda.org/conda-forge/ipycanvas,2020-12-29 14:28:22.560000,15625.0,2.0,,,,,,,,,,,,,,,,,,
55,jupyter-dash,Develop Dash apps in the Jupyter Notebook and JupyterLab.,https://github.com/plotly/jupyter-dash,,widgets,22,True,plotly/jupyter-dash,jupyter-dash,,https://github.com/plotly/jupyter-dash,2020-04-26 18:43:59.000000,2020-11-28 16:50:40.000000,2020-08-04 21:38:08.000000,69.0,22.0,11.0,386.0,116.0,2020-08-04 21:44:16.000000,0.3.1,58.0,7619.0,11.0,200.0,200.0,3.0,https://pypi.org/project/jupyter-dash,MIT,2020-08-04 21:44:16.000000,0.0,7612.0,,,,2.0,,,,,,,,,,,,,,,,,,
56,vega,IPython/Jupyter notebook module for Vega and Vega-Lite.,https://github.com/vega/ipyvega,,widgets,22,True,vega/ipyvega,vega,conda-forge/vega,https://github.com/vega/ipyvega,2015-08-04 03:22:47.000000,2021-01-04 10:19:04.000000,2021-01-04 10:19:01.000000,46.0,8.0,79.0,291.0,469.0,2020-05-15 23:40:02.000000,3.4.0,,11727.0,37.0,148.0,,9.0,https://pypi.org/project/vega,BSD-3-Clause,2020-05-15 23:40:02.000000,148.0,4937.0,https://anaconda.org/conda-forge/vega,2020-12-10 15:03:57.175000,373503.0,2.0,,,,,,,,,,,,,,,,,,
57,LDAP Authenticator,LDAP Authenticator Plugin for Jupyter.,https://github.com/jupyterhub/ldapauthenticator,,hub-auth,22,True,jupyterhub/ldapauthenticator,jupyterhub-ldapauthenticator,conda-forge/jupyterhub-ldapauthenticator,https://github.com/jupyterhub/ldapauthenticator,2016-01-17 05:11:49.000000,2020-12-14 10:15:47.000000,2020-12-14 10:15:47.000000,143.0,53.0,70.0,138.0,162.0,2020-08-28 12:01:56.000000,1.3.2,,4171.0,9.0,68.0,61.0,28.0,https://pypi.org/project/jupyterhub-ldapauthenticator,BSD-3-Clause,2020-08-28 12:01:56.000000,7.0,3662.0,https://anaconda.org/conda-forge/jupyterhub-ldapauthenticator,2020-08-28 14:10:52.507000,15786.0,1.0,,,,,,,,,,,,,,,,,,
58,nbgitpuller,Jupyter server extension to sync a git repository one-way to a local path.,https://github.com/jupyterhub/nbgitpuller,,jupyter-extensions,22,True,jupyterhub/nbgitpuller,nbgitpuller,conda-forge/nbgitpuller,https://github.com/jupyterhub/nbgitpuller,2017-05-24 19:41:10.000000,2020-12-17 14:18:01.000000,2020-12-17 14:17:16.000000,42.0,33.0,54.0,122.0,326.0,2020-08-01 12:38:50.000000,0.9.0,,4349.0,13.0,255.0,240.0,20.0,https://pypi.org/project/nbgitpuller,BSD-3-Clause,2020-08-01 12:38:50.000000,15.0,3661.0,https://anaconda.org/conda-forge/nbgitpuller,2020-08-01 13:34:29.631000,13088.0,2.0,,,,,,,,,,,,,,,,,,
59,commuter,Notebook sharing hub.,https://github.com/nteract/commuter,,notebook-sharing,21,True,nteract/commuter,,,https://github.com/nteract/commuter,2017-01-03 22:23:32.000000,2020-12-11 17:46:35.000000,2020-12-11 17:46:27.000000,534.0,47.0,36.0,5330.0,607.0,2020-07-17 00:15:20.654000,5.10.1,,258.0,70.0,3.0,3.0,26.0,,BSD-3-Clause,,,,,,,2.0,,,,,,@nteract/commuter,https://www.npmjs.com/package/@nteract/commuter,2020-07-17 00:15:20.654000,,258.0,,,,,,,,
60,IHaskell,A Haskell kernel for IPython.,https://github.com/gibiansky/IHaskell,,kernels,21,True,gibiansky/IHaskell,,,https://github.com/gibiansky/IHaskell,2013-08-26 07:16:09.000000,2020-11-23 12:57:02.000000,2020-11-23 12:56:57.000000,231.0,37.0,650.0,2208.0,1877.0,2018-08-01 13:12:37.900000,0.0.5,,34.0,5.0,4.0,4.0,99.0,,MIT,,,,,,,1.0,,,,,,ihaskell_jupyterlab,https://www.npmjs.com/package/ihaskell_jupyterlab,2018-08-01 13:12:37.900000,,34.0,,,,,,,,
61,IRkernel,R kernel for Jupyter.,https://github.com/IRkernel/IRkernel,,kernels,21,True,IRkernel/IRkernel,,r/r-irkernel,https://github.com/IRkernel/IRkernel,2014-02-26 02:57:07.000000,2021-01-02 20:14:50.367200,2020-10-17 12:25:15.000000,277.0,41.0,490.0,1395.0,572.0,2020-07-20 12:11:32.000000,1.1.1,,3712.0,15.0,,,38.0,,MIT,,,,https://anaconda.org/r/r-irkernel,2020-03-10 23:18:20.173000,23556.0,1.0,jupyter/r-notebook,https://hub.docker.com/r/jupyter/r-notebook,2021-01-02 20:14:50.367200,34.0,279870.0,,,,,,,IRkernel,,,,,,
62,notedown,Markdown = IPython Notebook.,https://github.com/aaren/notedown,,notebook-sharing,21,False,aaren/notedown,notedown,conda-forge/notedown,https://github.com/aaren/notedown,2014-02-17 17:28:59.000000,2020-11-03 15:07:00.000000,2017-11-16 19:29:56.000000,83.0,37.0,29.0,748.0,264.0,2017-11-16 17:59:43.000000,1.5.1,,5216.0,26.0,127.0,107.0,7.0,https://pypi.org/project/notedown,BSD-2-Clause,2017-11-16 17:59:43.000000,20.0,4234.0,https://anaconda.org/conda-forge/notedown,2018-06-07 01:28:24.567000,30447.0,2.0,,,,,,,,,,,,,,,,,,
63,gmaps,Google maps for Jupyter notebooks.,https://github.com/pbugnion/gmaps,,widgets,21,False,pbugnion/gmaps,gmaps,conda-forge/gmaps,https://github.com/pbugnion/gmaps,2014-12-01 09:12:06.000000,2020-10-13 07:09:18.000000,2019-07-22 06:22:45.000000,141.0,63.0,135.0,694.0,1380.0,2019-07-21 08:49:48.715000,0.9.0,,9195.0,93.0,38.0,1.0,16.0,https://pypi.org/project/gmaps,BSD-3-Clause,2019-07-20 07:47:04.000000,37.0,3421.0,https://anaconda.org/conda-forge/gmaps,2019-08-02 11:56:50.940000,200452.0,2.0,,,,,,jupyter-gmaps,https://www.npmjs.com/package/jupyter-gmaps,2019-07-21 08:49:48.715000,,1219.0,,,,,,,,
64,Apache Toree,Jupyter kernel for Apache Spark.,https://github.com/apache/incubator-toree,,kernels,21,True,apache/incubator-toree,toree,,https://github.com/apache/incubator-toree,2016-01-07 08:00:06.000000,2020-09-28 04:37:49.000000,2020-08-23 17:51:13.000000,211.0,12.0,,663.0,1128.0,2018-11-12 20:46:34.000000,0.4.0,,6592.0,13.0,9.0,,101.0,https://pypi.org/project/toree,Apache-2.0,2020-08-01 16:46:23.000000,9.0,6592.0,,,,1.0,,,,,,,,,,,,,,,,,,
65,Stencila,Living documents for reproducible research.,https://github.com/stencila/stencila,,notebook-sharing,21,True,stencila/stencila,,,https://github.com/stencila/stencila,2012-05-31 02:43:31.000000,2021-01-02 06:56:17.000000,2020-12-21 22:37:33.000000,37.0,10.0,444.0,579.0,2655.0,2020-11-06 15:20:07.000000,0.34.3,1085.0,413.0,75.0,20.0,12.0,19.0,,Apache-2.0,,,,,,,2.0,stencila/cloud,https://hub.docker.com/r/stencila/cloud,2019-04-08 04:14:51.284193,,16454.0,stencila,https://www.npmjs.com/package/stencila,2020-11-06 15:20:04.059000,8.0,242.0,,,,,,,,
66,Code Formatter,A universal code formatter for JupyterLab.,https://github.com/ryantam626/jupyterlab_code_formatter,,lab-extensions,21,True,ryantam626/jupyterlab_code_formatter,jupyterlab_code_formatter,,https://github.com/ryantam626/jupyterlab_code_formatter,2018-08-12 20:50:17.000000,2021-01-01 17:05:10.000000,2021-01-01 17:04:45.000000,32.0,11.0,102.0,381.0,319.0,2021-01-01 14:25:45.000000,1.4.0,,16972.0,43.0,2.0,,26.0,https://pypi.org/project/jupyterlab_code_formatter,MIT,2021-01-01 14:25:45.000000,2.0,5137.0,,,,2.0,,,,,,@ryantam626/jupyterlab_code_formatter,https://www.npmjs.com/package/@ryantam626/jupyterlab_code_formatter,2020-11-17 21:18:29.546000,,11835.0,,,,,,,,
67,ipysheet,Jupyter handsontable integration.,https://github.com/QuantStack/ipysheet,,widgets,21,True,QuantStack/ipysheet,ipysheet,conda-forge/ipysheet,https://github.com/QuantStack/ipysheet,2017-07-10 13:46:31.000000,2020-12-11 01:50:40.000000,2020-04-30 08:50:34.000000,47.0,53.0,45.0,374.0,282.0,2020-04-30 08:53:17.000000,0.4.4,,9885.0,21.0,12.0,3.0,8.0,https://pypi.org/project/ipysheet,MIT,2020-04-30 08:53:17.000000,9.0,5206.0,https://anaconda.org/conda-forge/ipysheet,2020-10-12 16:07:52.593000,26558.0,2.0,,,,,,ipysheet,https://www.npmjs.com/package/ipysheet,2020-04-30 08:49:24.146000,,3573.0,,,,,,,,
68,Kernel Gateway,Jupyter Kernel Gateway.,https://github.com/jupyter/kernel_gateway,,kernels,21,True,jupyter/kernel_gateway,jupyter-kernel-gateway,,https://github.com/jupyter/kernel_gateway,2015-09-21 15:34:11.000000,2020-09-29 21:19:31.000000,2020-09-29 21:19:30.000000,99.0,12.0,149.0,330.0,537.0,2020-08-18 18:00:44.000000,2.4.3,73.0,15595.0,26.0,6.0,,36.0,https://pypi.org/project/jupyter-kernel-gateway,BSD-3-Clause,2020-08-18 17:56:44.000000,6.0,15593.0,,,,1.0,,,,,,,,,,,,,,,,,,
69,sos,SoS workflow system for daily data analysis.,https://github.com/vatlab/sos,,notebook-environments,21,True,vatlab/SOS,,,https://github.com/vatlab/sos,2016-02-13 00:46:46.000000,2020-12-24 18:02:13.000000,2020-12-24 18:02:09.000000,24.0,51.0,1340.0,191.0,7486.0,2019-05-21 01:06:30.000000,0.9.11,,,51.0,397.0,397.0,33.0,,BSD-3-Clause,,,,,,,3.0,,,,,,,,,,,,,,,,,,
70,Jupyter Sphinx,Sphinx extension for rendering of Jupyter interactive widgets.,https://github.com/jupyter/jupyter-sphinx,,notebook-tools,21,True,jupyter/jupyter-sphinx,jupyter_sphinx,,https://github.com/jupyter/jupyter-sphinx,2016-11-15 18:36:37.000000,2020-10-29 20:16:45.000000,2020-10-29 20:16:43.000000,34.0,29.0,66.0,99.0,327.0,2020-09-21 17:37:11.000000,0.3.2,,14920.0,8.0,17.0,,21.0,https://pypi.org/project/jupyter_sphinx,BSD-3-Clause,2018-08-06 23:12:20.000000,17.0,14920.0,,,,2.0,,,,,,,,,,,,,,,,,,
71,Knowledge Repo,A next-generation curated knowledge sharing platform for data scientists and other technical professions.,https://github.com/airbnb/knowledge-repo,,notebook-sharing,20,True,airbnb/knowledge-repo,knowledge-repo,,https://github.com/airbnb/knowledge-repo,2016-08-17 23:32:50.000000,2020-11-24 21:03:41.000000,2020-11-24 21:03:40.000000,607.0,125.0,158.0,4600.0,570.0,2020-05-22 17:48:59.000000,0.8.9,,264.0,29.0,1.0,,57.0,https://pypi.org/project/knowledge-repo,Apache-2.0,2020-05-22 17:48:59.000000,1.0,264.0,,,,3.0,,,,,,,,,,,,,,,,,,
72,Hydrogen,"Run code interactively, inspect data, and plot. All the power of Jupyter kernels, inside your favorite text editor.",https://github.com/nteract/hydrogen,,notebook-environments,20,True,nteract/hydrogen,,,https://github.com/nteract/hydrogen,2015-05-11 01:16:55.000000,2021-01-04 02:17:40.000000,2021-01-04 02:17:40.000000,316.0,133.0,1047.0,3651.0,2163.0,2020-10-15 19:50:11.000000,2.14.6,,,81.0,,,84.0,,MIT,,,,,,,3.0,,,,,,,,,,,,,,,,,,
73,gophernotes,The Go kernel for Jupyter notebooks and nteract.,https://github.com/gopherdata/gophernotes,,kernels,20,True,gopherdata/gophernotes,,,https://github.com/gopherdata/gophernotes,2016-01-22 19:22:16.000000,2020-10-28 18:05:00.000000,2020-10-28 18:04:49.000000,187.0,38.0,114.0,2750.0,377.0,2020-07-22 09:44:18.000000,0.7.1,36.0,1367.0,13.0,,,26.0,,MIT,,,,,,,2.0,gopherdata/gophernotes,https://hub.docker.com/r/gopherdata/gophernotes,2018-12-22 19:00:35.934804,5.0,82061.0,,,,,,,,github.com/gopherdata/gophernotes,,,,,
74,elyra,Elyra extends JupyterLab Notebooks with an AI centric approach.,https://github.com/elyra-ai/elyra,,lab-extensions,20,True,elyra-ai/elyra,elyra,conda-forge/elyra,https://github.com/elyra-ai/elyra,2019-10-22 21:37:58.000000,2021-01-04 18:30:53.000000,2020-12-31 19:01:12.000000,110.0,141.0,551.0,748.0,758.0,2020-12-14 22:47:14.000000,1.5.2,,845.0,35.0,12.0,12.0,15.0,https://pypi.org/project/elyra,Apache-2.0,2020-12-14 22:47:14.000000,0.0,550.0,https://anaconda.org/conda-forge/elyra,2020-12-15 01:45:19.706000,1479.0,2.0,,,,,,,,,,,,,,,,,,
75,Mapbox GL,Use Mapbox GL JS to visualize data in a Python Jupyter notebook.,https://github.com/mapbox/mapboxgl-jupyter,,widgets,20,False,mapbox/mapboxgl-jupyter,mapboxgl,,https://github.com/mapbox/mapboxgl-jupyter,2017-08-08 15:10:51.000000,2019-12-13 22:49:07.000000,2019-12-03 21:57:25.000000,119.0,34.0,67.0,551.0,220.0,2019-06-03 21:24:10.000000,0.10.2,,5449.0,20.0,105.0,87.0,20.0,https://pypi.org/project/mapboxgl,MIT,2019-06-02 15:18:57.000000,18.0,5449.0,,,,2.0,,,,,,,,,,,,,,,,,,
76,pivottablejs,"Dragndrop Pivot Tables and Charts for Jupyter/IPython Notebook, care of PivotTable.js.",https://github.com/nicolaskruchten/jupyter_pivottablejs,,widgets,20,False,nicolaskruchten/jupyter_pivottablejs,pivottablejs,,https://github.com/nicolaskruchten/jupyter_pivottablejs,2015-09-09 13:39:18.000000,2018-12-04 14:43:26.000000,2018-12-04 14:43:25.000000,53.0,16.0,37.0,409.0,32.0,2018-01-15 18:14:37.000000,0.9.0,,8264.0,10.0,152.0,138.0,3.0,https://pypi.org/project/pivottablejs,MIT,2018-01-15 18:14:37.000000,14.0,8264.0,,,,2.0,,,,,,,,,,,,,,,,,,
77,Appmode,A Jupyter extensions that turns notebooks into web applications.,https://github.com/oschuett/appmode,,jupyter-extensions,20,True,oschuett/appmode,appmode,conda-forge/appmode,https://github.com/oschuett/appmode,2017-03-17 13:33:53.000000,2020-10-15 12:54:37.292000,2020-06-09 08:15:17.000000,58.0,4.0,46.0,349.0,95.0,2020-06-09 08:23:50.000000,0.8.0,,4403.0,16.0,256.0,237.0,8.0,https://pypi.org/project/appmode,MIT,2020-06-09 08:23:50.000000,19.0,1876.0,https://anaconda.org/conda-forge/appmode,2020-10-15 12:54:37.292000,96057.0,2.0,,,,,,,,,,,,,,,,,,
78,JupyterLab Latex,JupyterLab extension for live editing of LaTeX documents.,https://github.com/jupyterlab/jupyterlab-latex,,lab-renderer,20,True,jupyterlab/jupyterlab-latex,jupyterlab_latex,,https://github.com/jupyterlab/jupyterlab-latex,2017-10-24 02:12:37.000000,2020-11-18 21:14:08.000000,2020-08-11 15:42:16.000000,43.0,41.0,30.0,337.0,308.0,2020-08-11 15:42:42.282000,2.0.1,,3541.0,15.0,3.0,2.0,14.0,https://pypi.org/project/jupyterlab_latex,BSD-3-Clause,2020-03-04 03:43:10.000000,1.0,750.0,,,,1.0,,,,,,@jupyterlab/latex,https://www.npmjs.com/package/@jupyterlab/latex,2020-08-11 15:42:42.282000,,2791.0,,,,,,,,
79,pick,Customize your kernels on Launch!.,https://github.com/nteract/pick,,magic,20,True,nteract/pick,pick,,https://github.com/nteract/pick,2020-04-08 23:47:09.000000,2020-11-09 20:50:58.000000,2020-11-04 01:10:24.000000,37.0,4.0,5.0,325.0,,2020-02-02 07:08:00.000000,1.0.0,,27770.0,15.0,104.0,,5.0,https://pypi.org/project/pick,BSD-3-Clause,2020-08-17 02:44:36.000000,104.0,27770.0,,,,2.0,,,,,,,,,,,,,,,,,,
80,dask-labextension,JupyterLab extension for Dask.,https://github.com/dask/dask-labextension,,lab-extensions,20,True,dask/dask-labextension,dask-labextension,conda-forge/dask-labextension,https://github.com/dask/dask-labextension,2016-09-26 19:01:37.000000,2021-01-04 16:47:30.000000,2020-12-18 16:23:53.000000,31.0,23.0,68.0,200.0,271.0,2020-12-18 18:21:30.489000,4.0.1,,25133.0,23.0,,,16.0,https://pypi.org/project/dask-labextension,BSD-3-Clause,2020-12-18 18:20:06.000000,,2720.0,https://anaconda.org/conda-forge/dask-labextension,2020-12-19 14:09:15.318000,156258.0,2.0,,,,,,dask-labextension,https://www.npmjs.com/package/dask-labextension,2020-12-18 18:21:30.489000,,14189.0,,,,,,,,
81,ipywebrtc,WebRTC for Jupyter notebook/lab.,https://github.com/maartenbreddels/ipywebrtc,,widgets,20,True,maartenbreddels/ipywebrtc,ipywebrtc,conda-forge/ipywebrtc,https://github.com/maartenbreddels/ipywebrtc,2017-08-10 18:07:51.000000,2020-10-15 16:10:33.776000,2020-07-16 08:00:16.000000,29.0,34.0,19.0,156.0,206.0,2019-07-04 12:53:46.000000,0.5.0,,10616.0,12.0,16.0,,9.0,https://pypi.org/project/ipywebrtc,MIT,2019-07-04 12:53:46.000000,16.0,6175.0,https://anaconda.org/conda-forge/ipywebrtc,2020-10-15 16:10:33.776000,161533.0,2.0,,,,,,jupyter-webrtc,https://www.npmjs.com/package/jupyter-webrtc,2018-11-21 12:33:58.052000,0.0,502.0,,,,,,,,
