,name,description,homepage,resource,category,projectrank,show,github_id,pypi_id,conda_id,github_url,created_at,updated_at,last_commit_pushed_at,fork_count,open_issue_count,closed_issue_count,star_count,commit_count,latest_stable_release_published_at,latest_stable_release_number,github_release_downloads,monthly_downloads,release_count,dependent_project_count,github_dependent_project_count,contributor_count,pypi_url,license,pypi_latest_release_published_at,pypi_dependent_project_count,pypi_monthly_downloads,conda_url,conda_latest_release_published_at,conda_total_downloads,projectrank_placing,dockerhub_id,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_stars,dockerhub_pulls,trending,npm_id,npm_url,npm_latest_release_published_at,npm_dependent_project_count,npm_monthly_downloads,conda_dependent_project_count,new_addition,go_id,cran_id,pypi,gem_id,updated_github_id,hex_id,bitbucket_id
106,pivottablejs,"Dragndrop Pivot Tables and Charts for Jupyter/IPython Notebook, care of PivotTable.js.",https://github.com/nicolaskruchten/jupyter_pivottablejs,,widgets,19,False,nicolaskruchten/jupyter_pivottablejs,pivottablejs,,https://github.com/nicolaskruchten/jupyter_pivottablejs,2015-09-09 13:39:18.000000,2018-12-04 14:43:26.000000,2018-12-04 14:43:25.000000,58.0,16.0,37.0,430.0,32.0,2018-01-15 18:14:37.000000,0.9.0,,3283.0,10.0,186.0,152.0,3.0,https://pypi.org/project/pivottablejs,MIT,2018-01-15 18:14:37.000000,34.0,3283.0,,,,3.0,,,,,,,,,,,,,,,,,,,,
107,Enterprise Gateway,"A lightweight, multi-tenant, scalable and secure gateway that enables Jupyter Notebooks to share resources across..",https://github.com/jupyter/enterprise_gateway,,kernels,19,True,jupyter/enterprise_gateway,jupyter_enterprise_gateway,,https://github.com/jupyter/enterprise_gateway,2017-04-21 16:05:14.000000,2021-03-25 17:37:38.000000,2021-03-25 17:37:38.000000,134.0,78.0,382.0,417.0,1081.0,2021-02-16 22:52:25.000000,2.5.0,8958.0,426.0,26.0,1.0,,76.0,https://pypi.org/project/jupyter_enterprise_gateway,BSD-3-Clause,2020-04-27 23:19:05.000000,1.0,213.0,,,,2.0,,,,,,,,,,,,,,,,,,,,
108,JupyterLab Latex,JupyterLab extension for live editing of LaTeX documents.,https://github.com/jupyterlab/jupyterlab-latex,,lab-renderer,19,True,jupyterlab/jupyterlab-latex,jupyterlab_latex,,https://github.com/jupyterlab/jupyterlab-latex,2017-10-24 02:12:37.000000,2021-02-02 21:32:07.000000,2021-02-02 21:32:06.000000,48.0,42.0,30.0,350.0,322.0,2020-08-11 15:42:42.282000,2.0.1,,4263.0,15.0,3.0,2.0,17.0,https://pypi.org/project/jupyterlab_latex,BSD-3-Clause,2020-03-04 03:43:10.000000,1.0,410.0,,,,2.0,,,,,,,@jupyterlab/latex,https://www.npmjs.com/package/@jupyterlab/latex,2020-08-11 15:42:42.282000,,3853.0,,,,,,,,,
109,itkwidgets,"Interactive Jupyter widgets to visualize images, point sets, and meshes in 2D and 3D.",https://github.com/InsightSoftwareConsortium/itkwidgets,,widgets,19,True,InsightSoftwareConsortium/itkwidgets,itkwidgets,,https://github.com/InsightSoftwareConsortium/itkwidgets,2018-02-15 01:43:39.000000,2021-03-31 14:43:03.000000,2021-03-12 22:24:14.000000,45.0,67.0,93.0,342.0,824.0,2020-08-06 14:44:44.865000,0.32.0,50.0,4621.0,63.0,4.0,,17.0,https://pypi.org/project/itkwidgets,Apache-2.0,2020-08-06 14:41:06.000000,4.0,2334.0,,,,3.0,,,,,,,itkwidgets,https://www.npmjs.com/package/itkwidgets,2020-08-06 14:44:44.865000,,2284.0,,,,,,,,,
110,Kernel Gateway,Jupyter Kernel Gateway.,https://github.com/jupyter/kernel_gateway,,kernels,19,True,jupyter/kernel_gateway,jupyter-kernel-gateway,,https://github.com/jupyter/kernel_gateway,2015-09-21 15:34:11.000000,2020-09-29 21:19:31.000000,2020-09-29 21:19:30.000000,106.0,12.0,150.0,339.0,537.0,2020-08-18 18:00:44.000000,2.4.3,77.0,2809.0,26.0,6.0,,36.0,https://pypi.org/project/jupyter-kernel-gateway,BSD-3-Clause,2020-08-18 17:56:44.000000,6.0,2807.0,,,,2.0,,,,,,,,,,,,,,,,,,,,
111,pick,Customize your kernels on Launch!.,https://github.com/nteract/pick,,magic,19,True,nteract/pick,pick,,https://github.com/nteract/pick,2020-04-08 23:47:09.000000,2020-11-09 20:50:58.000000,2020-11-04 01:10:24.000000,37.0,4.0,5.0,325.0,,2020-08-17 02:44:36.000000,1.0.0,,10921.0,15.0,104.0,,5.0,https://pypi.org/project/pick,BSD-3-Clause,2020-08-17 02:44:36.000000,104.0,10921.0,,,,2.0,,,,,,,,,,,,,,,,,,,,
112,JupyterLab GitHub,GitHub integration for JupyterLab.,https://github.com/jupyterlab/jupyterlab-github,,lab-extensions,19,False,jupyterlab/jupyterlab-github,jupyterlab-github,,https://github.com/jupyterlab/jupyterlab-github,2017-10-15 17:18:11.000000,2021-02-26 16:38:32.000000,2020-03-04 03:38:48.000000,66.0,23.0,34.0,275.0,192.0,2020-03-04 03:40:19.000000,2.0.0,,3269.0,21.0,4.0,2.0,12.0,https://pypi.org/project/jupyterlab-github,BSD-3-Clause,2020-03-04 03:40:19.000000,2.0,296.0,,,,2.0,,,,,,,@jupyterlab/github,https://www.npmjs.com/package/@jupyterlab/github,2020-03-04 03:39:30.578000,,2973.0,,,,,,,,,
113,JupyterLab SideCar,A sidecar output widget for JupyterLab.,https://github.com/jupyter-widgets/jupyterlab-sidecar,,lab-extensions,19,True,jupyter-widgets/jupyterlab-sidecar,sidecar,,https://github.com/jupyter-widgets/jupyterlab-sidecar,2018-03-26 09:23:58.000000,2021-03-21 14:29:54.000000,2021-03-11 01:31:03.000000,31.0,21.0,10.0,172.0,49.0,2021-03-11 01:34:17.000000,0.5.1,,3070.0,6.0,7.0,3.0,11.0,https://pypi.org/project/sidecar,BSD-3-Clause,2021-01-15 16:35:10.000000,4.0,774.0,,,,2.0,,,,,,,@jupyter-widgets/jupyterlab-sidecar,https://www.npmjs.com/package/@jupyter-widgets/jupyterlab-sidecar,2021-01-15 16:27:22.402000,,2296.0,,,,,,,,,
114,Jupyter Bokeh,An extension for rendering Bokeh content in JupyterLab notebooks.,https://github.com/bokeh/jupyter_bokeh,,lab-extensions,19,True,bokeh/jupyter_bokeh,jupyter-bokeh,,https://github.com/bokeh/jupyter_bokeh,2017-08-14 23:01:29.000000,2021-03-27 23:06:37.000000,2021-03-27 23:06:34.000000,27.0,6.0,68.0,166.0,,2021-03-22 17:05:54.885000,3.0.0,,64774.0,13.0,0.0,,14.0,https://pypi.org/project/jupyter-bokeh,BSD-3-Clause,2021-03-22 03:18:28.000000,0.0,930.0,,,,2.0,,,,,,,@bokeh/jupyter_bokeh,https://www.npmjs.com/package/@bokeh/jupyter_bokeh,2021-03-22 17:05:54.885000,,63844.0,,,,,,,,,
115,itables,Interactive Tables in Jupyter.,https://github.com/mwouts/itables,,widgets,19,True,mwouts/itables,itables,,https://github.com/mwouts/itables,2019-04-15 22:09:44.000000,2021-02-04 23:19:55.000000,2021-02-04 23:19:48.000000,15.0,11.0,7.0,160.0,85.0,2020-12-14 21:51:13.000000,0.3.0,,719.0,5.0,50.0,45.0,3.0,https://pypi.org/project/itables,MIT,2020-12-14 21:51:13.000000,5.0,719.0,,,,3.0,,,,,,,,,,,,,,,,,,,,
116,Spylon Kernel,Jupyter kernel for scala and spark.,https://github.com/Valassis-Digital-Media/spylon-kernel,,kernels,19,False,Valassis-Digital-Media/spylon-kernel,spylon-kernel,conda-forge/spylon-kernel,https://github.com/Valassis-Digital-Media/spylon-kernel,2016-11-21 02:23:14.000000,2018-10-05 21:02:27.447000,2018-09-20 15:43:57.000000,22.0,16.0,17.0,128.0,188.0,2018-03-23 20:36:58.000000,0.4.1,,2447.0,14.0,55.0,55.0,6.0,https://pypi.org/project/spylon-kernel,BSD-3-Clause,2018-03-23 20:36:58.000000,,1163.0,https://anaconda.org/conda-forge/spylon-kernel,2018-10-05 21:02:27.447000,64206.0,2.0,,,,,,,,,,,,,,,,,,,,
117,BatchSpawner,Custom Spawner for Jupyterhub to start servers in batch scheduled systems.,https://github.com/jupyterhub/batchspawner,,hub-spawners,19,True,jupyterhub/batchspawner,batchspawner,,https://github.com/jupyterhub/batchspawner,2015-10-27 03:53:10.000000,2021-03-09 21:57:55.000000,2021-01-29 11:05:19.000000,91.0,38.0,68.0,115.0,313.0,2020-11-04 17:41:00.000000,1.0.1,,166.0,7.0,7.0,7.0,38.0,https://pypi.org/project/batchspawner,BSD-3-Clause,2020-11-04 17:41:00.000000,,166.0,,,,2.0,,,,,,,,,,,,,,,,,,,,
118,mkdocs-jupyter,Use Jupyter Notebook in mkdocs.,https://github.com/danielfrg/mkdocs-jupyter,,notebook-sharing,19,True,danielfrg/mkdocs-jupyter,mkdocs-jupyter,,https://github.com/danielfrg/mkdocs-jupyter,2019-12-18 02:11:34.000000,2021-03-31 16:53:11.000000,2021-03-31 16:53:08.000000,4.0,3.0,15.0,44.0,85.0,2021-03-31 00:57:27.000000,0.16.1,,1423.0,12.0,83.0,83.0,5.0,https://pypi.org/project/mkdocs-jupyter,Apache-2.0,2021-03-31 00:57:27.000000,0.0,1423.0,,,,3.0,,,,,,,,,,,,,,,,,,,,
119,LTI Authenticator,A JupyterHub authenticator for LTI.,https://github.com/jupyterhub/ltiauthenticator,,hub-auth,19,True,jupyterhub/ltiauthenticator,jupyterhub-ltiauthenticator,,https://github.com/jupyterhub/ltiauthenticator,2017-12-15 02:54:15.000000,2021-03-14 17:40:49.000000,2021-01-26 09:17:27.000000,31.0,8.0,13.0,39.0,73.0,2020-12-04 12:44:11.000000,1.0.0,,967.0,5.0,62.0,53.0,7.0,https://pypi.org/project/jupyterhub-ltiauthenticator,BSD-3-Clause,2020-12-04 12:44:11.000000,9.0,967.0,,,,2.0,,,,,,,,,,,,,,,,,,,,
120,BinderHub,"Run your code in the cloud, with technology so advanced, it feels like magic!.",https://github.com/jupyterhub/binderhub,,notebook-sharing,18,True,jupyterhub/binderhub,,,https://github.com/jupyterhub/binderhub,2017-04-26 00:28:26.000000,2021-03-29 14:48:38.000000,2021-03-25 17:47:53.000000,269.0,252.0,331.0,1853.0,2286.0,,,,,1.0,5.0,5.0,71.0,,BSD-3-Clause,,,,,,,3.0,,,,,,,,,,,,,,,,binderhub,,,,
121,almond,A Scala kernel for Jupyter.,https://github.com/almond-sh/almond,,kernels,18,True,almond-sh/almond,,,https://github.com/almond-sh/almond,2015-03-10 22:48:50.000000,2021-04-01 12:10:24.000000,2021-04-01 10:02:00.000000,202.0,110.0,183.0,1363.0,930.0,,,1068.0,128.0,36.0,,,33.0,,BSD-3-Clause,,,,,,,2.0,almondsh/almond,https://hub.docker.com/r/almondsh/almond,2021-04-01 10:48:08.962440,6.0,7005.0,,,,,,,,,,,,,,,
122,pyforest,pyforest - feel the bliss of automated imports.,https://github.com/8080labs/pyforest,,jupyter-extensions,18,True,8080labs/pyforest,pyforest,,https://github.com/8080labs/pyforest,2019-08-12 07:35:46.000000,2020-08-24 06:43:31.000000,2020-08-18 05:47:40.000000,163.0,13.0,11.0,836.0,183.0,2020-04-17 13:38:41.000000,1.0.3,,2655.0,9.0,0.0,,13.0,https://pypi.org/project/pyforest,MIT,2020-04-17 13:38:41.000000,0.0,2655.0,,,,3.0,,,,,,,,,,,,,,,,,,,,
123,IRuby,Official gem repository: Ruby kernel for Jupyter/IPython Notebook.,https://github.com/SciRuby/iruby,,kernels,18,True,SciRuby/iruby,,,https://github.com/SciRuby/iruby,2015-03-03 18:05:50.000000,2021-03-25 08:15:44.000000,2021-03-25 06:28:42.000000,5.0,49.0,128.0,603.0,627.0,2019-09-08 08:27:43.000000,0.4.0,13.0,10.0,3.0,140.0,140.0,42.0,,MIT,,,,,,,2.0,rubydata/datascience-notebook,https://hub.docker.com/r/rubydata/datascience-notebook,2021-03-04 04:58:11.064228,,740.0,,,,,,,,,,,,iruby,,,
124,Bash Kernel,A bash kernel for IPython.,https://github.com/takluyver/bash_kernel,,kernels,18,False,takluyver/bash_kernel,bash_kernel,,https://github.com/takluyver/bash_kernel,2014-06-27 00:27:25.000000,2020-01-27 10:39:24.000000,2019-07-22 16:06:53.000000,109.0,35.0,53.0,539.0,86.0,2019-07-22 16:07:09.000000,0.7.2,2835.0,2029.0,10.0,42.0,,13.0,https://pypi.org/project/bash_kernel,BSD-3-Clause,2019-07-22 16:07:09.000000,42.0,1982.0,,,,2.0,,,,,,,,,,,,,,,,,,,,
125,jupyter-notify,A Jupyter Notebook magic for browser notifications of cell completion.,https://github.com/ShopRunner/jupyter-notify,,magic,18,False,ShopRunner/jupyter-notify,jupyternotify,,https://github.com/ShopRunner/jupyter-notify,2017-06-01 14:08:55.000000,2019-05-01 16:17:44.000000,2018-04-16 21:58:03.000000,33.0,8.0,11.0,509.0,56.0,2018-01-08 14:52:15.000000,0.1.15,,378.0,14.0,60.0,58.0,9.0,https://pypi.org/project/jupyternotify,BSD-3-Clause,2018-01-08 14:52:15.000000,2.0,378.0,,,,2.0,,,,,,,,,,,,,,,,,,,,
126,Octave Kernel,An Octave kernel for IPython.,https://github.com/Calysto/octave_kernel,,kernels,18,True,calysto/octave_kernel,octave_kernel,,https://github.com/Calysto/octave_kernel,2014-07-31 01:59:06.000000,2020-05-23 09:47:50.000000,2020-05-23 09:47:43.000000,53.0,25.0,129.0,363.0,347.0,2018-06-11 13:11:15.000000,0.28.4,,3464.0,97.0,5.0,,16.0,https://pypi.org/project/octave_kernel,BSD-3-Clause,2018-06-11 13:11:15.000000,5.0,3464.0,,,,2.0,,,,,,,,,,,,,,,,,,,,
127,JupyterLab Google Drive,Cloud storage for JupyterLab using Google Drive.,https://github.com/jupyterlab/jupyterlab-google-drive,,lab-extensions,18,True,jupyterlab/jupyterlab-google-drive,,,https://github.com/jupyterlab/jupyterlab-google-drive,2016-12-17 01:40:45.000000,2021-03-30 15:29:38.000000,2020-06-22 15:55:30.000000,60.0,27.0,65.0,333.0,511.0,2020-05-27 00:10:19.202000,2.0.0,,5243.0,32.0,2.0,2.0,13.0,,BSD-3-Clause,,,,,,,2.0,,,,,,,@jupyterlab/google-drive,https://www.npmjs.com/package/@jupyterlab/google-drive,2020-05-27 00:10:19.202000,,5243.0,,,,,,,,,
128,tributary,Streaming reactive and dataflow graphs in Python.,https://github.com/timkpaine/tributary,,widgets,18,True,timkpaine/tributary,tributary,conda-forge/tributary,https://github.com/timkpaine/tributary,2018-09-08 02:58:57.000000,2021-03-23 03:29:13.000000,2021-03-23 03:29:09.000000,23.0,11.0,66.0,234.0,,2021-02-27 04:59:39.000000,0.1.5,,950.0,15.0,14.0,14.0,6.0,https://pypi.org/project/tributary,Apache-2.0,2020-08-25 18:51:06.000000,,133.0,https://anaconda.org/conda-forge/tributary,2020-10-15 18:24:08.479000,8175.0,3.0,,,,,,,,,,,,,,,,,,,,
129,JupyterLab Templates,Support for jupyter notebook templates in jupyterlab.,https://github.com/jpmorganchase/jupyterlab_templates,,lab-extensions,18,True,jpmorganchase/jupyterlab_templates,jupyterlab_templates,,https://github.com/jpmorganchase/jupyterlab_templates,2018-03-17 21:38:11.000000,2021-03-29 01:56:53.000000,2021-03-29 01:56:50.000000,38.0,5.0,65.0,225.0,,2021-03-28 03:28:25.639000,0.3.1,,6431.0,24.0,4.0,4.0,12.0,https://pypi.org/project/jupyterlab_templates,Apache-2.0,2019-06-30 05:07:41.000000,,1542.0,,,,2.0,,,,,,,jupyterlab_templates,https://www.npmjs.com/package/jupyterlab_templates,2021-03-28 03:28:25.639000,,4889.0,,,,,,,,,
130,dask-labextension,JupyterLab extension for Dask.,https://github.com/dask/dask-labextension,,lab-extensions,18,True,dask/dask-labextension,dask-labextension,conda-forge/dask-labextension,https://github.com/dask/dask-labextension,2016-09-26 19:01:37.000000,2021-03-31 16:07:21.000000,2021-03-22 10:18:50.000000,36.0,25.0,75.0,213.0,,2021-01-13 16:55:53.211000,5.0.0,,28675.0,24.0,0.0,,17.0,https://pypi.org/project/dask-labextension,BSD-3-Clause,2021-01-13 00:57:37.000000,0.0,1795.0,https://anaconda.org/conda-forge/dask-labextension,2021-03-03 15:52:21.078000,232146.0,2.0,,,,,,,dask-labextension,https://www.npmjs.com/package/dask-labextension,2021-01-13 16:55:53.211000,,16328.0,,,,,,,,,
131,JupyterLab Chart Editor,JupyterLab extension for Plotly's react-chart-editor.,https://github.com/plotly/jupyterlab-chart-editor,,lab-renderer,18,True,plotly/jupyterlab-chart-editor,,,https://github.com/plotly/jupyterlab-chart-editor,2018-01-23 18:18:38.000000,2021-03-10 20:57:44.000000,2021-03-10 20:56:11.000000,17.0,12.0,19.0,179.0,71.0,2021-03-10 20:57:44.000000,4.14.3,,4813.0,12.0,3.0,3.0,5.0,,BSD-3-Clause,,,,,,,3.0,,,,,,,jupyterlab-chart-editor,https://www.npmjs.com/package/jupyterlab-chart-editor,2021-03-10 20:56:44.112000,,4813.0,,,,,,,,,
132,OCaml Kernel,An OCaml kernel for Jupyter (IPython) notebook.,https://github.com/akabe/ocaml-jupyter,,kernels,18,True,akabe/ocaml-jupyter,,,https://github.com/akabe/ocaml-jupyter,2017-07-14 14:15:05.000000,2021-03-28 05:36:45.000000,2021-03-28 05:32:11.000000,25.0,4.0,62.0,178.0,314.0,2021-03-28 05:43:45.000000,2.7.4,43181.0,959.0,26.0,,,16.0,,MIT,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,
133,HTTP-over-WebSocket,Jupyter support for HTTP-over-ws.,https://github.com/googlecolab/jupyter_http_over_ws,,jupyter-extensions,18,True,googlecolab/jupyter_http_over_ws,jupyter_http_over_ws,,https://github.com/googlecolab/jupyter_http_over_ws,2018-03-26 22:52:45.000000,2021-01-08 04:19:39.000000,2021-01-08 04:19:33.000000,30.0,18.0,7.0,166.0,29.0,2020-03-12 16:09:39.000000,0.0.8,,2835.0,10.0,26.0,,3.0,https://pypi.org/project/jupyter_http_over_ws,Apache-2.0,2020-03-12 16:09:39.000000,26.0,2835.0,,,,3.0,,,,,,,,,,,,,,,,,,,,
134,SAS Kernel,A Jupyter kernel for SAS. This opens up all the data manipulation and analytics capabilities of your SAS system within..,https://github.com/sassoftware/sas_kernel,,kernels,18,True,sassoftware/sas_kernel,sas_kernel,,https://github.com/sassoftware/sas_kernel,2016-04-01 16:19:50.000000,2021-03-24 18:37:55.000000,2021-03-24 18:25:13.000000,68.0,4.0,48.0,164.0,213.0,2021-03-24 18:37:55.000000,2.4.3,,164.0,9.0,2.0,,7.0,https://pypi.org/project/sas_kernel,Apache-2.0,2017-09-13 16:41:27.000000,2.0,164.0,,,,2.0,,,,,,,,,,,,,,,,,,,,
135,JupyterLab System Monitor,JupyterLab extension to display system metrics.,https://github.com/jtpio/jupyterlab-system-monitor,,lab-extensions,18,True,jtpio/jupyterlab-system-monitor,,,https://github.com/jtpio/jupyterlab-system-monitor,2019-07-13 12:31:51.000000,2021-03-31 20:25:54.000000,2021-03-01 08:26:42.000000,19.0,12.0,16.0,159.0,,2021-02-04 22:39:49.000000,0.8.0,,8768.0,20.0,3.0,3.0,5.0,,BSD-3-Clause,,,,,,,2.0,,,,,,,jupyterlab-system-monitor,https://www.npmjs.com/package/jupyterlab-system-monitor,2020-11-23 15:30:52.408000,,8768.0,,,,,,,,,
136,Spark Monitor,Monitor Apache Spark from Jupyter Notebook.,https://github.com/krishnan-r/sparkmonitor,,jupyter-extensions,18,True,krishnan-r/sparkmonitor,sparkmonitor,,https://github.com/krishnan-r/sparkmonitor,2017-05-31 09:13:01.000000,2021-02-15 14:16:19.000000,2021-02-03 03:28:02.000000,50.0,30.0,7.0,154.0,214.0,2021-02-15 14:16:19.000000,1.1.1,2337.0,308.0,9.0,,,3.0,https://pypi.org/project/sparkmonitor,Apache-2.0,2021-02-15 14:16:19.000000,,239.0,,,,3.0,krishnanr/sparkmonitor,https://hub.docker.com/r/krishnanr/sparkmonitor,2019-10-04 06:28:22.959295,,857.0,,,,,,,,,,,,,,,
137,gator,Conda environment and package management extension from within Jupyter.,https://github.com/mamba-org/gator,,jupyter-extensions,18,True,mamba-org/gator,,conda-forge/mamba_gator,https://github.com/mamba-org/gator,2018-08-02 05:15:23.000000,2021-03-03 20:13:14.248000,2021-03-03 19:38:25.000000,15.0,12.0,31.0,143.0,573.0,2021-03-01 07:45:37.717000,3.0.0,1.0,1479.0,22.0,1.0,1.0,23.0,,BSD-3-Clause,,,,https://anaconda.org/conda-forge/mamba_gator,2021-03-03 20:13:14.248000,3791.0,3.0,,,,,,,@mamba-org/gator-lab,https://www.npmjs.com/package/@mamba-org/gator-lab,2021-03-01 07:45:37.717000,,721.0,,,,,,,,,
138,SystemdSpawner,Spawn JupyterHub single-user notebook servers with systemd.,https://github.com/jupyterhub/systemdspawner,,hub-spawners,18,True,jupyterhub/systemdspawner,jupyterhub-systemdspawner,,https://github.com/jupyterhub/systemdspawner,2016-09-06 07:20:44.000000,2021-02-22 20:44:43.000000,2020-12-07 14:41:33.000000,36.0,30.0,24.0,64.0,144.0,2020-12-07 11:49:55.000000,0.15.0,,563.0,16.0,12.0,12.0,15.0,https://pypi.org/project/jupyterhub-systemdspawner,BSD-3-Clause,2020-12-07 11:49:55.000000,0.0,563.0,,,,3.0,,,,,,,,,,,,,,,,,,,,
139,ipyscales,A widget library for scales.,https://github.com/vidartf/ipyscales,,widgets,18,False,vidartf/ipyscales,ipyscales,conda-forge/ipyscales,https://github.com/vidartf/ipyscales,2017-08-24 20:16:19.000000,2021-01-06 10:53:16.793000,2021-01-05 12:56:43.000000,3.0,,4.0,12.0,172.0,2021-01-05 12:56:20.000000,0.6.0,,1448.0,9.0,45.0,45.0,4.0,https://pypi.org/project/ipyscales,BSD-3-Clause,2021-01-05 12:56:20.000000,0.0,60.0,https://anaconda.org/conda-forge/ipyscales,2021-01-06 10:53:16.793000,47215.0,3.0,,,,,,,,,,,,,,,,,,,,
140,GPU Dashboards,A JupyterLab extension for displaying dashboards of GPU usage.,https://github.com/rapidsai/jupyterlab-nvdashboard,,lab-extensions,17,True,rapidsai/jupyterlab-nvdashboard,jupyterlab-nvdashboard,,https://github.com/rapidsai/jupyterlab-nvdashboard,2019-08-12 15:22:10.000000,2021-03-31 18:03:13.000000,2020-12-16 15:53:23.000000,40.0,24.0,26.0,387.0,,2020-08-19 15:00:23.034000,0.5.0,,14466.0,21.0,,,13.0,https://pypi.org/project/jupyterlab-nvdashboard,BSD-3-Clause,2020-08-19 15:00:18.000000,,606.0,,,,2.0,,,,,,,jupyterlab-nvdashboard,https://www.npmjs.com/package/jupyterlab-nvdashboard,2020-08-19 15:00:23.034000,,13860.0,,,,,,,,,
141,nb_conda_kernels,Package for managing conda environment-based kernels inside of Jupyter.,https://github.com/Anaconda-Platform/nb_conda_kernels,,kernels,17,True,Anaconda-Platform/nb_conda_kernels,,conda-forge/nb_conda_kernels,https://github.com/Anaconda-Platform/nb_conda_kernels,2015-12-10 16:11:42.000000,2021-01-30 00:58:02.504000,2020-11-30 15:55:07.000000,50.0,24.0,95.0,366.0,335.0,2020-09-05 22:35:32.000000,2.3.0,,6854.0,11.0,,,14.0,,BSD-3-Clause,,,,https://anaconda.org/conda-forge/nb_conda_kernels,2021-01-30 00:58:02.504000,397580.0,3.0,,,,,,,,,,,,,,,,,,,,
142,nbgather,Spit shine for Jupyter notebooks.,https://github.com/microsoft/gather,,lab-extensions,17,False,microsoft/gather,,,https://github.com/microsoft/gather,2018-10-08 23:32:10.000000,2021-03-30 20:49:47.000000,2020-02-14 15:11:45.000000,25.0,9.0,16.0,359.0,343.0,2020-02-06 15:50:53.838000,0.6.1,,199.0,9.0,,,12.0,,MIT,,,,,,,2.0,,,,,,,nbgather,https://www.npmjs.com/package/nbgather,2020-02-06 15:50:53.838000,,199.0,,,,,,,,,
143,nbopen,Open a Jupyter notebook in the best available server.,https://github.com/takluyver/nbopen,,notebook-tools,17,False,takluyver/nbopen,nbopen,,https://github.com/takluyver/nbopen,2014-07-09 03:24:47.000000,2018-04-25 07:37:01.000000,2018-04-25 07:36:18.000000,45.0,37.0,24.0,257.0,57.0,2017-09-08 07:23:49.000000,0.4.3,,399.0,9.0,14.0,,10.0,https://pypi.org/project/nbopen,BSD-3-Clause,2018-04-25 07:36:48.000000,14.0,399.0,,,,3.0,,,,,,,,,,,,,,,,,,,,
144,JupyterLab Tensorboard,Tensorboard extension for jupyterlab.,https://github.com/chaoleili/jupyterlab_tensorboard,,lab-extensions,17,True,chaoleili/jupyterlab_tensorboard,,,https://github.com/chaoleili/jupyterlab_tensorboard,2018-08-14 12:36:26.000000,2021-02-24 06:31:50.000000,2021-02-24 06:31:50.000000,26.0,16.0,8.0,245.0,31.0,2020-06-27 13:40:43.778000,0.2.1,,6014.0,9.0,2.0,2.0,6.0,,MIT,,,,,,,2.0,,,,,,,jupyterlab_tensorboard,https://www.npmjs.com/package/jupyterlab_tensorboard,2020-06-27 13:40:43.778000,,6014.0,,,,,,,,,
145,LFortran,Official mirror of https://gitlab.com/lfortran/lfortran. Please submit pull requests (PR) there. Any PR sent here will..,https://github.com/lfortran/lfortran,,kernels,17,True,lfortran/lfortran,lfortran,conda-forge/lfortran,https://github.com/lfortran/lfortran,2019-03-24 13:22:20.000000,2021-04-01 04:22:46.000000,2021-04-01 04:22:23.000000,11.0,,,226.0,4577.0,2020-07-31 19:39:55.000000,0.3.0,,951.0,7.0,,,13.0,https://pypi.org/project/lfortran,MIT,2020-07-31 19:39:55.000000,,39.0,https://anaconda.org/conda-forge/lfortran,2021-03-08 22:57:01.503000,19160.0,3.0,,,,,,,,,,,,,,,,,,,,
146,nbQA,Run any standard Python code quality tool on a Jupyter Notebook.,https://github.com/nbQA-dev/nbQA,,notebook-tools,17,True,nbQA-dev/nbQA,nbqa,,https://github.com/nbQA-dev/nbQA,2020-07-11 15:30:54.000000,2021-03-22 19:11:17.000000,2021-03-22 19:11:14.000000,12.0,25.0,171.0,204.0,456.0,2021-02-20 09:39:05.000000,0.5.8,,500.0,55.0,,,17.0,https://pypi.org/project/nbqa,MIT,2021-02-20 09:39:05.000000,,500.0,,,,3.0,,,,,,,,,,,,,,,,,,,,
147,SciJava Kernel,Write SciJava scripts in Jupyter notebook!.,https://github.com/scijava/scijava-jupyter-kernel,,kernels,17,False,scijava/scijava-jupyter-kernel,,conda-forge/scijava-jupyter-kernel,https://github.com/scijava/scijava-jupyter-kernel,2017-01-31 01:16:24.000000,2019-08-27 12:36:47.000000,2019-08-27 12:36:11.000000,38.0,14.0,69.0,167.0,393.0,2017-06-02 21:19:27.000000,0.5.0,66.0,1373.0,15.0,,,8.0,,Apache-2.0,,,,https://anaconda.org/conda-forge/scijava-jupyter-kernel,2018-03-03 15:23:41.430000,65893.0,3.0,,,,,,,,,,,,,,,,,,,,
148,ML Hub,Multi-user development platform for machine learning teams. Simple to setup within minutes.,https://github.com/ml-tooling/ml-hub,,notebook-environments,17,True,ml-tooling/ml-hub,,,https://github.com/ml-tooling/ml-hub,2019-06-26 15:05:50.000000,2020-10-19 09:31:37.000000,2020-10-02 15:10:06.000000,33.0,11.0,7.0,155.0,217.0,2020-02-03 15:59:07.000000,1.0.0,863.0,1913.0,8.0,,,5.0,,Apache-2.0,,,,,,,3.0,mltooling/ml-hub,https://hub.docker.com/r/mltooling/ml-hub,2020-02-18 09:26:53.302538,5.0,41113.0,,,,,,,,,,,,,,,
