,name,description,homepage,resource,category,projectrank,show,github_id,pypi_id,conda_id,github_url,created_at,updated_at,last_commit_pushed_at,fork_count,open_issue_count,closed_issue_count,star_count,commit_count,latest_stable_release_published_at,latest_stable_release_number,github_release_downloads,monthly_downloads,release_count,dependent_project_count,github_dependent_project_count,contributor_count,pypi_url,license,pypi_latest_release_published_at,pypi_dependent_project_count,pypi_monthly_downloads,conda_url,conda_latest_release_published_at,conda_total_downloads,projectrank_placing,dockerhub_id,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_stars,dockerhub_pulls,npm_id,npm_url,npm_latest_release_published_at,npm_dependent_project_count,npm_monthly_downloads,conda_dependent_project_count,trending,go_id,cran_id,gem_id,pypi,updated_github_id,hex_id,bitbucket_id
10,Jupyter Client,Jupyter protocol client APIs.,https://github.com/jupyter/jupyter_client,,notebook-tools,31,True,jupyter/jupyter_client,jupyter-client,,https://github.com/jupyter/jupyter_client,2015-04-09 06:57:29.000000,2021-03-02 18:49:20.000000,2021-02-22 15:59:26.000000,199.0,124.0,143.0,210.0,1880.0,2021-01-09 09:14:50.000000,6.1.11,,6624888.0,35.0,3594.0,,100.0,https://pypi.org/project/jupyter-client,BSD-3-Clause,2021-01-09 09:14:50.000000,3594.0,6624888.0,,,,1.0,,,,,,,,,,,,,,,,,,,
11,nbformat,Reference implementation of the Jupyter Notebook format.,https://github.com/jupyter/nbformat,,notebook-tools,31,True,jupyter/nbformat,nbformat,conda-forge/nbformat,https://github.com/jupyter/nbformat,2015-04-09 01:07:29.000000,2021-02-08 18:24:16.000000,2021-02-08 18:24:16.000000,108.0,30.0,62.0,135.0,747.0,2021-01-15 00:14:00.000000,5.1.2,,6940501.0,20.0,113644.0,97604.0,56.0,https://pypi.org/project/nbformat,BSD-3-Clause,2021-01-15 00:14:00.000000,16040.0,6865621.0,https://anaconda.org/conda-forge/nbformat,2021-01-18 21:38:26.122000,4417931.0,1.0,,,,,,,,,,,,,,,,,,,
12,bqplot,Plotting library for IPython/Jupyter notebooks.,https://github.com/bqplot/bqplot,,widgets,30,True,bqplot/bqplot,bqplot,conda-forge/bqplot,https://github.com/bqplot/bqplot,2015-09-26 04:02:18.000000,2021-03-03 09:00:48.000000,2021-03-02 16:18:11.000000,407.0,187.0,327.0,3020.0,3246.0,2021-02-23 12:01:57.098000,0.5.23,,149981.0,91.0,1385.0,1263.0,51.0,https://pypi.org/project/bqplot,Apache-2.0,2021-02-23 12:03:51.000000,112.0,14463.0,https://anaconda.org/conda-forge/bqplot,2021-03-02 08:00:32.235000,512718.0,1.0,,,,,,bqplot,https://www.npmjs.com/package/bqplot,2021-02-23 12:01:57.098000,10.0,126679.0,,,,,,,,,
13,pandas-profiling,Create HTML profiling reports from pandas DataFrame objects.,https://github.com/pandas-profiling/pandas-profiling,,widgets,29,True,pandas-profiling/pandas-profiling,pandas-profiling,conda-forge/pandas-profiling,https://github.com/pandas-profiling/pandas-profiling,2016-01-09 23:47:55.000000,2021-03-02 17:28:48.000000,2021-03-01 17:19:48.000000,1033.0,72.0,371.0,6879.0,784.0,2021-02-20 14:18:35.000000,2.11.0,,150599.0,27.0,3403.0,3243.0,72.0,https://pypi.org/project/pandas-profiling,MIT,2021-02-07 23:45:05.000000,160.0,148649.0,https://anaconda.org/conda-forge/pandas-profiling,2021-02-20 16:48:07.057000,107278.0,1.0,,,,,,,,,,,,,,,,,,,
14,Jupytext,"Jupyter Notebooks as Markdown Documents, Julia, Python or R scripts.",https://github.com/mwouts/jupytext,,notebook-sharing,29,True,mwouts/jupytext,jupytext,conda-forge/jupytext,https://github.com/mwouts/jupytext,2018-06-15 05:25:36.000000,2021-02-17 00:49:07.507000,2021-02-17 00:26:12.000000,272.0,55.0,359.0,4326.0,2154.0,2021-02-17 00:30:38.000000,1.10.2,,54408.0,99.0,1386.0,1278.0,58.0,https://pypi.org/project/jupytext,MIT,2021-02-17 00:30:38.000000,108.0,34011.0,https://anaconda.org/conda-forge/jupytext,2021-02-17 00:49:07.507000,146936.0,1.0,,,,,,jupyterlab-jupytext,https://www.npmjs.com/package/jupyterlab-jupytext,2021-01-05 22:00:16.648000,,15150.0,,,,,,,,,
15,nikola,A static website and blog generator.,https://github.com/getnikola/nikola,,notebook-sharing,29,True,getnikola/nikola,nikola,,https://github.com/getnikola/nikola,2012-04-14 13:53:22.000000,2021-02-27 18:23:04.000000,2021-02-22 21:52:24.000000,409.0,28.0,2007.0,2091.0,10198.0,2021-02-13 17:21:54.000000,8.1.3,,1164.0,73.0,622.0,352.0,219.0,https://pypi.org/project/nikola,MIT,2021-02-13 17:18:18.000000,270.0,1164.0,,,,1.0,,,,,,,,,,,,,,,,,,,
16,Jupyter Themes,Custom Jupyter Notebook Themes.,https://github.com/dunovank/jupyter-themes,,jupyter-extensions,28,True,dunovank/jupyter-themes,jupyterthemes,,https://github.com/dunovank/jupyter-themes,2014-12-10 23:22:23.000000,2021-02-18 12:48:09.000000,2021-02-15 23:21:41.000000,906.0,192.0,188.0,8225.0,593.0,2018-11-22 17:02:16.000000,0.20.0,,13607.0,116.0,2059.0,1869.0,28.0,https://pypi.org/project/jupyterthemes,MIT,2018-11-22 17:02:16.000000,190.0,13607.0,,,,1.0,,,,,,,,,,,,,,,,,,,
17,Contrib NBextensions,A collection of various notebook extensions for Jupyter.,https://github.com/ipython-contrib/jupyter_contrib_nbextensions,,jupyter-extensions,28,False,ipython-contrib/jupyter_contrib_nbextensions,jupyter_contrib_nbextensions,,https://github.com/ipython-contrib/jupyter_contrib_nbextensions,2013-07-13 17:05:16.000000,2021-02-12 13:31:15.000000,2019-09-07 14:59:00.000000,709.0,307.0,446.0,4515.0,2562.0,2019-01-02 12:23:07.000000,0.5.1,,83840.0,16.0,247.0,,119.0,https://pypi.org/project/jupyter_contrib_nbextensions,BSD-3-Clause,2018-03-28 11:04:12.000000,247.0,83840.0,,,,1.0,,,,,,,,,,,,,,,,,,,
18,Voila,Voil turns Jupyter notebooks into standalone web applications.,https://github.com/voila-dashboards/voila,,notebook-sharing,28,True,voila-dashboards/voila,voila,conda-forge/voila,https://github.com/voila-dashboards/voila,2018-08-21 14:21:42.000000,2021-03-03 13:16:57.000000,2021-03-02 16:31:31.000000,305.0,207.0,276.0,3101.0,864.0,2021-02-19 22:34:09.000000,0.2.7,,18150.0,54.0,3200.0,3174.0,44.0,https://pypi.org/project/voila,BSD-3-Clause,2021-02-19 22:34:09.000000,26.0,11882.0,https://anaconda.org/conda-forge/voila,2021-02-19 23:06:46.326000,101794.0,2.0,,,,,,@jupyter-voila/jupyterlab-preview,https://www.npmjs.com/package/@jupyter-voila/jupyterlab-preview,2020-05-19 10:24:11.555000,,2758.0,,,,,,,,,
19,Jupyter Book,"Build interactive, publication-quality documents from Jupyter Notebooks.",https://github.com/executablebooks/jupyter-book,,notebook-sharing,28,True,executablebooks/jupyter-book,jupyter-book,,https://github.com/executablebooks/jupyter-book,2018-06-14 01:55:51.000000,2021-03-04 09:19:54.000000,2021-03-04 05:05:16.000000,323.0,301.0,452.0,2104.0,1222.0,2021-03-04 09:08:03.000000,0.10.1,,5545.0,31.0,1997.0,1953.0,72.0,https://pypi.org/project/jupyter-book,BSD-3-Clause,2021-03-04 09:19:54.000000,44.0,5545.0,,,,2.0,,,,,,,,,,,,,,,,,,,
20,nbdime,Tools for diffing and merging of Jupyter notebooks.,https://github.com/jupyter/nbdime,,notebook-sharing,28,True,jupyter/nbdime,nbdime,conda-forge/nbdime,https://github.com/jupyter/nbdime,2015-11-16 09:25:53.000000,2021-03-03 16:52:13.000000,2021-01-14 19:15:16.000000,114.0,54.0,204.0,1926.0,1894.0,2020-10-02 09:09:15.000000,2.1.0,,316395.0,22.0,255.0,43.0,30.0,https://pypi.org/project/nbdime,BSD-3-Clause,2021-01-14 19:33:01.000000,212.0,43147.0,https://anaconda.org/conda-forge/nbdime,2020-10-02 13:40:32.616000,272766.0,2.0,,,,,,nbdime-jupyterlab,https://www.npmjs.com/package/nbdime-jupyterlab,2021-01-14 19:21:56.366000,,267900.0,,,,,,,,,
21,ipyparallel,Interactive Parallel Computing in Python.,https://github.com/ipython/ipyparallel,,notebook-tools,28,True,ipython/ipyparallel,ipyparallel,conda-forge/ipyparallel,https://github.com/ipython/ipyparallel,2015-04-09 07:43:55.000000,2021-02-23 14:37:54.000000,2021-02-22 12:08:33.000000,768.0,146.0,107.0,1899.0,1830.0,2020-05-05 18:42:38.000000,6.3.0,,38224.0,21.0,1924.0,1434.0,97.0,https://pypi.org/project/ipyparallel,BSD-3-Clause,2020-05-05 18:42:38.000000,490.0,31604.0,https://anaconda.org/conda-forge/ipyparallel,2021-01-22 17:12:52.539000,390606.0,1.0,,,,,,,,,,,,,,,,,,,
22,panel,A high-level app and dashboarding solution for Python.,https://github.com/holoviz/panel,,others,28,True,holoviz/panel,panel,conda-forge/panel,https://github.com/holoviz/panel,2018-08-23 12:14:24.000000,2021-03-03 21:28:15.000000,2021-03-02 15:11:47.000000,150.0,323.0,714.0,958.0,1262.0,2021-03-02 15:19:02.000000,0.11.0,,55398.0,68.0,1128.0,1092.0,60.0,https://pypi.org/project/panel,BSD-3-Clause,2021-03-02 15:19:02.000000,36.0,49659.0,https://anaconda.org/conda-forge/panel,2021-03-02 18:57:08.572000,166457.0,2.0,,,,,,,,,,,,-1.0,,,,,,,
23,nbclient,A client library for executing notebooks. Formally nbconvert's ExecutePreprocessor.,https://github.com/jupyter/nbclient,,notebook-tools,28,True,jupyter/nbclient,nbclient,conda-forge/nbclient,https://github.com/jupyter/nbclient,2020-01-13 17:29:49.000000,2021-02-26 10:44:05.167000,2021-02-26 08:05:37.000000,27.0,20.0,44.0,57.0,192.0,2021-02-26 08:08:24.000000,0.5.3,,6370560.0,14.0,10507.0,10507.0,18.0,https://pypi.org/project/nbclient,BSD-3-Clause,2021-02-26 08:08:24.000000,0.0,6310986.0,https://anaconda.org/conda-forge/nbclient,2021-02-26 10:44:05.167000,774474.0,1.0,,,,,,,,,,,,,,,,,,,
24,JupyterLab TOC,Table of Contents extension for JupyterLab.,https://github.com/jupyterlab/jupyterlab-toc,,lab-extensions,27,True,jupyterlab/jupyterlab-toc,,,https://github.com/jupyterlab/jupyterlab-toc,2018-03-12 15:55:19.000000,2021-02-18 16:57:54.181000,2020-11-20 20:06:41.000000,1900.0,65.0,47.0,10772.0,517.0,2021-02-17 22:41:46.030000,5.0.5,,299263.0,65.0,42.0,42.0,12.0,,BSD-3-Clause,,,,,,,1.0,,,,,,@jupyterlab/toc,https://www.npmjs.com/package/@jupyterlab/toc,2021-02-18 16:57:54.181000,0.0,299263.0,,,,,,,,,
25,nteract,The interactive computing suite for you!.,https://github.com/nteract/nteract,,notebook-environments,27,True,nteract/nteract,nteract_on_jupyter,,https://github.com/nteract/nteract,2015-06-15 23:21:49.000000,2021-03-04 04:56:16.000000,2021-03-04 04:25:05.000000,542.0,140.0,1486.0,5433.0,10501.0,2021-01-26 05:18:38.000000,0.28.0,1137722.0,21592.0,66.0,5.0,,166.0,https://pypi.org/project/nteract_on_jupyter,BSD-3-Clause,2019-07-16 03:59:16.000000,5.0,1977.0,,,,2.0,,,,,,,,,,,,,,,,,,,
26,papermill,"Parameterize, execute, and analyze notebooks.",https://github.com/nteract/papermill,,widgets,27,True,nteract/papermill,papermill,conda-forge/papermill,https://github.com/nteract/papermill,2017-07-06 17:17:53.000000,2021-02-27 23:30:38.000000,2021-02-10 15:57:47.000000,304.0,87.0,212.0,3966.0,,2021-01-22 17:26:59.000000,2.3.1,,143944.0,69.0,1273.0,1123.0,87.0,https://pypi.org/project/papermill,BSD-3-Clause,2021-02-03 18:24:16.000000,150.0,139827.0,https://anaconda.org/conda-forge/papermill,2021-02-03 20:17:49.451000,127633.0,1.0,,,,,,,,,,,,,,,,,,,
27,RISE,RISE: Live Reveal.js Jupyter/IPython Slideshow Extension.,https://github.com/damianavila/RISE,,notebook-sharing,27,True,damianavila/RISE,RISE,conda-forge/rise,https://github.com/damianavila/RISE,2013-08-26 18:55:36.000000,2021-03-02 18:20:43.000000,2021-01-14 14:07:48.000000,356.0,124.0,277.0,2944.0,733.0,2020-10-29 01:31:20.000000,5.7.1,,6214.0,28.0,1684.0,1374.0,39.0,https://pypi.org/project/RISE,BSD-3-Clause,2020-10-29 01:31:20.000000,310.0,2584.0,https://anaconda.org/conda-forge/rise,2021-01-22 18:43:48.491000,134325.0,2.0,,,,,,,,,,,,,,,,,,,
28,ipyleaflet,A Jupyter - Leaflet.js bridge.,https://github.com/jupyter-widgets/ipyleaflet,,widgets,27,True,jupyter-widgets/ipyleaflet,ipyleaflet,conda-forge/ipyleaflet,https://github.com/jupyter-widgets/ipyleaflet,2014-05-07 16:32:10.000000,2021-02-11 08:35:25.000000,2021-02-11 08:35:24.000000,278.0,137.0,256.0,1095.0,908.0,2021-01-05 16:38:38.000000,0.13.6,,152123.0,70.0,814.0,714.0,63.0,https://pypi.org/project/ipyleaflet,MIT,2021-01-05 16:38:38.000000,98.0,13356.0,https://anaconda.org/conda-forge/ipyleaflet,2021-01-16 23:51:37.383000,611344.0,1.0,,,,,,jupyter-leaflet,https://www.npmjs.com/package/jupyter-leaflet,2021-01-05 16:30:30.235000,2.0,128227.0,,,,,,,,,
29,jupyter-matplotlib,Matplotlib Jupyter Integration.,https://github.com/matplotlib/ipympl,,widgets,27,True,matplotlib/ipympl,ipympl,,https://github.com/matplotlib/ipympl,2016-07-21 14:38:56.000000,2021-03-02 07:19:45.000000,2021-03-02 07:19:45.000000,144.0,99.0,89.0,1013.0,286.0,2021-01-20 18:02:40.000000,0.6.3,,103942.0,35.0,1268.0,1216.0,23.0,https://pypi.org/project/ipympl,BSD-3-Clause,2021-01-20 17:51:43.000000,52.0,15812.0,,,,1.0,,,,,,jupyter-matplotlib,https://www.npmjs.com/package/jupyter-matplotlib,2021-01-05 16:19:30.088000,,88130.0,,,,,,,,,
30,Perspective,Streaming pivot visualization via WebAssembly.,https://github.com/finos/perspective,,lab-extensions,26,True,finos/perspective,perspective-python,,https://github.com/finos/perspective,2017-11-02 16:27:54.000000,2021-03-04 10:48:49.000000,2021-03-04 10:36:27.000000,350.0,77.0,310.0,3245.0,4357.0,2021-02-24 14:38:08.000000,0.6.1,,2451.0,40.0,186.0,178.0,62.0,https://pypi.org/project/perspective-python,Apache-2.0,2021-02-24 14:38:08.000000,8.0,529.0,,,,1.0,,,,,,@finos/perspective-jupyterlab,https://www.npmjs.com/package/@finos/perspective-jupyterlab,2021-02-12 04:20:19.050000,,1922.0,,,,,,,,,
31,ipyvolume,3d plotting for Python in the Jupyter notebook based on IPython widgets using WebGL.,https://github.com/maartenbreddels/ipyvolume,,widgets,26,True,maartenbreddels/ipyvolume,ipyvolume,conda-forge/ipyvolume,https://github.com/maartenbreddels/ipyvolume,2016-12-21 15:30:13.000000,2021-01-09 19:37:03.000000,2020-12-08 15:52:28.000000,198.0,148.0,121.0,1555.0,921.0,2019-07-07 19:46:13.862000,0.5.2,,15151.0,45.0,454.0,402.0,38.0,https://pypi.org/project/ipyvolume,MIT,2020-06-10 12:48:25.000000,48.0,4778.0,https://anaconda.org/conda-forge/ipyvolume,2020-06-10 13:40:22.698000,263030.0,2.0,,,,,,ipyvolume,https://www.npmjs.com/package/ipyvolume,2020-04-22 09:07:29.284000,4.0,5006.0,,,,,,,,,
32,ipython-sql,"%%sql magic for IPython, hopefully evolving into full SQL client.",https://github.com/catherinedevlin/ipython-sql,,magic,26,True,catherinedevlin/ipython-sql,ipython-sql,conda-forge/ipython-sql,https://github.com/catherinedevlin/ipython-sql,2013-03-20 16:41:10.000000,2020-10-27 11:03:46.000000,2020-05-10 20:58:03.000000,223.0,92.0,37.0,1346.0,244.0,2020-05-02 15:29:58.000000,0.4.0,,10381.0,16.0,1549.0,1427.0,40.0,https://pypi.org/project/ipython-sql,MIT,2020-05-02 15:29:58.000000,122.0,8597.0,https://anaconda.org/conda-forge/ipython-sql,2020-10-14 09:42:08.609000,98148.0,1.0,,,,,,,,,,,,,,,,,,,
33,repo2docker,Turn repositories into Jupyter-enabled Docker images.,https://github.com/jupyterhub/repo2docker,,notebook-tools,26,True,jupyterhub/repo2docker,jupyter-repo2docker,,https://github.com/jupyterhub/repo2docker,2017-05-09 08:36:30.000000,2021-03-03 15:03:59.000000,2021-03-03 10:02:55.000000,255.0,183.0,268.0,1175.0,2050.0,2021-01-23 22:59:12.000000,2021.1.0,,1765.0,14.0,121.0,97.0,94.0,https://pypi.org/project/jupyter-repo2docker,BSD-3-Clause,2021-01-23 22:59:12.000000,24.0,1765.0,,,,2.0,,,,,,,,,,,,,,,,,,,
34,PixieDust,Python Helper library for Jupyter Notebooks.,https://github.com/pixiedust/pixiedust,,notebook-tools,26,True,pixiedust/pixiedust,pixiedust,conda-forge/pixiedust,https://github.com/pixiedust/pixiedust,2016-07-01 17:34:14.000000,2021-02-16 04:46:42.000000,2021-02-16 04:46:41.000000,162.0,163.0,260.0,991.0,2157.0,2021-02-01 03:34:36.000000,1.1.19,,6286.0,92.0,227.0,183.0,33.0,https://pypi.org/project/pixiedust,Apache-2.0,2021-02-01 03:34:36.000000,44.0,4983.0,https://anaconda.org/conda-forge/pixiedust,2021-02-06 13:20:07.331000,20863.0,2.0,,,,,,,,,,,,,,,,,,,
35,sparkmagic,Jupyter magics and kernels for working with remote Spark clusters.,https://github.com/jupyter-incubator/sparkmagic,,magic,26,True,jupyter-incubator/sparkmagic,sparkmagic,conda-forge/sparkmagic,https://github.com/jupyter-incubator/sparkmagic,2015-09-21 15:35:25.000000,2021-02-20 15:37:53.000000,2021-02-04 03:22:19.000000,341.0,131.0,240.0,949.0,1081.0,2021-02-04 15:34:27.000000,0.18.0,,19716.0,46.0,206.0,172.0,49.0,https://pypi.org/project/sparkmagic,BSD-3-Clause,2021-02-04 15:34:27.000000,34.0,19115.0,https://anaconda.org/conda-forge/sparkmagic,2021-01-07 08:26:56.626000,25884.0,1.0,,,,,,,,,,,,,,,,,,,
36,JupyterLab Git,A Git extension for JupyterLab.,https://github.com/jupyterlab/jupyterlab-git,,lab-extensions,26,True,jupyterlab/jupyterlab-git,jupyterlab-git,conda-forge/jupyterlab-git,https://github.com/jupyterlab/jupyterlab-git,2017-06-20 17:31:00.000000,2021-03-03 22:49:24.000000,2021-02-25 07:55:57.000000,173.0,85.0,348.0,800.0,1583.0,2020-12-24 10:39:39.000000,0.23.3,,17293.0,37.0,43.0,13.0,56.0,https://pypi.org/project/jupyterlab-git,BSD-3-Clause,2021-02-15 19:39:34.000000,30.0,15293.0,https://anaconda.org/conda-forge/jupyterlab-git,2020-12-24 12:08:48.622000,54018.0,1.0,,,,,,,,,,,,,,,,,,,
37,pythreejs,A Jupyter - Three.js bridge.,https://github.com/jupyter-widgets/pythreejs,,widgets,26,True,jupyter-widgets/pythreejs,pythreejs,conda-forge/pythreejs,https://github.com/jupyter-widgets/pythreejs,2013-12-23 17:02:11.000000,2021-03-02 13:32:39.505000,2021-02-26 14:01:59.000000,158.0,63.0,141.0,705.0,1659.0,2021-02-26 13:59:06.062000,2.3.0,,19757.0,43.0,49.0,15.0,27.0,https://pypi.org/project/pythreejs,BSD-3-Clause,2021-02-26 14:01:21.000000,26.0,6159.0,https://anaconda.org/conda-forge/pythreejs,2021-03-02 13:32:39.505000,273837.0,2.0,,,,,,jupyter-threejs,https://www.npmjs.com/package/jupyter-threejs,2021-02-26 13:59:06.062000,8.0,8877.0,,,,,,,,,
38,OAuthenticator,OAuth + JupyterHub Authenticator = OAuthenticator.,https://github.com/jupyterhub/oauthenticator,,hub-auth,26,True,jupyterhub/oauthenticator,oauthenticator,conda-forge/oauthenticator,https://github.com/jupyterhub/oauthenticator,2014-09-23 21:37:06.000000,2021-02-17 21:10:18.000000,2021-02-17 21:10:18.000000,283.0,29.0,167.0,298.0,814.0,2021-02-04 12:01:00.000000,0.13.0,,11084.0,25.0,243.0,185.0,89.0,https://pypi.org/project/oauthenticator,BSD-3-Clause,2021-02-04 12:01:00.000000,58.0,10609.0,https://anaconda.org/conda-forge/oauthenticator,2021-02-10 20:04:48.207000,10941.0,1.0,,,,,,,,,,,,,,,,,,,
