,name,github_id,pypi_id,conda_id,github_url,homepage,created_at,updated_at,last_commit_pushed_at,fork_count,open_issue_count,closed_issue_count,star_count,commit_count,latest_stable_release_published_at,latest_stable_release_number,github_release_downloads,monthly_downloads,release_count,description,dependent_project_count,github_dependent_project_count,contributor_count,projectrank,pypi_url,license,pypi_latest_release_published_at,pypi_dependent_project_count,pypi_monthly_downloads,conda_url,conda_latest_release_published_at,conda_total_downloads,show,category,projectrank_placing,dockerhub_id,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_stars,dockerhub_pulls,npm_id,npm_url,npm_latest_release_published_at,npm_dependent_project_count,npm_monthly_downloads,conda_dependent_project_count,cran_id,go_id,pypi,gem_id,hex_id,bitbucket_id
166,JupyterLab Voyager,altair-viz/jupyterlab_voyager,,,https://github.com/altair-viz/jupyterlab_voyager,https://github.com/altair-viz/jupyterlab_voyager,2017-08-26 15:50:13.000000,2020-12-30 23:10:43.000000,2019-08-14 17:21:34.000000,27.0,40.0,19.0,234.0,87.0,2019-05-17 22:15:51.663000,1.0.2,,143.0,5.0,JupyterLab extension visualize data with Voyager.,,,6.0,15,,BSD-3-Clause,,,,,,,False,lab-renderer,3,,,,,,jupyterlab_voyager,https://www.npmjs.com/package/jupyterlab_voyager,2019-08-14 17:26:02.030000,,143.0,,,,,,,
167,JupyterLab Tensorboard,chaoleili/jupyterlab_tensorboard,,,https://github.com/chaoleili/jupyterlab_tensorboard,https://github.com/chaoleili/jupyterlab_tensorboard,2018-08-14 12:36:26.000000,2020-06-27 13:41:18.000000,2020-06-27 13:40:51.000000,19.0,14.0,8.0,228.0,23.0,2020-06-27 13:40:43.778000,0.2.1,,6969.0,9.0,Tensorboard extension for jupyterlab.,2.0,2.0,4.0,15,,MIT,,,,,,,True,lab-extensions,3,,,,,,jupyterlab_tensorboard,https://www.npmjs.com/package/jupyterlab_tensorboard,2020-06-27 13:40:43.778000,,6969.0,,,,,,,
168,JupyterLab System Monitor,jtpio/jupyterlab-system-monitor,,,https://github.com/jtpio/jupyterlab-system-monitor,https://github.com/jtpio/jupyterlab-system-monitor,2019-07-13 12:31:51.000000,2020-12-14 09:06:18.000000,2020-12-14 09:06:10.000000,17.0,9.0,15.0,139.0,,2020-11-23 15:39:30.000000,0.7.0,,7346.0,20.0,JupyterLab extension to display system metrics.,,,4.0,15,,BSD-3-Clause,,,,,,,True,lab-extensions,3,,,,,,jupyterlab-system-monitor,https://www.npmjs.com/package/jupyterlab-system-monitor,2020-11-23 15:30:52.408000,,7346.0,,,,,,,
169,nb_conda,Anaconda-Platform/nb_conda,,conda-forge/nb_conda,https://github.com/Anaconda-Platform/nb_conda,https://github.com/Anaconda-Platform/nb_conda,2015-12-09 23:12:58.000000,2020-10-21 07:51:40.132000,2020-09-11 21:06:00.000000,24.0,30.0,28.0,109.0,158.0,,,,4101.0,4.0,Conda environment and package access extension from within Jupyter.,,,14.0,15,,BSD-3-Clause,,,,https://anaconda.org/conda-forge/nb_conda,2020-10-21 07:51:40.132000,221487.0,True,jupyter-extensions,3,,,,,,,,,,,,,,,,,
170,Darcula Theme,telamonian/theme-darcula,,,https://github.com/telamonian/theme-darcula,https://github.com/telamonian/theme-darcula,2019-01-21 04:39:42.000000,2020-12-11 20:15:43.000000,2020-05-18 01:55:23.000000,10.0,2.0,10.0,67.0,65.0,2020-05-05 00:28:05.646000,2.0.0,,2978.0,8.0,A handsome Darcula theme for Jupyterlab. The first jlab theme to include dark scrollbars.,,,4.0,15,,BSD-3-Clause,,,,,,,True,lab-themes,2,,,,,,@telamonian/theme-darcula,https://www.npmjs.com/package/@telamonian/theme-darcula,2020-05-05 00:28:05.646000,,2978.0,,,,,,,
171,ipymaterialui,maartenbreddels/ipymaterialui,ipymaterialui,,https://github.com/maartenbreddels/ipymaterialui,https://github.com/maartenbreddels/ipymaterialui,2018-11-23 18:33:20.000000,2020-12-11 17:34:05.000000,2019-10-29 13:53:37.000000,11.0,6.0,3.0,57.0,74.0,2019-10-29 13:57:12.560000,0.1.4,,278.0,6.0,Jupyter Widgets based on React Material UI components.,4.0,4.0,3.0,15,https://pypi.org/project/ipymaterialui,MIT,2019-10-29 13:56:17.000000,,50.0,,,,False,widgets,3,,,,,,jupyter-materialui,https://www.npmjs.com/package/jupyter-materialui,2019-10-29 13:57:12.560000,,228.0,,,,,,,
172,JupyterLab Quickopen,parente/jupyterlab-quickopen,jupyterlab-quickopen,,https://github.com/parente/jupyterlab-quickopen,https://github.com/parente/jupyterlab-quickopen,2018-12-04 01:00:58.000000,2020-12-31 19:19:20.000000,2020-12-31 19:19:19.000000,5.0,6.0,,57.0,35.0,2020-12-31 18:08:20.000000,1.0.0,,938.0,7.0,Quickly open a file in JupyterLab by typing part of its name.,1.0,,5.0,15,https://pypi.org/project/jupyterlab-quickopen,BSD-3-Clause,2020-12-31 18:08:20.000000,1.0,247.0,,,,True,lab-extensions,3,,,,,,@parente/jupyterlab-quickopen,https://www.npmjs.com/package/@parente/jupyterlab-quickopen,2020-03-20 12:56:10.580000,,691.0,,,,,,,
173,JupyterLab Kernelspy,vidartf/jupyterlab-kernelspy,,,https://github.com/vidartf/jupyterlab-kernelspy,https://github.com/vidartf/jupyterlab-kernelspy,2018-04-20 16:11:58.000000,2020-12-14 11:28:54.000000,2020-09-21 18:00:16.000000,6.0,2.0,10.0,56.0,72.0,2020-09-21 11:05:06.805000,3.0.1,,542.0,16.0,A Jupyter Lab extension for inspecting messages to/from a kernel.,3.0,3.0,2.0,15,,BSD-3-Clause,,,,,,,True,lab-extensions,3,,,,,,jupyterlab-kernelspy,https://www.npmjs.com/package/jupyterlab-kernelspy,2020-09-21 11:05:06.805000,,542.0,,,,,,,
174,JupyterLab Shortcutui,jupyterlab/jupyterlab-shortcutui,,,https://github.com/jupyterlab/jupyterlab-shortcutui,https://github.com/jupyterlab/jupyterlab-shortcutui,2018-06-18 22:07:19.000000,2020-01-17 16:59:32.000000,2020-01-17 16:59:32.000000,11.0,6.0,6.0,50.0,191.0,2019-09-05 11:54:07.000000,0.4.0,,1122.0,11.0,A JupyterLab extension for managing keyboard shortcuts.,,,8.0,15,,BSD-3-Clause,,,,,,,True,lab-extensions,3,,,,,,@jupyterlab/shortcutui,https://www.npmjs.com/package/@jupyterlab/shortcutui,2020-01-17 14:43:21.930000,,1122.0,,,,,,,
175,Altair Viewer,altair-viz/altair_viewer,altair_viewer,,https://github.com/altair-viz/altair_viewer,https://github.com/altair-viz/altair_viewer,2019-12-20 14:32:14.000000,2020-04-01 05:53:02.000000,2020-04-01 05:53:01.000000,3.0,1.0,3.0,41.0,104.0,2020-03-31 12:46:48.000000,0.3.0,,72467.0,6.0,Viewer for Altair and Vega-Lite visualizations.,,,2.0,15,https://pypi.org/project/altair_viewer,BSD-3-Clause,2020-03-31 12:44:07.000000,,72467.0,,,,True,widgets,3,,,,,,,,,,,,,,,,,
176,jupyterlab-sos,vatlab/jupyterlab-sos,,conda-forge/jupyterlab-sos,https://github.com/vatlab/jupyterlab-sos,https://github.com/vatlab/jupyterlab-sos,2018-03-20 16:07:18.000000,2020-12-11 06:16:09.879000,2020-12-11 00:15:53.000000,,11.0,46.0,39.0,286.0,2020-12-11 00:15:38.177000,0.7.1,,975.0,42.0,"Jupyterlab extension for SoS Polyglot Notebook and Workflow Engine, allows multiple kernels in one notebook.",,,3.0,15,,BSD-3-Clause,,,,https://anaconda.org/conda-forge/jupyterlab-sos,2020-12-11 06:16:09.879000,5795.0,True,lab-extensions,3,,,,,,jupyterlab-sos,https://www.npmjs.com/package/jupyterlab-sos,2020-12-11 00:15:38.177000,,613.0,,,,,,,
177,SSH Kernel,NII-cloud-operation/sshkernel,sshkernel,,https://github.com/NII-cloud-operation/sshkernel,https://github.com/NII-cloud-operation/sshkernel,2019-02-12 02:46:14.000000,2020-09-28 09:01:28.000000,2020-09-28 08:54:04.000000,8.0,1.0,6.0,36.0,394.0,2020-09-28 09:01:28.000000,0.11.0,,164.0,14.0,SSH Kernel for Jupyter.,2.0,2.0,4.0,15,https://pypi.org/project/sshkernel,BSD-3-Clause,2020-09-28 09:01:28.000000,,164.0,,,,True,kernels,3,,,,,,,,,,,,,,,,,
178,JupyterLab Python Files,jtpio/jupyterlab-python-file,,,https://github.com/jtpio/jupyterlab-python-file,https://github.com/jtpio/jupyterlab-python-file,2018-10-17 22:21:21.000000,2020-12-16 21:20:59.000000,2020-12-16 21:14:51.000000,7.0,3.0,6.0,36.0,,2020-12-16 21:20:59.000000,0.5.2,,3470.0,7.0,JupyterLab extension to create Python files.,,,3.0,15,,BSD-3-Clause,,,,,,,True,lab-extensions,3,,,,,,jupyterlab-python-file,https://www.npmjs.com/package/jupyterlab-python-file,2020-12-16 21:13:12.679000,,3470.0,,,,,,,
179,jupyter-archive,jupyterlab-contrib/jupyter-archive,,conda-forge/jupyter-archive,https://github.com/jupyterlab-contrib/jupyter-archive,https://github.com/jupyterlab-contrib/jupyter-archive,2019-07-25 17:15:19.000000,2020-12-30 10:50:28.000000,2020-12-30 09:40:45.000000,5.0,4.0,19.0,34.0,153.0,2020-07-11 14:02:15.000000,0.7.0,3251.0,877.0,10.0,"A Jupyter/Jupyterlab extension to make, download and extract archive files.",,,6.0,15,,BSD-3-Clause,,,,https://anaconda.org/conda-forge/jupyter-archive,2020-07-11 14:52:15.567000,9925.0,True,jupyter-extensions,3,,,,,,,,,,,,,,,,,
180,dummyauthenticator,jupyterhub/dummyauthenticator,jupyterhub-dummyauthenticator,,https://github.com/jupyterhub/dummyauthenticator,https://github.com/jupyterhub/dummyauthenticator,2016-02-14 21:57:32.000000,2018-10-03 20:28:54.000000,2017-04-29 21:21:19.000000,13.0,6.0,1.0,25.0,5.0,2017-04-29 22:45:46.000000,0.3.1,,3893.0,4.0,A Dummy JupyterHub Authenticator to make testing easy.,71.0,65.0,1.0,15,https://pypi.org/project/jupyterhub-dummyauthenticator,BSD-3-Clause,2017-04-29 22:45:46.000000,6.0,3893.0,,,,False,hub-auth,2,,,,,,,,,,,,,,,,,
181,lgo,yunabe/lgo,,,https://github.com/yunabe/lgo,https://github.com/yunabe/lgo,2017-10-05 15:29:10.000000,2020-11-20 07:01:33.000000,2019-07-09 12:59:17.000000,97.0,23.0,53.0,2096.0,169.0,,,,,,Interactive Go programming with Jupyter.,,,9.0,14,,BSD-3-Clause,,,,,,,False,kernels,3,,,,,,,,,,,,,,,,,
182,SQLCell,tmthyjames/SQLCell,sqlcell,,https://github.com/tmthyjames/SQLCell,https://github.com/tmthyjames/SQLCell,2016-08-15 01:54:46.000000,2020-11-18 22:15:49.000000,2020-10-06 02:14:24.000000,9.0,60.0,24.0,145.0,310.0,2019-05-19 02:21:20.000000,0.2.0,,60.0,14.0,"SQLCell is a magic function for the Jupyter Notebook that executes raw, parallel, parameterized SQL queries with the..",1.0,1.0,14.0,14,https://pypi.org/project/sqlcell,MIT,2019-05-19 02:50:16.000000,,60.0,,,,True,magic,3,,,,,,,,,,,,,,,,,
183,Kernel Detection,Cadair/jupyter_environment_kernels,environment_kernels,,https://github.com/Cadair/jupyter_environment_kernels,https://github.com/Cadair/jupyter_environment_kernels,2015-01-06 14:50:00.000000,2018-02-20 00:36:41.000000,2018-02-12 13:00:01.000000,16.0,6.0,22.0,133.0,77.0,2018-02-12 13:01:06.000000,1.1.1,,2809.0,3.0,An Jupyter plugin to enable the automatic detection of conda and virtualenv environments as kernels.,2.0,,7.0,14,https://pypi.org/project/environment_kernels,BSD-2-Clause,2018-02-12 12:56:44.000000,2.0,2809.0,,,,False,kernels,3,,,,,,,,,,,,,,,,,
184,Material Darker Theme,oriolmirosa/jupyterlab_materialdarker,,,https://github.com/oriolmirosa/jupyterlab_materialdarker,https://github.com/oriolmirosa/jupyterlab_materialdarker,2018-03-07 23:24:13.000000,2020-05-09 22:13:52.419000,2020-05-09 22:13:21.000000,12.0,3.0,12.0,120.0,44.0,2019-11-12 15:01:59.155000,0.5.0,,1504.0,19.0,The Material Darker theme for JupyterLab.,4.0,4.0,2.0,14,,BSD-3-Clause,,,,,,,True,lab-themes,2,,,,,,@oriolmirosa/jupyterlab_materialdarker,https://www.npmjs.com/package/@oriolmirosa/jupyterlab_materialdarker,2020-05-09 22:13:52.419000,,1504.0,,,,,,,
185,igv.js widget,igvteam/igv-jupyter,igv-jupyter,,https://github.com/igvteam/igv-jupyter,https://github.com/igvteam/igv-jupyter,2016-07-21 18:44:38.000000,2020-12-03 16:23:27.000000,2020-12-03 16:23:27.000000,14.0,2.0,31.0,111.0,85.0,2019-04-09 20:15:27.000000,0.9.7,,182.0,4.0,Extension for Jupyter Notebook which integrates igv.js.,1.0,1.0,4.0,14,https://pypi.org/project/igv-jupyter,MIT,2019-04-09 20:15:27.000000,,182.0,,,,True,widgets,3,,,,,,,,,,,,,,,,,
186,JupyterLab Spreadsheet,quigleyj97/jupyterlab-spreadsheet,,,https://github.com/quigleyj97/jupyterlab-spreadsheet,https://github.com/quigleyj97/jupyterlab-spreadsheet,2018-10-13 22:51:03.000000,2020-12-11 01:09:34.000000,2020-12-11 01:09:33.000000,8.0,4.0,12.0,86.0,,2020-05-01 01:33:49.445000,0.3.2,,1971.0,10.0,"JupyterLab plugin for viewing spreadsheets, such as Excel .xls/.xlsx workbooks and OpenOffice .ods files.",,,3.0,14,,BSD-3-Clause,,,,,,,True,lab-renderer,3,,,,,,jupyterlab-spreadsheet,https://www.npmjs.com/package/jupyterlab-spreadsheet,2020-05-01 01:33:49.445000,,1971.0,,,,,,,
187,JupyterLab Top Bar,jtpio/jupyterlab-topbar,,,https://github.com/jtpio/jupyterlab-topbar,https://github.com/jtpio/jupyterlab-topbar,2019-01-27 23:43:18.000000,2020-12-11 09:32:41.000000,2020-12-11 09:32:34.000000,6.0,6.0,9.0,80.0,,2020-11-23 15:12:16.000000,0.6.0,,7249.0,13.0,JupyterLab Top Bar extension.,1.0,1.0,2.0,14,,BSD-3-Clause,,,,,,,True,lab-extensions,3,,,,,,jupyterlab-topbar-extension,https://www.npmjs.com/package/jupyterlab-topbar-extension,2020-10-30 20:22:49.425000,,7249.0,,,,,,,
188,JupyterLab Commenting,jupyterlab/jupyterlab-commenting,,,https://github.com/jupyterlab/jupyterlab-commenting,https://github.com/jupyterlab/jupyterlab-commenting,2019-01-03 21:55:33.000000,2020-05-01 11:42:40.000000,2020-05-01 11:42:37.000000,15.0,23.0,10.0,71.0,332.0,2020-05-01 11:39:08.310000,0.3.0,,218.0,4.0,Commenting and annotation for JupyterLab.,,,10.0,14,,BSD-3-Clause,,,,,,,True,lab-extensions,3,,,,,,@jupyterlab/commenting-extension,https://www.npmjs.com/package/@jupyterlab/commenting-extension,2020-05-01 11:39:08.310000,,218.0,,,,,,,
189,ipytree,QuantStack/ipytree,ipytree,conda-forge/ipytree,https://github.com/QuantStack/ipytree,https://github.com/QuantStack/ipytree,2018-09-15 13:17:27.000000,2020-10-14 09:11:11.000000,2020-10-13 14:28:37.000000,17.0,12.0,11.0,65.0,84.0,2020-03-03 09:15:46.000000,0.1.8,,3650.0,8.0,A Tree Widget using Jupyter-widgets protocol and jsTree.,,,7.0,14,https://pypi.org/project/ipytree,MIT,2020-03-03 09:15:46.000000,,3124.0,https://anaconda.org/conda-forge/ipytree,2020-03-03 09:49:02.272000,11586.0,True,widgets,3,,,,,,,,,,,,,,,,,
190,nb_black,dnanhkhoa/nb_black,nb_black,conda-forge/nb_black,https://github.com/dnanhkhoa/nb_black,https://github.com/dnanhkhoa/nb_black,2019-05-02 16:13:43.498000,2019-11-30 11:30:08.595000,,7.0,,,60.0,,2019-07-31 17:24:06.000000,1.0.6,,11310.0,6.0,A simple extension for Jupyter Notebook and Jupyter Lab to beautify Python code automatically using Black.,1.0,,,14,https://pypi.org/project/nb_black,MIT,2019-07-31 17:24:06.000000,1.0,9896.0,https://anaconda.org/conda-forge/nb_black,2019-11-30 11:30:08.595000,28285.0,False,magic,3,,,,,,,,,,,,,,,,,
191,JupyterLab Autoversion,timkpaine/jupyterlab_autoversion,jupyterlab_autoversion,,https://github.com/timkpaine/jupyterlab_autoversion,https://github.com/timkpaine/jupyterlab_autoversion,2018-08-23 23:49:52.000000,2021-01-01 04:42:22.581000,2021-01-01 04:14:46.000000,5.0,1.0,22.0,49.0,,2021-01-01 04:15:38.000000,0.3.0,,410.0,9.0,Automatically version jupyter notebooks in JupyterLab.,,,3.0,14,https://pypi.org/project/jupyterlab_autoversion,Apache-2.0,2019-06-29 15:19:19.000000,,196.0,,,,True,lab-extensions,3,,,,,,jupyterlab_autoversion,https://www.npmjs.com/package/jupyterlab_autoversion,2021-01-01 04:42:22.581000,,214.0,,,,,,,
192,paramnb,ioam/paramnb,paramnb,conda-forge/paramnb,https://github.com/ioam/paramnb,https://github.com/ioam/paramnb,2016-04-04 20:31:41.000000,2019-11-28 15:57:21.000000,2019-11-28 15:52:05.000000,10.0,32.0,11.0,37.0,223.0,2018-07-08 18:24:13.000000,2.0.4,,348.0,7.0,Generate ipywidgets from Parameterized objects in the notebook.,,,6.0,14,https://pypi.org/project/paramnb,BSD-3-Clause,2018-07-08 18:24:13.000000,,163.0,https://anaconda.org/conda-forge/paramnb,2018-10-11 08:01:12.438000,5020.0,False,widgets,3,,,,,,,,,,,,,,,,,
193,perfume,leifwalsh/perfume,perfume-bench,,https://github.com/leifwalsh/perfume,https://github.com/leifwalsh/perfume,2017-07-10 14:34:03.000000,2020-12-28 17:23:08.000000,2020-10-31 19:46:42.000000,3.0,3.0,4.0,29.0,196.0,2018-05-20 05:11:04.000000,0.1.6,,45.0,7.0,Interactive performance benchmarking in Jupyter.,,,3.0,14,https://pypi.org/project/perfume-bench,BSD-3-Clause,2018-05-20 05:11:04.000000,,45.0,,,,True,widgets,3,,,,,,,,,,,,,,,,,
194,Kernel Management,takluyver/jupyter_kernel_mgmt,jupyter-kernel-mgmt,,https://github.com/takluyver/jupyter_kernel_mgmt,https://github.com/takluyver/jupyter_kernel_mgmt,2018-04-01 20:06:08.000000,2020-08-27 01:11:14.000000,2020-01-29 22:31:34.000000,7.0,10.0,14.0,10.0,1783.0,2020-01-15 19:12:57.000000,0.5.1,10.0,48.0,7.0,Experimental new kernel management framework for Jupyter.,2.0,,74.0,14,https://pypi.org/project/jupyter-kernel-mgmt,BSD-3-Clause,2019-12-07 18:06:15.000000,2.0,48.0,,,,False,notebook-tools,3,,,,,,,,,,,,,,,,,
195,Null Authenticator,jupyterhub/nullauthenticator,nullauthenticator,,https://github.com/jupyterhub/nullauthenticator,https://github.com/jupyterhub/nullauthenticator,2017-08-30 09:12:22.000000,2019-10-12 17:22:55.000000,2019-10-12 17:22:54.000000,7.0,1.0,,5.0,14.0,2017-08-30 13:12:25.000000,1.0.0,,1127.0,1.0,Null Authenticator for JupyterHub instances that should have no login mechanism.,57.0,51.0,4.0,14,https://pypi.org/project/nullauthenticator,BSD-3-Clause,2017-08-30 13:12:25.000000,6.0,1127.0,,,,False,hub-auth,3,,,,,,,,,,,,,,,,,
196,pynb,elehcimd/pynb,,,https://github.com/elehcimd/pynb,https://github.com/elehcimd/pynb,2017-11-14 11:13:22.000000,2020-07-07 15:27:20.000000,2020-07-07 15:27:10.000000,5.0,,8.0,224.0,154.0,,,,,,Jupyter Notebooks as plain Python code with embedded Markdown text.,10.0,10.0,8.0,13,,MIT,,,,,,,True,notebook-sharing,3,,,,,,,,,,,,,,,,,
197,JupyterWith,tweag/jupyterWith,,,https://github.com/tweag/jupyterWith,https://github.com/tweag/jupyterWith,2018-12-18 10:10:58.000000,2020-12-12 07:23:28.000000,2020-10-02 06:57:38.000000,56.0,39.0,37.0,218.0,269.0,,,,,,declarative and reproducible Jupyter environments - powered by Nix.,,,17.0,13,,MIT,,,,,,,True,notebook-tools,3,,,,,,,,,,,,,,,,,
198,gpu-jupyter,iot-salzburg/gpu-jupyter,,,https://github.com/iot-salzburg/gpu-jupyter,https://github.com/iot-salzburg/gpu-jupyter,2019-11-12 20:10:23.000000,2020-11-21 12:57:56.000000,2020-11-21 12:57:48.000000,44.0,4.0,18.0,140.0,135.0,2020-09-01 16:59:14.000000,1.1_cuda-10.1_ubuntu-18.04,,,2.0,Leverage the flexibility of Jupyterlab through the power of your NVIDIA GPU to run your code from Tensorflow and..,,,6.0,13,,Apache-2.0,,,,,,,True,notebook-environments,3,,,,,,,,,,,,,,,,,
199,Jupyter DataTables,CermakM/jupyter-datatables,jupyter-datatables,,https://github.com/CermakM/jupyter-datatables,https://github.com/CermakM/jupyter-datatables,2019-03-28 20:55:12.000000,2019-12-11 12:10:31.000000,2019-12-11 12:10:07.000000,11.0,13.0,15.0,126.0,147.0,2019-11-22 07:33:04.000000,0.3.9,,338.0,9.0,Jupyter Notebook extension leveraging pandas DataFrames by integrating DataTables and ChartJS.,,,4.0,13,https://pypi.org/project/jupyter-datatables,MIT,2019-11-22 07:33:04.000000,,338.0,,,,False,widgets,3,,,,,,,,,,,,,,,,,
200,jupyterlab-celltags,jupyterlab/jupyterlab-celltags,,,https://github.com/jupyterlab/jupyterlab-celltags,https://github.com/jupyterlab/jupyterlab-celltags,2018-06-18 22:02:23.000000,2020-04-29 18:27:31.000000,2020-04-29 18:26:29.000000,20.0,12.0,7.0,109.0,441.0,,,,,,A JupyterLab extension for notebook cell tags.,152.0,152.0,10.0,13,,BSD-3-Clause,,,,,,,True,lab-extensions,3,,,,,,,,,,,,,,,,,
201,jupyterlab-execute-time,deshaw/jupyterlab-execute-time,,,https://github.com/deshaw/jupyterlab-execute-time,https://github.com/deshaw/jupyterlab-execute-time,2020-04-07 22:27:30.000000,2020-12-24 13:50:14.000000,2020-12-24 13:50:13.000000,7.0,3.0,7.0,84.0,9.0,2020-04-07 22:36:39.339000,1.0.0,,5484.0,1.0,Execute Time Plugin for Jupyter Lab.,,,6.0,13,,BSD-3-Clause,,,,,,,True,lab-extensions,3,,,,,,jupyterlab-execute-time,https://www.npmjs.com/package/jupyterlab-execute-time,2020-04-07 22:36:39.339000,,5484.0,,,,,,,
202,PPExtensions,paypal/PPExtensions,ppextensions,,https://github.com/paypal/PPExtensions,https://github.com/paypal/PPExtensions,2018-08-17 20:07:23.000000,2019-11-22 13:46:43.000000,2018-12-07 00:05:33.000000,24.0,19.0,22.0,44.0,32.0,2019-08-02 19:24:43.000000,0.0.6,,53.0,6.0,Set of iPython and Jupyter extensions to improve user experience.,1.0,1.0,9.0,13,https://pypi.org/project/ppextensions,BSD-3-Clause,2019-08-02 19:51:00.000000,,53.0,,,,False,jupyter-extensions,3,,,,,,,,,,,,,,,,,
203,KnowledgeLab,timkpaine/knowledgelab,knowledgelab,,https://github.com/timkpaine/knowledgelab,https://github.com/timkpaine/knowledgelab,2017-10-18 01:10:58.000000,2020-12-15 00:41:43.000000,2020-12-15 00:41:03.000000,6.0,5.0,23.0,40.0,93.0,2018-10-16 21:43:49.317000,0.0.6,,38.0,5.0,KnowledgeRepo + JupyterLab.,2.0,2.0,3.0,13,https://pypi.org/project/knowledgelab,Apache-2.0,2017-10-19 21:16:50.000000,,14.0,,,,True,lab-extensions,3,,,,,,knowledgelab,https://www.npmjs.com/package/knowledgelab,2018-10-16 21:43:49.317000,,24.0,,,,,,,
204,Gruvbox Theme,Rahlir/theme-gruvbox,,,https://github.com/Rahlir/theme-gruvbox,https://github.com/Rahlir/theme-gruvbox,2019-05-03 20:34:01.000000,2020-04-12 19:23:01.000000,2020-04-12 19:22:55.000000,6.0,1.0,,30.0,44.0,2019-09-22 14:03:20.830000,1.0.0,,161.0,4.0,Gruvbox dark theme for Jupyter Lab. Modeled on classic gruvbox color palette and jupyter-themes gruvbox theme.,,,3.0,13,,BSD-3-Clause,,,,,,,True,lab-themes,3,,,,,,@rahlir/theme-gruvbox,https://www.npmjs.com/package/@rahlir/theme-gruvbox,2019-09-22 14:03:20.830000,,161.0,,,,,,,
205,SAML Authenticator,HewlettPackard/jupyterhub-samlauthenticator,jupyterhub-samlauthenticator,,https://github.com/HewlettPackard/jupyterhub-samlauthenticator,https://github.com/HewlettPackard/jupyterhub-samlauthenticator,2019-04-17 21:34:09.000000,2020-11-06 21:11:50.000000,2020-07-13 15:54:47.000000,13.0,12.0,11.0,26.0,111.0,2020-07-13 15:56:30.000000,samlauthenticator-0.0.9,8.0,201.0,8.0,jupyterhub-samlauthenticator.,,,6.0,13,https://pypi.org/project/jupyterhub-samlauthenticator,MIT,2020-07-13 15:59:02.000000,,201.0,,,,True,hub-auth,3,,,,,,,,,,,,,,,,,
206,remote_ikernel,tdaff/remote_ikernel,remote_ikernel,,https://github.com/tdaff/remote_ikernel,https://github.com/tdaff/remote_ikernel,2017-07-11 14:29:42.000000,2020-11-08 22:41:49.000000,2020-11-08 22:02:16.000000,9.0,8.0,18.0,4.0,78.0,2017-08-10 16:57:34.000000,0.4.6,,387.0,18.0,"All your Jupyter kernels, on all your machines, in one place.",,,7.0,13,https://pypi.org/project/remote_ikernel,BSD-2-Clause,2017-08-10 16:57:34.000000,,387.0,,,,False,kernels,3,,,,,,,,,,,,,,,,,tdaff/remote_ikernel
207,jupyter-flex,danielfrg/jupyter-flex,,,https://github.com/danielfrg/jupyter-flex,https://github.com/danielfrg/jupyter-flex,2019-12-13 20:19:40.000000,2020-12-21 17:35:39.000000,2020-12-21 17:35:37.000000,16.0,2.0,24.0,91.0,243.0,,,,,,Build dashboards using Jupyter Notebooks.,12.0,12.0,2.0,12,,Apache-2.0,,,,,,,True,notebook-sharing,3,,,,,,,,,,,,,,,,,
208,JupyterLab Flake8,timkpaine/jupyterlab_email,,,https://github.com/timkpaine/jupyterlab_email,https://github.com/timkpaine/jupyterlab_email,2018-08-07 14:14:40.000000,2020-08-19 19:19:23.000000,2020-08-19 19:19:19.000000,6.0,6.0,28.0,61.0,117.0,2020-06-25 16:29:14.000000,0.2.3,,871.0,18.0,A jupyterlab extension to email notebooks directly from JupyterLab.,,,1.0,12,,Apache-2.0,,,,,,,True,lab-extensions,3,,,,,,jupyterlab-flake8,https://www.npmjs.com/package/jupyterlab-flake8,2020-03-31 21:26:14.814000,,871.0,,,,,,,
209,SudoSpawner,jupyterhub/sudospawner,conda-forge/sudospawner,,https://github.com/jupyterhub/sudospawner,https://github.com/jupyterhub/sudospawner,2014-11-24 23:21:36.000000,2019-06-30 20:16:49.000000,2019-06-30 20:16:48.000000,30.0,13.0,19.0,32.0,107.0,,,,,,Spawn JupyterHub single-user servers with sudo.,30.0,30.0,13.0,12,https://pypi.org/project/conda-forge/sudospawner,BSD-3-Clause,,,,,,,False,hub-spawners,3,,,,,,,,,,,,,,,,,
210,JWT Authenticator,mogthesprog/jwtauthenticator,jupyterhub-jwtauthenticator,,https://github.com/mogthesprog/jwtauthenticator,https://github.com/mogthesprog/jwtauthenticator,2017-06-21 20:09:58.000000,2019-03-13 14:50:57.000000,2019-02-13 10:57:15.000000,32.0,7.0,8.0,32.0,24.0,,,,95.0,1.0,A Token Authenticator for JupyterHub.,7.0,7.0,7.0,12,https://pypi.org/project/jupyterhub-jwtauthenticator,Apache-2.0,2018-01-25 07:43:22.000000,,95.0,,,,False,hub-auth,3,,,,,,,,,,,,,,,,,
211,Remote User Auth,cwaldbieser/jhub_remote_user_authenticator,jhub_remote_user_authenticator,,https://github.com/cwaldbieser/jhub_remote_user_authenticator,https://github.com/cwaldbieser/jhub_remote_user_authenticator,2015-11-04 03:17:18.000000,2020-04-02 12:59:46.000000,2019-04-16 20:10:44.000000,24.0,7.0,8.0,28.0,27.0,,,,259.0,3.0,REMOTE_USER authenticator for Jupyterhub.,,,5.0,12,https://pypi.org/project/jhub_remote_user_authenticator,GPL-3.0,2018-09-27 22:26:32.000000,,259.0,,,,False,hub-auth,3,,,,,,,,,,,,,,,,,
