,name,description,homepage,resource,category,projectrank,show,github_id,pypi_id,conda_id,github_url,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,open_issue_count,closed_issue_count,star_count,latest_stable_release_published_at,latest_stable_release_number,github_release_downloads,monthly_downloads,release_count,dependent_project_count,github_dependent_project_count,contributor_count,pypi_url,license,pypi_latest_release_published_at,pypi_dependent_project_count,pypi_monthly_downloads,conda_url,conda_latest_release_published_at,conda_total_downloads,projectrank_placing,trending,dockerhub_id,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_stars,dockerhub_pulls,npm_id,npm_url,npm_latest_release_published_at,npm_dependent_project_count,npm_monthly_downloads,conda_dependent_project_count,updated_github_id,cran_id,go_id,go_url,go_latest_release_published_at,go_dependent_project_count,pypi,gem_id,hex_id,bitbucket_id
124,JupyterLab Renderers,Renderers and renderer extensions for JupyterLab.,https://github.com/jupyterlab/jupyter-renderers,,lab-renderer,20,True,jupyterlab/jupyter-renderers,,,https://github.com/jupyterlab/jupyter-renderers,2017-06-08 16:59:07.000000,2022-01-13 12:21:54.000000,2021-08-31 17:28:35.000000,525.0,,61.0,34.0,165.0,32.0,69.0,420.0,2021-03-11 21:19:20.467000,3.1.2,,3820.0,30.0,1.0,1.0,23.0,,BSD-3-Clause,,,,,,,1.0,,,,,,,@jupyterlab/geojson-extension,https://www.npmjs.com/package/@jupyterlab/geojson-extension,2021-03-11 21:19:20.467000,,3820.0,,,,,,,,,,,
125,tributary,Streaming reactive and dataflow graphs in Python.,https://github.com/timkpaine/tributary,,widgets,20,True,timkpaine/tributary,tributary,conda-forge/tributary,https://github.com/timkpaine/tributary,2018-09-08 02:58:57.000000,2021-12-24 10:47:28.000000,2021-12-24 10:47:27.000000,585.0,27.0,25.0,14.0,66.0,11.0,70.0,289.0,2021-02-27 04:59:39.000000,0.1.5,,863.0,15.0,17.0,17.0,7.0,https://pypi.org/project/tributary,Apache-2.0,2020-08-25 18:51:06.000000,,76.0,https://anaconda.org/conda-forge/tributary,2021-11-17 22:00:58.159000,14955.0,3.0,,,,,,,,,,,,,,,,,,,,,,
126,JupyterLab Templates,Support for jupyter notebook templates in jupyterlab.,https://github.com/jpmorganchase/jupyterlab_templates,,lab-extensions,20,True,jpmorganchase/jupyterlab_templates,jupyterlab_templates,,https://github.com/jpmorganchase/jupyterlab_templates,2018-03-17 21:38:11.000000,2021-12-12 19:02:47.000000,2021-12-12 19:02:46.000000,307.0,18.0,49.0,16.0,75.0,8.0,70.0,283.0,2021-03-28 03:28:25.639000,0.3.1,,6211.0,24.0,4.0,4.0,14.0,https://pypi.org/project/jupyterlab_templates,Apache-2.0,2019-06-30 05:07:41.000000,,3385.0,,,,2.0,,,,,,,jupyterlab_templates,https://www.npmjs.com/package/jupyterlab_templates,2021-03-28 03:28:25.639000,,2826.0,,,,,,,,,,,
127,Jupyter Bokeh,An extension for rendering Bokeh content in JupyterLab notebooks.,https://github.com/bokeh/jupyter_bokeh,,lab-extensions,20,True,bokeh/jupyter_bokeh,jupyter-bokeh,,https://github.com/bokeh/jupyter_bokeh,2017-08-14 23:01:29.000000,2021-09-30 18:18:05.000000,2021-09-30 18:17:17.000000,116.0,,37.0,21.0,61.0,9.0,70.0,193.0,2021-09-30 18:07:43.000000,3.0.4,,20919.0,17.0,5.0,,16.0,https://pypi.org/project/jupyter-bokeh,BSD-3-Clause,2021-09-30 18:07:43.000000,5.0,4618.0,,,,2.0,,,,,,,@bokeh/jupyter_bokeh,https://www.npmjs.com/package/@bokeh/jupyter_bokeh,2021-09-30 18:05:39.040000,,16301.0,,,,,,,,,,,
128,bookstore,Notebook storage and publishing workflows for the masses.,https://github.com/nteract/bookstore,,notebook-sharing,20,False,nteract/bookstore,bookstore,,https://github.com/nteract/bookstore,2018-10-16 18:54:00.000000,2021-12-15 14:37:42.138000,2019-12-09 16:52:07.000000,619.0,,18.0,20.0,109.0,35.0,39.0,179.0,2019-12-09 16:49:29.000000,2.5.1,,85164.0,19.0,8.0,7.0,7.0,https://pypi.org/project/bookstore,BSD-3-Clause,2019-12-09 16:49:29.000000,1.0,85164.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,
129,JupyterLab IFrame,View html as an embedded iframe in JupyterLab.,https://github.com/timkpaine/jupyterlab_iframe,,lab-extensions,20,True,timkpaine/jupyterlab_iframe,jupyterlab_iframe,,https://github.com/timkpaine/jupyterlab_iframe,2018-03-12 02:34:47.000000,2021-12-12 18:40:39.000000,2021-12-12 18:40:39.000000,224.0,24.0,15.0,3.0,38.0,8.0,58.0,77.0,2021-11-30 04:16:27.000000,0.4.1,,1256.0,22.0,11.0,3.0,5.0,https://pypi.org/project/jupyterlab_iframe,Apache-2.0,2019-06-29 16:55:52.000000,8.0,454.0,,,,2.0,,,,,,,jupyterlab_iframe,https://www.npmjs.com/package/jupyterlab_iframe,2021-11-30 04:17:10.018000,,802.0,,,,,,,,,,,
130,Altair Viewer,Viewer for Altair and Vega-Lite visualizations.,https://github.com/altair-viz/altair_viewer,,widgets,20,True,altair-viz/altair_viewer,altair_viewer,,https://github.com/altair-viz/altair_viewer,2019-12-20 14:32:14.000000,2022-01-12 22:41:34.000000,2022-01-12 22:31:05.000000,116.0,12.0,8.0,4.0,42.0,3.0,4.0,49.0,2021-11-06 14:18:45.000000,0.4.0,,168034.0,7.0,10.0,,3.0,https://pypi.org/project/altair_viewer,BSD-3-Clause,2021-11-06 14:16:09.000000,10.0,168034.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,
131,IJulia.jl,Julia kernel for Jupyter.,https://github.com/JuliaLang/IJulia.jl,,kernels,19,True,JuliaLang/IJulia.jl,,,https://github.com/JuliaLang/IJulia.jl,2013-03-05 18:20:21.000000,2021-12-17 07:34:26.000000,2021-10-27 14:05:51.000000,702.0,2.0,370.0,123.0,256.0,95.0,680.0,2387.0,2021-02-24 00:04:46.000000,1.23.2,,,41.0,,,100.0,,MIT,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,
132,evidently,Interactive reports to analyze machine learning models during validation or production monitoring.,https://github.com/evidentlyai/evidently,,widgets,19,True,evidentlyai/evidently,,,https://github.com/evidentlyai/evidently,2020-11-25 15:20:08.000000,2022-01-12 22:08:48.000000,2022-01-12 09:53:35.000000,375.0,150.0,163.0,27.0,50.0,39.0,29.0,2046.0,,,,,18.0,,,11.0,,Apache-2.0,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,
133,pyforest,pyforest - feel the bliss of automated imports.,https://github.com/8080labs/pyforest,,jupyter-extensions,19,True,8080labs/pyforest,pyforest,,https://github.com/8080labs/pyforest,2019-08-12 07:35:46.000000,2021-07-12 20:54:11.000000,2021-06-14 15:04:41.000000,196.0,,174.0,35.0,28.0,13.0,14.0,945.0,2021-06-14 15:07:13.000000,1.1.0,,7921.0,10.0,6.0,,13.0,https://pypi.org/project/pyforest,MIT,2021-06-14 15:07:13.000000,6.0,7921.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,
134,jupyter-tabnine,Autocompletion with Deep Learning on Jupyter Notebook.,https://github.com/codota/jupyter-tabnine,,jupyter-extensions,19,True,codota/jupyter-tabnine,jupyter-tabnine,,https://github.com/codota/jupyter-tabnine,2019-09-07 00:30:49.000000,2021-12-02 10:44:42.000000,2021-08-23 11:44:08.000000,105.0,,101.0,17.0,14.0,42.0,24.0,732.0,2021-08-23 11:45:07.000000,1.2.3,,9037.0,8.0,,,10.0,https://pypi.org/project/jupyter-tabnine,MIT,2021-08-23 11:45:07.000000,,9037.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,
135,Bash Kernel,A bash kernel for IPython.,https://github.com/takluyver/bash_kernel,,kernels,19,False,takluyver/bash_kernel,bash_kernel,,https://github.com/takluyver/bash_kernel,2014-06-27 00:27:25.000000,2020-01-27 10:39:24.000000,2019-07-22 16:06:53.000000,86.0,,109.0,23.0,25.0,37.0,53.0,566.0,2019-07-22 16:07:09.000000,0.7.2,2838.0,5120.0,10.0,27.0,,13.0,https://pypi.org/project/bash_kernel,BSD-3-Clause,2019-07-22 16:07:09.000000,27.0,5079.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,
136,itkwidgets,"Interactive Jupyter widgets to visualize images, point sets, and meshes in 2D and 3D.",https://github.com/InsightSoftwareConsortium/itkwidgets,,widgets,19,True,InsightSoftwareConsortium/itkwidgets,itkwidgets,,https://github.com/InsightSoftwareConsortium/itkwidgets,2018-02-15 01:43:39.000000,2021-09-17 20:07:43.000000,2021-09-17 20:07:43.000000,877.0,,50.0,22.0,264.0,72.0,100.0,409.0,2021-05-14 15:18:42.716000,0.32.1,64.0,6308.0,64.0,9.0,,20.0,https://pypi.org/project/itkwidgets,Apache-2.0,2021-05-14 15:16:38.000000,9.0,4698.0,,,,3.0,,,,,,,itkwidgets,https://www.npmjs.com/package/itkwidgets,2021-05-14 15:18:42.716000,,1608.0,,,,,,,,,,,
137,nbtutor,Visualize Python code execution (line-by-line) in Jupyter Notebook cells.,https://github.com/lgpage/nbtutor,,widgets,19,True,lgpage/nbtutor,,conda-forge/nbtutor,https://github.com/lgpage/nbtutor,2016-11-07 14:08:25.000000,2021-11-16 20:29:38.101000,2021-07-29 16:32:39.000000,177.0,,36.0,20.0,18.0,19.0,13.0,394.0,2016-12-23 12:20:44.000000,1.0.4,,1553.0,2.0,23.0,23.0,3.0,,BSD-3-Clause,,,,https://anaconda.org/conda-forge/nbtutor,2021-11-16 20:29:38.101000,94778.0,3.0,,,,,,,,,,,,,,,,,,,,,,
138,JupyterLab Google Drive,Cloud storage for JupyterLab using Google Drive.,https://github.com/jupyterlab/jupyterlab-google-drive,,lab-extensions,19,True,jupyterlab/jupyterlab-google-drive,,,https://github.com/jupyterlab/jupyterlab-google-drive,2016-12-17 01:40:45.000000,2022-01-13 11:32:07.000000,2021-08-10 23:33:46.000000,513.0,,71.0,37.0,106.0,40.0,65.0,352.0,2020-05-27 00:10:19.202000,2.0.0,,2094.0,32.0,2.0,2.0,15.0,,BSD-3-Clause,,,,,,,2.0,,,,,,,@jupyterlab/google-drive,https://www.npmjs.com/package/@jupyterlab/google-drive,2020-05-27 00:10:19.202000,,2094.0,,,,,,,,,,,
139,ThebeLab,Turn static HTML pages into live documents with Jupyter kernels.,https://github.com/executablebooks/thebe,,notebook-sharing,19,True,executablebooks/thebe,,,https://github.com/executablebooks/thebe,2017-03-14 12:17:22.000000,2021-11-19 12:51:09.000000,2021-11-19 12:06:20.000000,676.0,21.0,55.0,20.0,393.0,64.0,82.0,263.0,2021-10-26 10:04:08.000000,0.8.2,,,5.0,5.0,5.0,26.0,,BSD-3-Clause,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,
140,JupyterLab System Monitor,JupyterLab extension to display system metrics.,https://github.com/jtpio/jupyterlab-system-monitor,,lab-extensions,19,True,jtpio/jupyterlab-system-monitor,,,https://github.com/jtpio/jupyterlab-system-monitor,2019-07-13 12:31:51.000000,2021-11-02 13:32:27.000000,2021-11-02 13:32:27.000000,163.0,3.0,26.0,5.0,46.0,17.0,19.0,221.0,2021-02-04 22:39:49.000000,0.8.0,,8010.0,20.0,27.0,27.0,6.0,,BSD-3-Clause,,,,,,,2.0,,,,,,,jupyterlab-system-monitor,https://www.npmjs.com/package/jupyterlab-system-monitor,2020-11-23 15:30:52.408000,,8010.0,,,,,,,,,,,
141,OCaml Kernel,An OCaml kernel for Jupyter (IPython) notebook.,https://github.com/akabe/ocaml-jupyter,,kernels,19,True,akabe/ocaml-jupyter,,,https://github.com/akabe/ocaml-jupyter,2017-07-14 14:15:05.000000,2022-01-12 10:03:23.000000,2022-01-12 10:01:35.000000,332.0,16.0,30.0,9.0,111.0,3.0,64.0,208.0,2022-01-12 10:19:16.000000,2.7.6,58260.0,1078.0,28.0,,,18.0,,MIT,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,
142,ipytest,Pytest in IPython notebooks.,https://github.com/chmp/ipytest,,notebook-tools,19,True,chmp/ipytest,ipytest,,https://github.com/chmp/ipytest,2016-02-07 20:24:41.000000,2021-07-28 17:52:52.000000,2021-07-28 17:34:15.000000,177.0,,18.0,8.0,18.0,2.0,41.0,178.0,2021-07-28 17:34:35.000000,0.11.0,,7287.0,28.0,147.0,135.0,4.0,https://pypi.org/project/ipytest,MIT,2021-07-28 17:34:35.000000,12.0,7287.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,
143,JupyterLab Data Explorer,First class datasets in JupyterLab.,https://github.com/jupyterlab/jupyterlab-data-explorer,,lab-extensions,19,False,jupyterlab/jupyterlab-data-explorer,,,https://github.com/jupyterlab/jupyterlab-data-explorer,2019-01-03 21:57:42.000000,2021-12-09 16:25:40.000000,2020-05-24 13:16:16.000000,426.0,,34.0,31.0,57.0,57.0,34.0,161.0,2019-10-03 18:34:08.594000,3.0.0,,91.0,17.0,15.0,10.0,9.0,,BSD-3-Clause,,,,,,,2.0,,,,,,,@jupyterlab/dataregistry-extension,https://www.npmjs.com/package/@jupyterlab/dataregistry-extension,2019-10-03 18:34:08.594000,5.0,91.0,,,,,,,,,,,
144,Spylon Kernel,Jupyter kernel for scala and spark.,https://github.com/vericast/spylon-kernel,,kernels,19,False,vericast/spylon-kernel,spylon-kernel,conda-forge/spylon-kernel,https://github.com/vericast/spylon-kernel,2016-11-21 02:23:14.000000,2021-06-10 08:02:43.000000,2018-09-20 15:43:57.000000,188.0,,23.0,12.0,25.0,16.0,18.0,153.0,2018-03-23 20:36:58.000000,0.4.1,,6078.0,14.0,67.0,67.0,6.0,https://pypi.org/project/spylon-kernel,BSD-3-Clause,2018-03-23 20:36:58.000000,,4725.0,https://anaconda.org/conda-forge/spylon-kernel,2018-10-05 21:02:27.447000,79853.0,3.0,,,,,,,,,,,,,,,,,,,,,,
145,cdsdashboards,JupyterHub extension for ContainDS Dashboards.,https://github.com/ideonate/cdsdashboards,,notebook-sharing,19,True,ideonate/cdsdashboards,cdsdashboards,conda-forge/cdsdashboards,https://github.com/ideonate/cdsdashboards,2020-04-28 13:51:31.000000,2021-12-29 14:55:57.000000,2021-12-21 12:15:24.000000,450.0,9.0,25.0,7.0,16.0,27.0,50.0,149.0,2021-10-28 16:33:40.000000,0.6.0,,1358.0,41.0,,,11.0,https://pypi.org/project/cdsdashboards,BSD-3-Clause,2021-10-28 16:33:40.000000,,352.0,https://anaconda.org/conda-forge/cdsdashboards,2021-10-28 20:01:06.914000,18118.0,3.0,,,,,,,,,,,,,,,,,,,,,,
146,mkdocs-jupyter,Use Jupyter Notebook in mkdocs.,https://github.com/danielfrg/mkdocs-jupyter,,notebook-sharing,19,True,danielfrg/mkdocs-jupyter,mkdocs-jupyter,,https://github.com/danielfrg/mkdocs-jupyter,2019-12-18 02:11:34.000000,2022-01-10 09:57:51.000000,2021-12-28 22:28:34.000000,147.0,16.0,13.0,3.0,27.0,1.0,33.0,101.0,2021-11-30 16:24:51.000000,0.19.0,,14086.0,22.0,7.0,,10.0,https://pypi.org/project/mkdocs-jupyter,Apache-2.0,2021-11-30 16:24:51.000000,7.0,14086.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,
147,First Use Authenticator,JupyterHub Authenticator that lets users set passwords when they first log in.,https://github.com/jupyterhub/firstuseauthenticator,,hub-auth,19,True,jupyterhub/firstuseauthenticator,jupyterhub-firstuseauthenticator,,https://github.com/jupyterhub/firstuseauthenticator,2016-10-25 03:09:14.000000,2021-10-28 11:35:32.000000,2021-10-28 11:33:41.000000,98.0,24.0,21.0,4.0,27.0,5.0,17.0,38.0,2021-10-28 11:35:32.000000,1.0.0,,3739.0,8.0,59.0,56.0,12.0,https://pypi.org/project/jupyterhub-firstuseauthenticator,BSD-3-Clause,2021-10-28 11:35:32.000000,3.0,3739.0,,,,2.0,,,,,,,,,,,,,,,,,,,,,,
148,ipydatawidgets,A set of widgets to help facilitate reuse of large datasets across widgets.,https://github.com/vidartf/ipydatawidgets,,widgets,19,True,vidartf/ipydatawidgets,ipydatawidgets,conda-forge/ipydatawidgets,https://github.com/vidartf/ipydatawidgets,2017-07-31 17:37:26.000000,2021-01-06 10:43:12.012000,2021-01-04 10:18:53.000000,266.0,,7.0,5.0,35.0,3.0,6.0,28.0,2021-01-04 10:18:03.000000,4.2.0,,49835.0,16.0,444.0,420.0,5.0,https://pypi.org/project/ipydatawidgets,BSD-3-Clause,2021-01-04 10:18:03.000000,24.0,46958.0,https://anaconda.org/conda-forge/ipydatawidgets,2021-01-06 10:43:12.012000,123711.0,3.0,,,,,,,,,,,,,,,,,,,,,,
149,Variable Inspector,Variable Inspector extension for Jupyterlab.,https://github.com/lckr/jupyterlab-variableInspector,,lab-extensions,18,True,lckr/jupyterlab-variableInspector,,,https://github.com/lckr/jupyterlab-variableInspector,2018-06-13 18:16:02.000000,2021-10-19 16:52:12.000000,2021-10-19 16:52:05.000000,165.0,2.0,77.0,27.0,80.0,38.0,114.0,874.0,2021-04-10 13:07:39.934000,3.0.9,,7347.0,11.0,3.0,3.0,17.0,,BSD-3-Clause,,,,,,,2.0,,,,,,,@lckr/jupyterlab_variableinspector,https://www.npmjs.com/package/@lckr/jupyterlab_variableinspector,2021-04-10 13:07:39.934000,,7347.0,,,,,,,,,,,
150,clojupyter,a Jupyter kernel for Clojure.,https://github.com/clojupyter/clojupyter,,kernels,18,True,clojupyter/clojupyter,,simplect/clojupyter,https://github.com/clojupyter/clojupyter,2014-05-09 07:09:06.000000,2021-12-29 07:49:50.000000,2021-12-29 07:49:50.000000,283.0,12.0,82.0,38.0,56.0,16.0,76.0,716.0,,,,92.0,7.0,,,26.0,,MIT,,,,https://anaconda.org/simplect/clojupyter,2020-03-02 14:14:22.302000,2698.0,3.0,,simplect/clojupyter,https://hub.docker.com/r/simplect/clojupyter,2019-04-25 08:25:07.304303,,347.0,,,,,,,,,,,,,,,,
151,Ansible Kernel,Jupyter Notebook Kernel for running Ansible Tasks and Playbooks.,https://github.com/ansible/ansible-jupyter-kernel,,kernels,18,True,ansible/ansible-jupyter-kernel,ansible-kernel,conda-forge/ansible-kernel,https://github.com/ansible/ansible-jupyter-kernel,2018-06-26 14:28:02.000000,2022-01-04 14:36:11.000000,2022-01-04 14:36:11.000000,210.0,2.0,49.0,19.0,51.0,13.0,29.0,477.0,2018-12-12 18:30:14.000000,0.9.0,,1922.0,10.0,8.0,8.0,10.0,https://pypi.org/project/ansible-kernel,Apache-2.0,2018-12-12 18:30:14.000000,,98.0,https://anaconda.org/conda-forge/ansible-kernel,2020-01-14 12:34:24.230000,8703.0,3.0,,benthomasson/ansible-jupyter-kernel,https://hub.docker.com/r/benthomasson/ansible-jupyter-kernel,2018-12-12 18:42:31.528778,2.0,66418.0,,,,,,,,,,,,,,,,
152,jupyter-tensorboard,Start Tensorboard in Jupyter Notebook.,https://github.com/lspvic/jupyter_tensorboard,,jupyter-extensions,18,False,lspvic/jupyter_tensorboard,jupyter-tensorboard,,https://github.com/lspvic/jupyter_tensorboard,2017-08-22 08:05:13.000000,2021-02-25 23:36:10.000000,2020-02-16 06:42:48.000000,69.0,,69.0,18.0,8.0,41.0,29.0,450.0,2020-02-16 07:15:03.000000,0.2.0,,2649.0,19.0,31.0,,4.0,https://pypi.org/project/jupyter-tensorboard,MIT,2020-02-16 07:15:03.000000,31.0,2649.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,
153,GPU Dashboards,A JupyterLab extension for displaying dashboards of GPU usage.,https://github.com/rapidsai/jupyterlab-nvdashboard,,lab-extensions,18,True,rapidsai/jupyterlab-nvdashboard,jupyterlab-nvdashboard,,https://github.com/rapidsai/jupyterlab-nvdashboard,2019-08-12 15:22:10.000000,2021-10-12 09:04:13.000000,2021-10-12 08:51:05.000000,185.0,,52.0,15.0,63.0,24.0,28.0,445.0,2021-05-25 18:05:21.000000,0.6.0,,12095.0,99.0,,,15.0,https://pypi.org/project/jupyterlab-nvdashboard,BSD-3-Clause,2021-10-12 09:04:13.000000,,8056.0,,,,2.0,,,,,,,jupyterlab-nvdashboard,https://www.npmjs.com/package/jupyterlab-nvdashboard,2021-04-27 07:19:46.929000,,4039.0,,,,,,,,,,,
154,F# Kernel,F# for Jupyter Notebooks.,https://github.com/fsprojects/IfSharp,,kernels,18,False,fsprojects/IfSharp,,,https://github.com/fsprojects/IfSharp,2013-12-03 21:25:01.000000,2022-01-13 13:51:03.000000,2020-09-10 16:17:02.000000,335.0,,67.0,36.0,120.0,13.0,127.0,433.0,2020-03-08 20:03:38.000000,3.0.4,5316.0,61.0,15.0,,,27.0,,BSD-3-Clause,,,,,,,3.0,,fsprojects/ifsharp,https://hub.docker.com/r/fsprojects/ifsharp,2019-03-26 17:01:42.996172,,656.0,,,,,,,,,,,,,,,,
155,nb_conda_kernels,Package for managing conda environment-based kernels inside of Jupyter.,https://github.com/Anaconda-Platform/nb_conda_kernels,,kernels,18,False,Anaconda-Platform/nb_conda_kernels,,conda-forge/nb_conda_kernels,https://github.com/Anaconda-Platform/nb_conda_kernels,2015-12-10 16:11:42.000000,2021-11-15 18:27:32.236000,2020-11-30 15:55:07.000000,335.0,,54.0,18.0,85.0,33.0,97.0,424.0,2020-09-05 22:35:32.000000,2.3.0,,7899.0,11.0,,,14.0,,BSD-3-Clause,,,,https://anaconda.org/conda-forge/nb_conda_kernels,2021-11-15 18:27:32.236000,529251.0,3.0,,,,,,,,,,,,,,,,,,,,,,
156,treon,Easy to use test framework for Jupyter Notebooks.,https://github.com/ReviewNB/treon,,notebook-tools,18,False,ReviewNB/treon,treon,,https://github.com/ReviewNB/treon,2019-03-29 15:02:35.000000,2021-12-21 13:49:08.000000,2020-10-08 09:00:06.000000,56.0,,22.0,11.0,11.0,2.0,9.0,276.0,2019-11-28 16:00:27.000000,0.1.3,,3665.0,4.0,38.0,35.0,4.0,https://pypi.org/project/treon,MIT,2019-11-28 16:00:27.000000,3.0,3665.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,
157,nbinteract,Create interactive webpages from Jupyter Notebooks.,https://github.com/SamLau95/nbinteract,,notebook-sharing,18,True,SamLau95/nbinteract,nbinteract,,https://github.com/SamLau95/nbinteract,2017-08-31 00:16:20.000000,2022-01-13 08:54:26.000000,2021-04-15 20:39:36.000000,590.0,,20.0,9.0,103.0,43.0,41.0,208.0,2021-01-05 06:47:54.000000,0.2.6,,756.0,37.0,38.0,1.0,8.0,https://pypi.org/project/nbinteract,BSD-3-Clause,2021-01-05 06:47:54.000000,37.0,756.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,
158,HTTP-over-WebSocket,Jupyter support for HTTP-over-ws.,https://github.com/googlecolab/jupyter_http_over_ws,,jupyter-extensions,18,True,googlecolab/jupyter_http_over_ws,jupyter_http_over_ws,,https://github.com/googlecolab/jupyter_http_over_ws,2018-03-26 22:52:45.000000,2021-08-30 21:48:26.000000,2021-08-30 21:48:24.000000,31.0,,34.0,12.0,1.0,19.0,7.0,205.0,2020-03-12 16:09:39.000000,0.0.8,,26317.0,10.0,15.0,,3.0,https://pypi.org/project/jupyter_http_over_ws,Apache-2.0,2020-03-12 16:09:39.000000,15.0,26317.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,
159,gator,Conda environment and package management extension from within Jupyter.,https://github.com/mamba-org/gator,,jupyter-extensions,18,True,mamba-org/gator,,conda-forge/mamba_gator,https://github.com/mamba-org/gator,2018-08-02 05:15:23.000000,2021-12-17 02:07:19.000000,2021-10-29 07:36:43.000000,602.0,1.0,21.0,7.0,119.0,16.0,37.0,204.0,2021-09-03 10:15:28.752000,3.0.2,2.0,962.0,27.0,1.0,1.0,24.0,,BSD-3-Clause,,,,https://anaconda.org/conda-forge/mamba_gator,2021-09-03 12:29:39.360000,11291.0,3.0,,,,,,,@mamba-org/gator-lab,https://www.npmjs.com/package/@mamba-org/gator-lab,2021-09-03 10:15:28.752000,,156.0,,,,,,,,,,,
160,Spark Monitor,Monitor Apache Spark from Jupyter Notebook.,https://github.com/krishnan-r/sparkmonitor,,jupyter-extensions,18,True,krishnan-r/sparkmonitor,sparkmonitor,,https://github.com/krishnan-r/sparkmonitor,2017-05-31 09:13:01.000000,2021-11-22 08:48:11.000000,2021-02-03 03:28:02.000000,214.0,,51.0,7.0,20.0,30.0,7.0,163.0,2021-11-22 08:48:11.000000,2.0.0,2380.0,1392.0,9.0,,,3.0,https://pypi.org/project/sparkmonitor,Apache-2.0,2021-11-22 08:48:11.000000,,1332.0,,,,3.0,,krishnanr/sparkmonitor,https://hub.docker.com/r/krishnanr/sparkmonitor,2019-10-04 06:28:22.959295,,902.0,,,,,,,,,,,,,,,,
161,nbgallery,Enterprise Jupyter notebook sharing and collaboration app.,https://github.com/nbgallery/nbgallery,,notebook-sharing,18,True,nbgallery/nbgallery,,,https://github.com/nbgallery/nbgallery,2017-01-10 19:18:40.000000,2021-12-22 20:49:02.000000,2021-12-15 19:58:22.000000,1447.0,25.0,21.0,12.0,296.0,89.0,262.0,141.0,,,,2142.0,,,,18.0,,MIT,,,,,,,3.0,,nbgallery/nbgallery,https://hub.docker.com/r/nbgallery/nbgallery,2021-11-12 15:25:19.912128,3.0,128569.0,,,,,,,,,,,,,,,,
162,BatchSpawner,Custom Spawner for Jupyterhub to start servers in batch scheduled systems.,https://github.com/jupyterhub/batchspawner,,hub-spawners,18,True,jupyterhub/batchspawner,batchspawner,,https://github.com/jupyterhub/batchspawner,2015-10-27 03:53:10.000000,2021-10-12 20:58:33.000000,2021-05-05 12:02:36.000000,327.0,,94.0,15.0,115.0,42.0,70.0,128.0,2021-04-07 15:14:58.000000,1.1.0,,497.0,9.0,13.0,11.0,38.0,https://pypi.org/project/batchspawner,BSD-3-Clause,2021-04-07 15:14:58.000000,2.0,497.0,,,,2.0,,,,,,,,,,,,,,,,,,,,,,
163,Darcula Theme,A handsome Darcula theme for Jupyterlab. The first jlab theme to include dark scrollbars.,https://github.com/telamonian/theme-darcula,,lab-themes,18,True,telamonian/theme-darcula,,,https://github.com/telamonian/theme-darcula,2019-01-21 04:39:42.000000,2021-08-26 08:02:21.000000,2021-08-26 08:02:18.000000,111.0,,24.0,4.0,26.0,5.0,16.0,124.0,2021-08-26 08:02:17.096000,3.1.1,,1573.0,12.0,153.0,153.0,7.0,,BSD-3-Clause,,,,,,,1.0,,,,,,,@telamonian/theme-darcula,https://www.npmjs.com/package/@telamonian/theme-darcula,2021-08-26 08:02:17.096000,,1573.0,,,,,,,,,,,
164,ipycache,Defines a %%cache cell magic in the IPython notebook to cache results of long-lasting computations in a persistent..,https://github.com/rossant/ipycache,,magic,18,True,rossant/ipycache,ipycache,conda-forge/ipycache,https://github.com/rossant/ipycache,2013-10-08 13:16:17.000000,2022-01-11 16:04:17.000000,2022-01-11 16:04:17.000000,99.0,14.0,22.0,8.0,27.0,17.0,16.0,124.0,2013-10-13 16:56:18.000000,0.1.4,,1115.0,5.0,23.0,17.0,9.0,https://pypi.org/project/ipycache,BSD-3-Clause,2013-10-13 16:56:18.000000,6.0,125.0,https://anaconda.org/conda-forge/ipycache,2020-07-07 11:23:37.623000,67323.0,2.0,,,,,,,,,,,,,,,,,,,,,,
